budget_million,runtime_min,genre,critic_score,lead_actor_popularity,is_hit
98.7,87,action,37.6,88.5,1
76.8,94,drama,4.0,12.8,0
199.9,95,comedy,84.0,60.1,1
16.9,178,horror,10.2,49.1,0
289.5,86,action,91.6,18.1,1
135.3,168,horror,9.9,16.6,0
135.1,164,action,22.0,14.2,0
62.1,148,horror,18.9,65.5,0
121.9,179,drama,36.3,64.6,0
286.5,154,action,84.7,6.1,1
259.9,77,action,10.7,12.2,0
199.1,127,drama,89.8,94.4,1
138.6,142,scifi,89.5,15.5,1
152.8,166,drama,35.0,21.2,0
148.1,141,action,60.7,60.8,1
21.5,127,horror,91.2,80.0,1
169.1,82,comedy,63.9,24.8,1
88.7,103,comedy,9.5,82.7,0
15.0,110,drama,54.4,51.0,0
210.3,141,action,64.9,25.3,1
294.9,101,horror,18.2,49.0,1
35.9,79,comedy,9.3,22.4,0
112.1,101,comedy,26.8,44.5,0
21.7,177,action,37.3,73.1,0
4.5,83,horror,48.4,56.5,0
167.7,142,comedy,54.9,45.9,1
221.1,145,drama,16.0,0.4,0
230.5,160,horror,34.4,1.8,0
295.8,111,scifi,34.8,58.4,1
186.7,97,drama,44.5,36.4,1
15.3,131,drama,69.1,98.8,0
219.4,134,action,79.1,60.7,1
252.3,75,comedy,24.0,49.3,1
51.5,124,action,84.2,68.6,1
180.1,121,drama,96.4,55.8,0
165.8,176,horror,44.7,72.2,1
118.4,110,horror,23.8,11.7,0
114.6,106,horror,59.6,87.9,0
143.7,113,action,15.5,3.6,0
270.4,111,action,92.9,28.0,1
191.3,162,comedy,18.9,36.8,0
175.7,169,comedy,32.2,47.2,0
23.1,102,scifi,27.0,24.1,0
103.1,131,action,92.2,56.4,0
221.9,110,drama,84.7,7.1,0
77.8,130,scifi,31.5,87.7,1
282.4,135,drama,12.4,55.8,1
148.5,97,drama,35.8,93.6,0
146.8,161,comedy,58.9,74.8,0
144.2,138,action,67.5,5.8,0
225.7,169,action,5.1,59.7,1
102.5,140,action,39.7,94.7,0
151.6,149,action,89.1,37.3,1
42.9,155,action,85.2,63.9,0
185.7,162,drama,64.3,86.6,1
230.7,174,action,43.0,63.0,0
26.1,154,action,70.1,2.8,1
44.2,173,drama,15.3,0.3,0
16.5,138,action,58.9,9.4,0
188.5,172,drama,96.0,56.7,1
58.3,105,drama,25.7,78.6,0
122.7,105,action,7.9,48.4,0
295.2,104,action,99.9,14.7,1
10.1,145,action,2.6,28.7,0
259.8,156,action,69.8,80.3,1
51.6,77,scifi,21.9,35.4,1
184.6,91,scifi,28.0,12.7,0
65.9,87,scifi,95.9,72.3,1
124.1,165,drama,67.0,24.7,0
48.6,138,comedy,88.9,12.2,0
9.4,125,comedy,73.6,64.6,0
261.9,129,action,1.3,57.0,1
87.1,130,comedy,23.5,18.9,1
203.8,90,comedy,45.4,45.5,1
87.5,109,scifi,52.3,26.0,1
179.3,108,comedy,76.0,41.6,1
239.7,159,horror,31.5,9.5,0
149.2,81,action,83.7,14.4,0
28.9,108,comedy,22.8,48.6,0
127.0,106,comedy,92.8,8.9,1
99.6,134,horror,77.5,78.7,0
277.8,176,action,40.2,34.2,1
168.3,122,drama,86.0,4.6,0
107.6,128,comedy,17.8,55.9,0
78.2,79,comedy,6.1,73.1,0
84.8,84,scifi,4.4,29.8,0
237.0,103,scifi,73.0,12.1,1
136.2,159,comedy,19.9,77.8,0
264.6,157,drama,91.1,13.2,1
39.7,127,comedy,45.1,91.9,0
298.3,170,horror,89.9,82.6,1
74.5,174,scifi,75.8,10.3,0
22.2,115,scifi,95.6,38.8,0
16.5,106,comedy,75.9,21.8,0
258.6,98,horror,62.2,99.5,1
67.2,119,comedy,67.6,13.8,0
222.1,98,comedy,66.9,66.2,1
99.6,115,drama,64.7,76.3,0
104.2,100,action,78.1,45.4,0
88.0,115,comedy,46.6,0.4,0
296.5,84,horror,19.6,95.6,1
107.6,93,scifi,30.9,81.3,0
274.9,89,scifi,72.1,4.4,1
255.3,118,action,6.3,80.5,1
204.2,124,scifi,81.6,76.9,1
105.0,170,scifi,64.9,97.4,1
49.0,116,scifi,91.8,52.1,0
127.3,136,comedy,67.9,69.8,1
162.3,98,horror,80.5,6.9,0
239.0,110,scifi,52.4,90.4,1
64.3,159,drama,55.1,22.1,0
283.6,113,drama,84.1,35.0,0
160.5,119,action,59.6,21.1,0
62.3,122,action,57.6,59.3,0
33.4,143,horror,39.6,33.8,0
224.7,98,action,45.8,7.7,0
97.8,79,action,38.9,1.8,0
125.2,104,drama,75.6,97.9,1
298.7,170,comedy,0.5,90.2,1
41.1,149,drama,57.4,65.7,0
97.1,147,horror,37.2,76.1,0
198.8,76,comedy,15.0,82.6,1
127.0,163,drama,75.5,68.0,0
83.8,125,drama,21.1,28.4,0
282.9,111,scifi,16.7,76.5,1
182.9,152,comedy,5.2,55.4,0
174.5,142,drama,92.8,55.1,0
12.0,122,drama,81.1,87.4,0
152.7,130,horror,3.3,74.3,0
137.8,179,comedy,80.0,2.7,0
265.7,137,comedy,65.1,82.1,1
137.0,146,action,9.5,70.8,1
185.2,143,comedy,45.1,63.0,1
286.8,84,comedy,94.3,81.8,1
124.7,115,horror,57.3,59.7,0
114.9,121,drama,14.9,70.7,0
208.9,157,comedy,35.0,72.6,1
204.7,95,drama,79.4,12.9,1
25.8,166,scifi,4.6,85.7,1
201.6,106,drama,40.1,59.8,1
30.8,165,horror,10.3,6.7,0
277.3,92,drama,43.4,27.0,1
185.4,151,action,53.0,16.2,1
216.9,155,horror,17.4,16.5,0
125.2,123,action,27.0,80.0,1
280.3,162,comedy,62.5,42.1,1
30.9,170,action,36.3,16.6,0
165.1,89,horror,52.6,67.6,1
154.2,144,action,73.3,13.6,1
213.8,94,action,20.8,23.8,0
237.9,86,drama,59.7,29.4,1
60.4,105,action,18.7,46.0,0
103.2,79,action,6.2,76.5,0
210.7,165,comedy,5.5,33.5,0
92.7,167,drama,10.1,80.4,0
205.8,89,action,18.0,7.6,0
277.9,166,drama,79.3,21.8,1
43.3,99,action,69.4,70.5,0
141.7,86,action,53.5,39.5,0
66.7,125,drama,13.3,62.2,0
31.6,168,scifi,20.9,54.2,0
85.0,87,scifi,6.6,63.5,0
114.6,160,action,44.3,45.5,0
61.2,157,comedy,44.6,83.7,0
270.5,138,action,92.2,91.8,1
174.5,130,drama,5.6,98.5,1
257.1,138,drama,82.1,22.2,1
239.7,83,horror,27.6,81.2,1
21.5,167,comedy,92.8,16.5,0
74.1,135,drama,68.0,80.2,0
256.4,104,action,18.0,47.7,1
243.9,84,horror,83.1,0.8,1
183.6,110,horror,97.4,65.0,1
66.4,160,action,78.5,6.1,1
298.0,152,comedy,31.3,65.4,0
285.4,112,horror,57.8,13.4,1
163.8,160,action,68.1,83.1,1
177.5,161,comedy,22.9,67.2,0
168.9,133,comedy,26.1,55.9,1
177.3,148,drama,75.8,8.2,0
175.8,81,horror,34.0,77.7,1
143.0,147,comedy,93.2,99.2,1
51.1,144,scifi,54.5,49.2,0
223.3,92,horror,98.3,46.7,1
12.8,151,drama,45.0,90.3,0
193.7,154,comedy,10.6,98.9,0
218.9,89,comedy,58.4,97.6,1
132.4,138,comedy,37.3,88.0,1
145.6,145,action,88.3,70.3,1
181.7,143,drama,22.2,73.0,0
6.5,170,comedy,84.5,38.3,0
280.7,102,horror,66.9,30.3,0
122.2,127,comedy,97.8,2.7,0
21.5,155,drama,1.7,78.3,0
248.3,108,scifi,91.6,53.5,1
173.9,142,scifi,69.8,3.4,1
110.0,146,comedy,82.5,72.6,0
264.2,117,drama,73.9,79.2,1
136.9,98,scifi,6.1,78.1,1
97.0,93,comedy,84.1,67.0,0
30.4,100,scifi,30.5,94.5,1
171.8,164,comedy,65.6,23.2,1
219.3,172,action,38.0,20.3,0
87.8,124,drama,80.0,95.5,1
64.2,174,comedy,17.1,53.2,0
147.2,170,comedy,83.5,0.3,1
2.1,169,comedy,73.5,62.4,1
26.9,150,horror,86.7,80.3,1
150.8,130,action,21.5,11.9,1
74.0,112,action,12.8,17.7,0
228.7,143,drama,97.5,8.9,0
264.8,80,horror,13.6,70.2,0
294.3,166,scifi,5.1,99.5,1
126.6,148,drama,89.9,81.5,1
46.4,115,horror,64.9,72.1,0
109.6,167,action,30.3,97.7,0
54.8,145,scifi,13.2,35.4,0
292.3,153,comedy,7.7,68.3,0
56.4,105,action,84.3,40.5,0
60.8,79,action,78.4,82.2,1
92.3,81,drama,83.9,92.7,1
243.3,82,scifi,51.0,84.6,1
106.8,149,comedy,9.0,23.5,0
287.1,112,horror,6.7,5.1,0
131.4,149,action,77.2,39.7,1
253.9,179,action,2.4,17.3,0
53.1,118,action,35.0,36.9,1
122.5,101,drama,12.2,62.1,0
177.2,112,drama,7.8,32.5,0
138.4,104,action,33.1,82.1,1
182.2,119,comedy,76.0,99.3,1
90.0,152,comedy,74.8,71.6,0
247.1,109,scifi,42.8,93.3,1
63.3,173,horror,73.5,85.7,1
112.7,146,comedy,86.3,94.3,1
95.1,90,action,98.7,88.9,0
66.4,153,comedy,89.6,62.1,1
163.5,89,comedy,40.5,95.6,1
48.3,82,action,91.4,16.0,0
129.9,77,scifi,17.6,84.5,1
148.7,76,action,90.1,45.7,0
104.1,105,drama,87.6,53.8,1
132.9,110,scifi,72.2,98.6,1
44.6,119,drama,25.9,97.7,0
255.9,97,drama,98.6,40.5,1
181.0,127,drama,46.1,30.4,0
62.6,97,comedy,91.0,82.0,1
8.4,106,comedy,36.7,53.1,0
193.0,172,drama,33.4,77.4,0
26.2,144,comedy,93.8,82.7,0
1.5,97,action,35.6,46.0,0
167.8,95,comedy,90.3,88.2,0
69.3,178,drama,79.4,33.7,1
7.4,177,action,19.1,52.9,0
113.1,151,drama,65.3,82.8,1
19.5,116,action,43.0,87.9,0
150.1,91,comedy,62.2,1.8,0
241.0,172,comedy,2.1,54.4,0
132.9,106,horror,53.3,21.2,0
173.8,103,horror,32.1,86.1,1
193.6,153,drama,69.2,12.5,1
94.3,175,drama,33.3,18.3,0
135.4,102,comedy,49.2,48.4,0
94.0,84,action,77.7,70.5,1
73.7,151,action,55.5,68.2,1
92.7,126,drama,72.3,10.7,1
20.7,105,comedy,20.1,30.3,0
287.8,148,action,19.6,83.6,1
88.1,120,comedy,62.4,5.2,0
73.3,81,drama,55.9,8.9,1
52.5,128,action,19.6,1.2,0
252.3,92,scifi,6.5,20.4,1
148.9,114,comedy,37.6,22.0,0
34.4,144,comedy,79.4,71.8,0
295.0,78,drama,65.6,3.7,1
100.2,122,drama,61.7,33.3,0
196.5,126,comedy,61.3,6.4,0
274.2,115,action,78.0,69.1,1
57.2,144,horror,28.3,0.4,0
46.5,127,horror,5.7,60.4,0
96.5,168,scifi,79.4,54.4,0
291.5,128,comedy,38.5,70.0,1
299.9,121,action,5.7,59.8,1
6.6,162,comedy,32.8,20.4,0
21.4,155,scifi,65.4,86.5,0
44.3,148,horror,42.1,26.5,0
262.6,177,comedy,5.5,53.6,1
181.3,76,scifi,1.4,51.7,0
270.3,172,scifi,4.1,87.7,1
233.9,82,action,60.1,68.3,1
68.8,151,action,56.0,96.7,0
74.4,83,action,26.9,56.0,1
287.3,100,scifi,90.8,54.1,1
191.8,169,horror,36.8,25.6,0
56.8,100,drama,51.4,88.6,0
272.5,81,action,44.7,54.1,1
248.9,160,drama,42.5,22.0,0
292.4,164,action,41.8,78.7,1
239.6,81,horror,21.7,35.8,0
199.7,95,action,50.1,47.3,1
175.7,153,action,90.0,22.8,1
137.8,152,drama,97.0,46.6,1
168.0,125,scifi,31.1,42.8,1
174.6,178,action,12.4,25.9,0
58.1,130,comedy,63.5,56.7,0
216.7,152,comedy,77.8,49.1,1
170.0,87,horror,78.1,48.2,1
166.9,157,comedy,99.7,91.5,1
228.2,151,comedy,81.1,67.1,1
179.5,100,comedy,95.4,16.4,1
216.6,122,horror,99.9,35.5,1
228.9,78,comedy,11.5,50.5,0
219.3,157,scifi,54.2,55.1,1
96.8,102,scifi,5.1,93.8,0
183.8,142,action,83.4,5.0,1
58.3,142,action,0.1,53.8,0
234.6,126,horror,44.6,50.7,1
129.4,172,action,59.2,92.7,1
27.2,137,drama,65.7,92.9,1
280.8,90,scifi,0.3,79.7,1
107.4,132,drama,33.6,71.2,0
113.8,90,scifi,94.6,21.1,0
152.3,146,scifi,34.7,68.0,0
290.4,170,drama,37.6,53.7,1
254.0,160,scifi,57.7,50.6,1
251.8,96,action,0.0,80.7,0
259.0,175,action,94.0,82.2,1
63.0,99,action,66.9,20.7,0
240.0,76,drama,36.8,42.5,0
15.6,171,horror,22.3,20.4,0
280.6,148,comedy,33.4,82.3,1
131.2,100,action,20.8,3.7,0
78.7,169,scifi,18.7,28.7,0
36.2,132,comedy,13.6,60.9,0
116.2,171,comedy,13.2,54.6,0
128.0,176,action,1.0,78.5,0
104.9,77,comedy,36.4,77.1,0
265.8,110,horror,17.7,12.4,0
257.5,77,horror,15.5,56.3,1
200.2,79,scifi,53.9,82.2,1
80.0,163,scifi,34.4,64.8,1
125.8,140,scifi,27.7,93.9,1
251.2,102,drama,47.3,15.6,0
90.2,80,action,74.4,48.8,1
254.5,163,horror,64.2,63.4,1
103.4,153,scifi,85.1,59.1,0
171.0,131,comedy,30.0,22.9,0
109.6,169,action,43.6,83.1,0
298.9,104,action,93.9,50.6,1
237.3,87,scifi,65.8,82.9,1
132.6,76,drama,11.7,29.3,0
180.6,85,horror,85.1,84.2,1
78.1,162,scifi,14.2,71.3,0
121.5,170,drama,58.3,14.1,1
57.8,156,scifi,31.6,72.6,0
35.5,146,comedy,6.9,75.3,0
204.5,84,comedy,32.2,17.9,0
259.0,83,action,14.6,17.8,0
129.5,81,scifi,19.1,86.5,1
203.9,76,drama,29.3,23.4,0
285.9,175,horror,36.6,18.9,1
227.2,105,comedy,17.7,65.3,1
120.0,86,comedy,42.0,52.9,1
144.9,84,drama,29.6,89.0,1
144.3,168,action,14.3,6.2,0
134.5,86,comedy,33.7,53.1,0
39.9,138,scifi,88.5,15.2,0
22.6,146,horror,43.6,94.9,0
237.2,157,comedy,91.4,40.9,1
183.7,131,horror,85.2,99.9,1
46.7,101,comedy,73.6,82.8,1
241.4,135,drama,83.1,96.9,1
40.8,98,drama,17.1,59.3,0
224.4,145,action,26.0,45.4,1
174.1,124,scifi,10.5,8.2,0
123.4,81,scifi,96.3,49.9,1
18.5,172,drama,82.9,16.2,0
279.0,152,horror,86.7,14.1,0
114.3,173,drama,86.2,32.6,0
43.9,135,scifi,23.6,59.1,1
245.4,98,drama,80.1,94.0,1
276.3,90,action,49.9,27.6,1
23.6,120,scifi,91.0,58.9,1
74.0,85,action,35.0,99.4,1
215.2,78,drama,70.3,72.2,0
236.0,175,scifi,94.8,58.9,1
99.7,147,comedy,57.1,99.2,0
202.6,122,horror,46.4,51.1,0
69.1,122,drama,31.6,49.8,0
218.7,156,action,56.2,70.5,1
64.5,166,horror,61.2,6.0,0
128.4,105,scifi,82.3,20.1,1
252.3,126,action,90.7,74.5,1
31.3,87,comedy,49.6,34.8,0
95.3,142,scifi,36.9,20.8,0
189.3,176,comedy,90.2,95.8,1
222.5,179,scifi,71.1,68.0,1
54.2,96,drama,61.8,6.4,0
77.5,127,scifi,73.6,70.0,1
89.2,109,horror,33.2,18.7,0
212.2,113,action,10.4,56.5,0
102.4,153,comedy,24.5,99.8,0
177.9,75,drama,30.4,59.0,1
191.0,162,drama,7.0,48.8,0
109.5,170,action,32.8,78.7,1
140.1,169,comedy,34.4,1.1,1
292.1,162,drama,61.6,28.8,1
158.0,151,action,67.7,37.9,1
99.5,95,scifi,12.7,19.2,0
202.5,91,comedy,8.7,71.1,0
240.7,169,comedy,72.1,65.7,1
285.5,110,comedy,8.1,18.9,0
20.7,87,drama,13.4,59.8,0
23.0,129,horror,60.4,52.2,0
247.5,166,horror,26.0,8.2,0
266.1,91,scifi,15.4,55.9,1
291.4,140,action,89.8,41.3,1
157.8,117,action,10.6,20.7,0
204.6,101,comedy,43.0,49.7,1
280.0,90,comedy,76.9,62.7,1
188.7,175,horror,49.2,74.3,0
151.5,169,comedy,0.7,17.8,0
279.1,145,comedy,13.9,94.3,1
19.5,122,horror,6.6,34.9,0
17.2,173,scifi,87.0,69.1,0
187.7,168,scifi,1.5,67.2,1
126.0,78,horror,5.2,46.9,0
143.0,80,comedy,19.6,99.4,0
282.3,129,drama,35.1,69.7,1
229.7,152,horror,76.2,42.2,1
12.8,125,comedy,0.1,36.4,0
1.7,96,comedy,100.0,60.8,0
25.9,172,comedy,74.5,87.1,0
152.6,168,comedy,38.5,87.6,1
30.7,162,horror,87.7,63.1,0
224.3,109,action,37.7,87.2,1
233.0,125,action,84.6,16.5,1
97.9,144,drama,31.6,87.3,0
170.8,159,drama,61.8,66.8,1
39.1,119,drama,34.1,33.0,0
134.0,162,drama,77.2,9.1,0
57.1,97,action,0.9,2.0,0
180.8,88,comedy,78.7,39.8,1
133.7,99,comedy,3.2,31.6,0
201.4,105,action,85.6,44.9,1
38.9,143,action,79.7,39.0,0
49.3,171,drama,11.9,74.9,0
134.1,102,drama,13.2,86.6,1
14.4,107,action,52.4,37.6,0
94.0,161,scifi,92.8,22.7,1
200.4,101,scifi,1.8,36.5,1
10.6,95,horror,35.7,59.3,0
49.6,105,comedy,56.8,94.3,1
138.5,148,comedy,1.1,31.1,0
214.2,169,horror,77.1,24.7,1
181.1,145,comedy,17.7,93.6,0
41.0,151,horror,62.5,23.8,0
140.3,162,drama,5.7,15.4,0
131.6,154,action,25.1,81.4,1
191.3,110,scifi,21.5,25.0,0
87.9,144,horror,78.0,30.4,0
4.1,104,horror,51.8,76.0,0
219.7,166,comedy,82.0,12.3,1
5.6,163,horror,95.5,73.0,0
242.7,124,drama,55.0,63.9,1
285.9,89,drama,21.2,16.7,0
59.8,160,drama,62.0,88.6,0
108.6,119,drama,51.2,91.3,1
156.7,86,action,14.3,11.1,1
27.9,89,scifi,37.5,2.5,0
56.0,140,scifi,73.0,96.1,1
197.7,129,scifi,57.7,3.4,0
142.1,99,drama,95.6,75.1,1
269.7,144,scifi,61.5,44.5,1
127.9,142,action,14.9,69.8,0
203.7,149,comedy,76.7,95.2,1
215.8,171,drama,30.8,80.9,1
57.0,85,scifi,85.1,91.3,1
86.9,147,horror,71.8,33.7,0
136.5,174,scifi,67.7,8.1,1
40.2,96,comedy,56.7,28.0,0
61.9,123,scifi,64.6,41.5,0
141.8,141,drama,51.0,77.0,1
82.2,75,comedy,23.6,40.3,0
269.5,82,drama,20.4,52.6,0
145.9,175,scifi,98.5,79.8,1
206.9,88,scifi,97.2,79.6,1
111.5,114,scifi,27.9,22.0,1
132.2,127,horror,50.5,10.0,0
149.3,114,comedy,65.3,42.9,0
269.0,151,horror,60.7,56.1,1
119.8,114,action,80.7,99.0,1
42.2,162,scifi,87.5,20.6,0
234.0,140,action,86.7,29.2,1
277.2,116,action,25.0,44.0,0
99.9,168,action,35.0,32.5,0
91.8,166,horror,48.5,5.9,0
248.8,132,comedy,55.6,23.0,1
271.6,99,scifi,80.3,22.2,1
295.0,119,scifi,82.8,49.5,1
51.4,121,action,67.0,2.1,0
57.9,164,drama,27.6,41.5,0
132.0,103,drama,74.7,69.7,1
278.0,148,drama,32.5,94.9,1
84.4,123,scifi,15.4,30.9,0
282.5,85,horror,95.7,32.1,1
238.2,117,comedy,89.1,39.0,1
125.1,144,drama,56.2,36.3,1
196.0,177,comedy,6.3,29.4,0
243.9,176,comedy,37.0,80.1,1
275.7,79,horror,23.0,33.6,0
87.2,78,comedy,7.0,96.0,0
234.9,114,scifi,71.6,38.2,1
142.5,107,comedy,55.6,8.9,0
134.3,105,action,15.9,25.9,0
133.6,94,horror,43.0,38.4,0
246.3,169,action,37.7,71.0,1
143.0,169,action,90.8,2.0,1
118.6,155,comedy,25.4,93.2,0
181.7,127,action,61.3,36.0,1
80.7,171,drama,51.8,94.2,0
84.8,160,drama,14.3,98.8,0
266.0,179,scifi,36.4,26.8,1
19.5,129,horror,94.0,46.1,0
166.4,122,scifi,10.5,59.3,1
193.1,137,horror,45.5,7.4,1
185.3,137,drama,12.6,27.0,0
66.9,88,action,51.1,69.1,0
291.4,156,action,7.8,91.2,1
235.4,100,action,60.8,96.6,1
243.2,153,drama,3.4,3.3,0
116.8,118,action,12.7,27.4,0
234.6,111,action,4.0,68.2,0
29.6,162,drama,93.6,29.0,0
225.5,129,action,92.1,97.5,1
127.6,108,drama,28.6,78.5,1
297.3,166,drama,79.2,63.4,1
198.6,145,horror,53.4,88.1,1
39.2,164,action,12.7,80.3,0
163.4,177,comedy,54.3,20.3,1
173.5,120,action,93.9,80.6,1
215.3,117,comedy,24.1,57.5,0
294.7,151,drama,97.3,19.1,1
241.0,150,comedy,3.9,97.4,1
97.1,126,drama,33.9,94.6,0
38.9,141,scifi,23.2,78.5,0
117.8,97,scifi,93.2,66.0,1
234.6,142,comedy,20.2,96.1,1
96.5,156,horror,14.4,3.3,0
179.4,129,horror,34.5,40.8,0
119.9,176,drama,5.0,19.9,0
160.6,96,scifi,89.8,18.7,0
11.3,108,drama,14.4,95.4,0
116.0,145,action,75.4,74.7,1
276.9,84,comedy,66.9,93.5,1
135.5,151,scifi,38.8,73.2,1
229.0,137,comedy,44.5,93.0,1
186.2,78,action,49.5,42.2,1
28.7,84,action,81.3,91.0,0
26.9,163,drama,69.2,0.1,0
92.4,113,action,33.1,76.1,1
298.5,168,comedy,48.1,14.9,1
131.9,75,action,48.6,10.8,0
174.5,139,action,90.4,77.0,1
105.5,137,scifi,12.0,55.7,0
139.8,148,action,98.2,25.8,1
6.2,120,action,63.4,72.0,1
162.0,167,action,73.0,47.7,1
209.2,169,scifi,24.1,52.8,0
42.6,164,drama,94.3,55.4,0
276.0,163,action,87.8,26.9,1
259.9,144,action,69.6,99.9,1
254.2,129,drama,25.4,66.2,1
187.7,127,scifi,47.3,31.3,0
214.4,79,action,76.6,78.0,0
89.6,127,action,65.3,5.0,0
286.3,143,drama,53.3,89.6,1
161.5,170,action,13.3,21.8,0
155.4,96,action,52.6,63.2,1
205.2,172,comedy,55.5,75.5,0
297.4,113,horror,30.9,37.2,1
46.2,152,action,49.2,14.5,0
232.0,174,comedy,91.2,35.9,1
37.2,138,horror,20.7,78.2,0
205.8,99,drama,12.5,10.9,0
222.8,172,action,38.7,65.0,1
242.1,117,drama,20.9,38.7,0
128.7,165,scifi,48.9,27.3,0
291.4,153,horror,75.2,44.8,1
110.8,101,drama,45.7,15.9,0
263.8,110,comedy,31.6,96.9,1
33.0,162,horror,86.3,13.2,0
88.3,110,action,80.4,91.6,1
128.1,111,horror,42.0,19.1,0
90.7,106,comedy,41.5,75.9,1
60.8,168,horror,19.6,25.3,0
211.6,93,scifi,90.6,68.4,1
184.9,81,comedy,83.2,44.6,0
56.2,77,scifi,91.4,84.4,1
150.5,83,scifi,51.4,99.8,1
221.1,147,scifi,60.3,95.1,1
232.2,173,action,12.4,74.9,0
232.4,147,action,24.9,73.6,1
96.6,145,scifi,73.3,64.6,0
221.8,171,action,70.1,2.6,1
242.4,133,comedy,55.8,80.7,1
169.4,176,action,20.0,47.0,1
213.2,156,drama,98.8,72.3,1
198.9,138,scifi,45.3,4.7,1
62.0,162,drama,58.0,8.2,0
233.3,123,scifi,63.8,20.0,1
135.2,157,drama,41.3,72.5,0
230.4,176,action,99.5,82.7,1
293.9,158,drama,56.1,85.5,1
116.9,112,comedy,61.7,58.2,1
128.2,155,scifi,16.9,26.4,0
226.0,178,scifi,83.6,16.2,1
198.2,94,horror,88.4,69.0,0
50.5,133,action,43.5,10.4,0
249.3,114,comedy,85.7,9.1,0
182.1,80,scifi,56.9,54.8,1
176.1,177,horror,67.7,15.3,1
46.6,80,horror,37.2,94.5,0
252.5,132,action,7.6,2.8,0
248.4,85,comedy,45.4,51.5,1
79.7,169,drama,7.0,30.5,0
196.7,84,scifi,23.4,20.6,0
197.5,153,drama,16.9,21.0,0
214.2,124,scifi,8.6,95.7,1
171.5,115,action,11.8,30.0,1
101.5,113,drama,94.1,84.1,1
21.3,88,comedy,87.1,76.5,0
223.0,163,action,97.7,12.2,1
239.9,133,drama,71.8,19.1,0
148.8,108,horror,87.0,90.9,1
272.1,150,drama,79.2,61.4,1
37.8,122,drama,21.0,83.0,0
74.3,130,drama,68.1,51.9,0
285.4,177,action,35.8,1.8,0
132.3,156,comedy,5.5,78.1,0
298.9,127,comedy,36.8,21.0,1
2.7,120,action,48.6,38.3,1
113.2,114,horror,18.3,19.2,1
249.3,166,action,9.5,75.0,0
132.5,89,drama,48.6,60.2,1
282.0,112,scifi,34.5,94.2,1
197.3,83,drama,40.1,38.4,1
63.0,80,action,22.5,90.5,0
272.1,158,scifi,42.8,93.0,1
13.2,134,horror,15.3,75.2,0
70.9,155,horror,55.3,27.9,0
129.5,120,drama,98.8,34.5,0
289.4,154,comedy,51.3,44.0,1
128.7,140,comedy,24.3,30.9,0
157.5,95,action,8.1,72.2,1
59.4,174,comedy,54.3,89.3,0
59.6,108,drama,11.1,20.1,0
283.5,160,action,90.2,99.0,1
13.6,168,comedy,3.9,31.6,0
233.9,154,comedy,51.2,48.0,1
187.7,126,scifi,39.8,47.9,1
120.4,114,comedy,56.5,9.0,1
202.2,157,drama,98.3,44.7,1
161.6,179,action,18.6,89.9,1
161.5,177,action,1.1,13.4,0
257.3,86,comedy,90.4,23.9,1
96.4,158,scifi,69.0,65.5,1
196.3,118,drama,27.7,26.2,0
295.5,166,comedy,0.6,38.2,1
190.5,131,scifi,91.2,88.9,1
265.7,175,horror,16.7,10.1,0
159.6,132,comedy,81.1,9.1,1
172.8,159,horror,97.3,94.3,1
109.3,75,comedy,43.0,91.6,0
182.6,134,drama,32.4,17.0,0
14.9,115,comedy,5.9,54.1,0
227.4,101,scifi,25.4,44.3,1
177.8,131,horror,42.0,47.0,0
72.5,121,comedy,72.6,100.0,1
73.3,150,horror,51.1,64.4,0
246.6,132,horror,11.5,22.4,1
227.0,168,comedy,53.6,51.7,0
205.9,138,drama,5.1,93.3,0
194.9,165,comedy,77.5,46.8,1
29.5,95,drama,51.4,61.1,0
104.4,134,horror,0.4,62.7,0
47.9,130,scifi,36.1,29.0,0
250.6,95,comedy,24.0,61.4,1
153.2,131,horror,70.6,43.6,1
170.4,124,action,69.7,36.2,1
231.1,131,drama,42.7,98.1,1
177.5,164,action,65.4,89.2,1
48.2,168,comedy,13.1,51.2,0
179.7,91,comedy,87.8,49.9,1
186.2,129,drama,59.0,86.2,1
141.2,93,action,49.9,9.4,0
288.9,90,action,85.8,4.6,1
173.2,108,scifi,97.4,36.5,1
260.1,179,scifi,60.5,37.0,1
287.5,105,drama,23.1,19.8,1
9.6,126,scifi,82.0,63.7,0
147.4,158,horror,8.4,24.6,0
54.8,77,comedy,32.1,8.5,0
91.9,154,comedy,20.1,55.2,0
197.3,169,action,15.8,31.0,0
62.2,117,action,31.5,19.1,0
145.4,148,action,6.6,27.4,1
144.5,172,comedy,21.5,55.9,0
50.8,104,drama,82.4,98.8,1
86.5,149,action,20.7,28.3,0
89.6,179,drama,8.2,91.2,1
204.9,128,action,32.4,35.6,1
243.5,136,scifi,87.1,28.6,1
66.2,135,drama,13.3,2.9,0
165.8,87,drama,30.2,60.1,1
139.0,142,horror,8.6,43.6,0
96.7,129,comedy,87.0,37.6,1
85.8,141,horror,97.2,92.2,1
279.1,155,comedy,84.6,26.5,1
97.9,118,comedy,77.5,90.9,0
68.0,171,comedy,2.9,26.3,0
242.6,147,horror,93.4,44.4,1
5.9,137,comedy,27.8,2.0,0
207.0,119,horror,18.5,92.9,0
7.8,160,action,61.2,32.8,0
270.5,144,comedy,54.8,11.5,1
27.2,146,action,9.7,96.2,0
255.0,166,horror,64.4,89.8,1
