athlete_id,sport,age,training_hours_per_week,resting_heart_rate,vo2_max,performance_score
621,sprint,25,21.0,84,46.9,35.4
622,sprint,23,6.3,87,43.6,51.1
623,sprint,29,20.4,57,35.7,63.6
624,weightlifting,22,25.5,62,45.2,44.0
625,cycling,30,24.9,46,27.2,60.8
626,cycling,21,19.4,70,43.0,69.3
627,cycling,19,15.8,62,34.7,49.6
628,swimming,25,14.1,70,34.6,49.3
629,cycling,31,13.5,72,41.6,53.7
630,sprint,32,25.2,68,41.8,68.9
631,weightlifting,29,26.2,73,49.3,51.4
632,weightlifting,33,14.5,76,35.9,50.9
633,weightlifting,34,19.1,47,45.0,49.6
634,sprint,27,8.2,69,41.9,58.8
635,cycling,36,11.1,72,38.2,51.9
636,sprint,29,5.5,82,38.0,58.9
637,weightlifting,24,10.3,71,41.2,53.1
638,swimming,21,25.2,63,45.4,59.6
639,swimming,24,25.2,60,43.9,60.7
640,swimming,18,27.1,70,41.6,56.6
641,cycling,17,5.4,61,45.9,76.2
642,cycling,16,17.1,80,45.0,52.7
643,swimming,23,14.1,57,49.9,71.4
644,sprint,34,25.7,76,44.9,78.3
645,swimming,31,20.2,83,37.7,49.0
646,cycling,29,15.7,75,34.2,54.2
647,weightlifting,22,26.1,86,41.4,48.3
648,sprint,16,18.2,61,37.3,73.9
649,weightlifting,16,28.2,72,37.1,28.5
650,cycling,23,16.4,87,40.2,55.9
651,swimming,26,21.3,47,38.6,56.1
652,cycling,32,13.7,69,36.4,59.8
653,sprint,29,21.0,56,48.0,47.6
654,cycling,19,10.2,74,49.7,43.3
655,cycling,32,24.1,57,49.3,55.1
656,swimming,18,18.3,66,51.9,67.4
657,sprint,29,19.2,46,49.9,60.7
658,cycling,16,15.2,46,41.2,44.0
659,swimming,22,22.7,69,34.2,53.1
660,cycling,27,23.8,68,44.1,44.5
661,sprint,36,7.0,45,38.3,57.0
662,sprint,18,8.0,87,46.9,49.5
663,weightlifting,33,20.0,55,40.0,34.2
664,cycling,25,16.0,76,44.1,38.9
665,cycling,23,13.2,46,42.8,38.9
666,swimming,32,12.3,65,33.2,58.8
667,cycling,35,18.4,45,40.0,50.8
668,swimming,21,20.8,79,43.6,48.7
669,sprint,19,15.7,62,40.8,51.9
670,cycling,29,18.7,50,43.6,46.5
671,weightlifting,18,8.9,66,43.7,40.0
672,cycling,32,8.8,83,29.7,48.1
673,swimming,30,17.0,67,34.0,46.1
674,cycling,20,27.7,55,42.7,44.6
675,weightlifting,32,28.4,55,47.1,46.0
676,cycling,21,26.7,78,38.5,39.3
677,sprint,37,24.0,88,38.7,68.0
678,swimming,28,6.1,69,36.9,42.3
679,sprint,35,29.1,78,37.8,42.5
680,sprint,23,13.8,76,46.7,63.3
681,swimming,25,7.8,51,34.7,59.8
682,swimming,35,23.9,78,37.2,72.4
683,sprint,22,5.0,89,41.4,58.7
684,sprint,18,5.2,83,47.1,55.4
685,sprint,26,16.1,49,48.9,57.4
686,weightlifting,37,29.8,89,43.3,49.2
687,sprint,23,13.1,76,38.7,56.2
688,sprint,28,11.3,45,51.6,60.3
689,sprint,37,7.2,56,50.6,69.5
690,sprint,28,5.2,49,45.4,42.2
691,swimming,35,28.9,47,41.1,47.9
692,cycling,24,24.2,72,45.3,45.6
693,swimming,29,19.5,48,46.6,52.6
694,sprint,27,8.4,48,42.3,47.3
695,sprint,22,16.6,72,49.1,65.3
696,cycling,28,16.5,53,54.1,49.6
697,swimming,22,28.5,53,41.6,86.8
698,cycling,37,20.9,62,40.7,71.7
699,swimming,23,8.5,74,44.6,45.6
700,sprint,33,23.6,79,34.5,70.5
701,weightlifting,29,25.4,82,41.0,50.9
702,sprint,30,10.7,86,39.7,65.1
703,cycling,21,12.5,50,35.4,43.8
704,swimming,25,13.0,82,28.7,48.4
705,sprint,27,17.6,50,37.3,54.3
706,weightlifting,30,9.1,89,43.5,50.9
707,sprint,29,15.6,57,49.9,66.0
708,weightlifting,33,21.3,55,41.5,65.8
709,sprint,20,9.4,52,34.5,51.6
710,weightlifting,35,24.3,49,39.9,29.2
711,sprint,20,13.2,75,34.0,54.8
712,cycling,16,19.7,54,44.5,41.5
713,weightlifting,19,27.8,80,39.2,57.9
714,swimming,28,17.1,61,41.8,44.9
715,weightlifting,31,19.6,62,43.6,41.5
716,weightlifting,36,12.5,83,33.8,47.0
717,swimming,33,11.6,61,42.4,55.5
718,weightlifting,33,7.4,77,40.9,38.2
719,swimming,20,8.3,63,43.8,43.5
720,sprint,37,23.0,53,39.5,56.6
721,sprint,36,23.7,86,39.2,48.6
722,swimming,33,13.7,68,32.6,61.2
723,cycling,26,7.6,69,40.7,63.3
724,sprint,37,10.0,82,36.4,68.9
725,swimming,35,23.6,89,39.5,51.2
726,cycling,27,23.7,66,38.6,47.4
727,weightlifting,36,19.1,70,32.4,42.6
728,swimming,26,15.9,59,35.9,52.5
729,sprint,17,10.2,69,42.8,62.1
730,weightlifting,30,14.8,55,49.2,31.7
731,swimming,22,5.5,65,39.3,53.2
732,sprint,32,26.3,65,33.4,46.2
733,swimming,21,14.4,75,47.3,63.4
734,sprint,21,27.7,73,54.3,65.8
735,cycling,36,29.8,87,34.3,61.6
736,sprint,37,9.5,83,55.4,75.8
737,swimming,18,11.5,72,29.1,78.5
738,sprint,29,8.1,78,37.2,69.3
739,sprint,18,21.6,75,47.7,62.7
740,swimming,21,21.3,84,49.5,60.5
741,weightlifting,28,8.3,67,41.5,38.4
742,swimming,27,28.8,87,44.6,57.5
743,cycling,17,17.0,62,30.0,57.6
744,weightlifting,25,14.5,72,54.2,36.7
745,cycling,31,16.8,54,42.0,45.4
746,sprint,22,12.1,45,39.3,60.2
747,cycling,35,7.0,64,42.1,37.5
748,sprint,25,18.7,59,49.7,66.2
749,cycling,18,18.4,79,27.0,48.3
750,swimming,28,29.5,74,41.9,49.7
751,swimming,24,11.9,71,47.3,51.1
752,sprint,35,6.0,72,41.8,58.3
753,weightlifting,31,9.0,57,33.6,73.3
754,sprint,24,15.6,51,49.8,67.5
755,swimming,29,8.5,72,48.9,51.5
756,sprint,21,9.1,47,32.2,59.9
757,sprint,29,21.6,65,49.2,54.1
758,weightlifting,21,17.0,81,46.1,54.1
759,weightlifting,25,20.7,83,28.4,37.4
760,sprint,17,7.6,66,38.8,58.8
761,swimming,20,7.6,88,35.5,47.1
762,weightlifting,32,11.2,77,40.5,49.8
763,cycling,33,11.6,83,47.3,48.1
764,sprint,25,6.9,62,48.0,55.5
765,cycling,29,18.8,45,23.1,60.7
766,cycling,16,6.4,76,26.7,59.5
767,cycling,20,24.7,87,38.0,57.5
768,swimming,20,14.3,79,36.7,36.7
769,swimming,20,23.4,76,35.6,59.7
770,swimming,23,11.6,77,34.4,58.9
771,swimming,33,21.2,81,44.1,66.5
772,cycling,23,21.4,48,39.5,52.3
773,swimming,16,5.0,78,43.0,48.1
774,sprint,29,15.3,47,52.8,57.2
775,weightlifting,34,7.2,68,44.7,48.9
776,swimming,20,24.5,68,46.5,63.9
777,weightlifting,25,21.9,49,49.1,37.4
778,weightlifting,32,5.6,86,41.5,30.7
779,weightlifting,18,14.6,73,32.3,36.7
780,cycling,35,12.4,48,45.3,48.0
781,weightlifting,24,20.3,56,44.8,55.3
782,weightlifting,33,6.3,57,27.2,22.8
783,weightlifting,23,28.5,77,39.3,62.0
784,swimming,22,18.7,87,36.9,58.1
785,sprint,32,11.6,53,40.5,54.4
786,weightlifting,21,12.3,69,39.6,52.3
787,swimming,32,21.9,45,27.8,47.5
788,weightlifting,20,17.1,79,41.7,42.7
789,swimming,29,9.9,55,36.1,37.2
790,cycling,21,5.1,85,44.9,42.3
791,swimming,35,14.4,46,38.1,87.2
792,sprint,28,17.1,49,51.9,59.5
793,swimming,35,12.7,83,38.4,50.4
794,cycling,36,27.4,46,39.3,52.2
795,sprint,19,20.5,72,39.8,61.2
796,sprint,30,18.2,51,47.3,59.3
797,sprint,19,26.7,78,44.3,68.6
798,weightlifting,36,6.8,49,32.8,40.4
799,cycling,16,23.0,62,43.2,46.1
800,weightlifting,31,22.3,74,31.5,52.3
801,sprint,32,9.4,84,51.3,55.4
802,sprint,24,27.9,65,37.4,51.4
803,sprint,30,10.3,59,29.2,59.6
804,sprint,23,24.7,68,44.1,70.6
805,swimming,27,8.4,46,34.8,46.9
806,sprint,18,23.3,64,42.0,44.9
807,weightlifting,26,17.1,58,44.1,54.5
808,swimming,30,22.4,68,38.9,63.9
809,sprint,29,19.6,45,46.9,66.3
810,sprint,25,12.1,85,42.0,71.7
811,weightlifting,34,14.1,54,37.8,43.9
812,swimming,27,7.6,70,40.7,67.8
813,swimming,19,16.6,64,44.5,71.2
814,cycling,19,11.5,63,44.7,63.9
815,swimming,16,19.4,79,41.0,43.4
816,cycling,32,8.7,59,42.8,46.7
817,swimming,33,6.8,68,47.7,63.4
818,swimming,36,22.1,71,44.1,70.9
819,sprint,21,28.2,86,45.0,66.2
820,weightlifting,31,7.9,81,46.0,51.4
821,sprint,35,24.8,83,33.7,74.2
822,swimming,33,18.6,74,43.1,48.9
823,swimming,34,27.9,59,28.9,36.1
824,swimming,26,10.0,46,31.4,41.9
825,cycling,32,6.1,75,48.0,57.3
826,sprint,21,10.9,73,39.4,50.6
827,sprint,21,5.8,86,34.6,74.1
828,sprint,26,27.7,63,37.0,52.3
829,sprint,20,12.8,62,39.7,70.9
830,weightlifting,16,5.1,63,39.2,58.7
831,sprint,33,13.5,64,43.9,59.8
832,swimming,18,28.8,49,54.2,55.8
833,sprint,34,22.4,49,44.8,55.7
834,swimming,20,26.8,70,43.1,57.3
835,swimming,30,8.8,52,42.2,64.4
836,sprint,36,17.8,79,38.7,50.9
837,swimming,18,11.8,84,39.9,36.9
838,swimming,34,17.6,60,36.1,45.3
839,weightlifting,33,5.1,66,42.4,44.4
840,weightlifting,22,8.8,59,41.3,37.9
841,sprint,29,24.3,58,32.7,57.3
842,sprint,31,18.1,83,38.8,64.5
843,swimming,16,21.7,48,42.2,68.9
844,cycling,16,14.3,47,40.2,60.9
845,sprint,32,22.1,79,30.7,81.4
846,cycling,34,22.4,50,49.8,61.3
847,sprint,36,8.2,64,49.2,56.7
848,weightlifting,35,11.3,73,41.8,50.5
849,sprint,25,8.6,83,53.5,63.5
850,cycling,19,11.7,74,45.6,26.6
851,sprint,16,16.6,65,48.2,44.3
852,swimming,27,10.1,53,36.4,42.6
853,swimming,23,6.8,88,41.0,50.1
854,swimming,36,29.4,46,53.4,52.7
855,sprint,33,21.7,54,35.6,36.8
856,sprint,24,6.1,58,33.2,60.4
857,weightlifting,30,8.9,47,49.1,49.5
858,weightlifting,24,27.9,60,47.4,46.2
859,cycling,27,8.8,59,30.9,56.2
860,cycling,29,29.2,74,47.6,41.0
861,sprint,29,11.2,54,34.3,66.7
862,sprint,27,27.7,73,45.4,71.2
863,swimming,31,6.4,54,41.0,59.7
864,cycling,30,23.7,53,39.6,48.6
865,weightlifting,21,21.5,65,41.8,58.9
866,cycling,25,8.4,48,35.4,54.2
867,sprint,36,22.8,76,53.1,42.9
868,weightlifting,32,13.1,48,50.6,49.0
869,weightlifting,24,26.0,81,49.5,55.1
870,weightlifting,28,9.6,69,34.1,46.5
871,swimming,29,21.3,58,52.3,45.4
872,swimming,18,28.6,66,35.1,44.0
873,weightlifting,25,28.3,57,46.6,39.1
874,weightlifting,16,28.7,62,43.1,60.0
875,cycling,30,29.5,86,44.6,54.3
876,cycling,31,11.3,64,46.7,45.9
877,cycling,31,18.9,85,43.6,46.4
878,swimming,25,18.1,74,39.8,60.5
879,weightlifting,31,15.5,87,43.1,67.3
880,sprint,36,8.2,70,30.9,49.4
881,swimming,23,22.2,58,48.0,66.1
882,sprint,30,21.7,51,29.8,54.7
883,cycling,30,25.3,78,38.5,66.6
884,swimming,20,23.0,68,41.3,55.2
885,weightlifting,17,6.0,70,35.4,46.8
886,weightlifting,37,7.0,84,47.5,46.6
887,sprint,21,17.9,62,32.9,67.0
888,swimming,17,21.7,58,45.0,67.3
889,sprint,36,22.4,53,35.4,53.6
890,swimming,31,7.8,49,41.6,42.8
891,cycling,36,23.0,74,40.8,55.6
892,cycling,33,22.7,45,42.0,47.6
893,cycling,22,11.5,81,40.2,48.3
894,weightlifting,35,9.1,48,37.7,64.7
895,cycling,37,24.6,87,41.6,51.7
896,swimming,20,13.3,77,35.3,57.4
897,sprint,34,6.3,71,35.3,66.3
898,swimming,24,7.9,76,37.9,58.9
899,sprint,30,8.9,59,47.9,66.0
900,weightlifting,23,12.8,60,38.7,44.1
901,weightlifting,34,9.9,62,35.3,62.4
902,sprint,24,8.6,53,45.1,75.7
903,sprint,20,29.8,63,43.8,47.2
904,swimming,20,24.9,79,37.6,45.6
905,sprint,29,9.8,85,45.6,70.5
906,cycling,37,22.1,58,29.3,38.9
907,weightlifting,20,25.6,76,45.4,39.8
908,cycling,19,28.1,71,36.7,58.0
909,swimming,37,6.8,48,49.2,51.6
910,weightlifting,32,19.9,81,34.0,44.4
911,swimming,34,9.4,84,45.4,55.0
912,cycling,32,6.2,88,43.7,62.6
913,swimming,27,20.1,53,34.3,51.7
914,cycling,26,27.5,69,40.4,52.0
915,swimming,24,26.0,58,37.9,50.1
916,sprint,24,22.5,80,43.2,63.4
917,cycling,17,18.3,89,44.4,41.7
918,cycling,36,15.0,78,36.4,43.8
919,cycling,36,12.3,55,34.6,46.8
920,swimming,22,28.6,51,54.4,43.7
921,cycling,35,27.5,72,26.4,55.1
922,sprint,32,24.0,69,51.7,56.4
923,sprint,32,28.0,84,45.2,58.9
924,sprint,24,23.7,60,43.5,69.2
925,swimming,23,19.5,85,33.0,67.4
926,swimming,18,29.7,63,49.0,55.1
927,sprint,28,12.5,89,42.2,53.6
928,weightlifting,26,11.2,68,37.7,43.4
929,sprint,23,28.9,83,40.4,61.0
930,sprint,29,6.5,61,45.0,68.4
931,swimming,29,12.8,67,41.5,50.4
932,swimming,24,15.3,49,42.1,76.1
933,weightlifting,27,14.1,84,42.5,49.1
934,sprint,19,28.5,51,44.7,56.7
935,swimming,30,28.2,52,37.8,64.7
936,swimming,16,16.4,56,38.6,59.0
937,sprint,21,25.4,61,42.7,60.7
938,sprint,33,5.5,62,31.6,52.1
939,cycling,28,6.0,48,38.3,37.2
940,weightlifting,35,5.8,76,38.0,47.8
941,weightlifting,16,10.7,48,45.8,64.5
942,cycling,22,20.7,48,37.0,38.4
943,sprint,19,16.8,55,37.5,59.1
944,cycling,32,15.9,62,47.8,51.9
945,sprint,26,8.1,78,34.4,54.3
946,sprint,28,6.7,69,53.1,64.6
947,cycling,18,12.7,47,37.2,47.3
948,weightlifting,28,15.9,57,44.6,24.8
949,cycling,20,15.5,64,38.5,49.3
950,weightlifting,36,10.8,75,48.7,62.6
951,weightlifting,33,8.2,84,34.6,38.3
952,sprint,23,25.0,48,42.3,63.6
953,swimming,19,18.1,67,45.0,49.1
954,sprint,35,9.3,72,31.6,52.2
955,swimming,21,19.9,67,49.8,59.1
956,cycling,24,29.7,85,38.4,56.1
957,sprint,36,11.7,83,38.9,49.3
958,weightlifting,24,7.6,86,44.4,48.0
959,weightlifting,32,5.5,68,38.2,50.2
960,sprint,27,19.7,72,38.4,50.1
961,cycling,17,27.6,75,47.5,53.4
962,cycling,22,27.3,70,37.2,54.7
963,swimming,30,8.0,67,31.1,50.6
964,swimming,19,25.8,84,50.0,53.0
965,cycling,21,21.1,56,37.6,48.6
966,weightlifting,32,21.8,56,37.4,36.3
967,cycling,34,18.4,49,42.2,33.7
968,swimming,20,25.5,74,42.6,56.0
969,cycling,30,8.8,59,42.3,42.3
970,swimming,27,25.2,52,38.5,48.2
971,cycling,34,15.0,56,40.8,51.1
972,swimming,17,6.7,75,47.4,57.3
973,cycling,25,13.5,46,36.3,37.5
974,cycling,18,21.7,65,26.0,51.9
975,sprint,36,17.3,79,42.8,70.0
976,cycling,16,26.4,67,32.4,63.4
977,cycling,24,6.9,76,41.9,57.2
978,sprint,33,27.4,56,47.8,54.0
979,cycling,36,5.8,71,48.2,53.0
980,swimming,37,27.5,73,43.5,63.0
981,cycling,36,19.0,51,44.0,48.8
982,weightlifting,24,19.4,54,29.1,21.7
983,swimming,20,29.7,55,51.3,54.9
984,cycling,25,20.1,68,35.2,47.0
985,sprint,35,6.0,51,48.4,63.0
986,sprint,22,17.4,66,40.6,63.0
987,sprint,35,29.3,61,37.1,74.7
988,swimming,33,15.4,49,30.1,62.4
989,cycling,22,20.3,60,39.8,65.9
990,cycling,33,20.4,57,38.9,34.8
991,sprint,28,26.3,60,46.4,49.0
992,weightlifting,36,5.5,57,43.1,38.1
993,swimming,28,29.6,69,42.4,57.5
994,cycling,28,15.9,61,38.5,44.2
995,weightlifting,16,16.4,61,44.6,47.1
996,sprint,32,15.8,70,43.3,59.0
997,sprint,25,14.1,87,45.8,62.1
998,cycling,20,23.2,86,37.5,35.6
999,cycling,26,27.8,70,36.5,49.1
1000,swimming,30,21.0,89,49.0,54.6
