movie_id,genre,language,runtime_min,critic_score,audience_score,release_year,num_awards,recommend
543,thriller,spanish,167,100.0,96.3,2003,1,1
544,animation,hindi,121,63.6,74.4,2017,0,1
545,thriller,hindi,125,46.4,55.4,2020,3,0
546,animation,spanish,157,61.5,59.2,2010,0,0
547,action,korean,142,66.1,41.7,2007,3,1
548,action,english,173,71.9,49.3,2008,2,1
549,sci-fi,french,170,56.3,67.6,2017,1,1
550,drama,french,104,70.1,68.6,2015,1,1
551,action,korean,123,95.6,70.2,1999,1,1
552,comedy,english,102,63.6,62.7,2013,2,0
553,sci-fi,french,92,73.0,85.9,1999,0,0
554,thriller,spanish,123,48.2,69.0,2011,1,0
555,drama,french,112,52.9,56.2,2000,2,1
556,animation,english,137,34.9,69.2,2021,2,0
557,animation,spanish,173,62.3,73.4,2009,0,1
558,comedy,hindi,89,63.4,51.3,1997,0,1
559,sci-fi,korean,140,33.2,67.6,2001,4,0
560,comedy,korean,105,61.4,71.0,2022,2,1
561,action,spanish,116,60.8,79.5,2002,1,1
562,sci-fi,french,129,70.4,41.4,2012,0,1
563,action,english,129,46.0,44.3,1998,1,0
564,drama,english,107,68.4,66.3,2009,1,1
565,action,english,120,39.5,45.0,2006,0,0
566,drama,french,144,34.5,85.3,2002,2,1
567,comedy,korean,129,74.7,38.7,2011,2,0
568,comedy,spanish,95,54.8,88.6,2021,0,1
569,comedy,korean,114,92.1,60.4,2003,2,1
570,horror,korean,95,65.2,73.2,1996,2,1
571,comedy,english,166,86.9,45.0,2022,1,1
572,thriller,french,120,44.0,86.5,2007,1,1
573,drama,hindi,135,30.0,90.7,2002,0,1
574,action,spanish,144,92.3,65.9,2006,0,1
575,thriller,spanish,118,64.4,74.9,2016,2,1
576,action,korean,86,61.9,61.3,2017,2,1
577,sci-fi,spanish,92,96.2,67.7,1995,0,0
578,action,hindi,137,42.2,71.2,2014,3,1
579,horror,english,175,68.0,68.6,2003,1,1
580,animation,spanish,80,64.4,48.6,2006,1,0
581,comedy,hindi,106,57.1,84.1,2000,0,1
582,horror,korean,114,42.6,73.1,2004,4,1
583,romance,hindi,160,61.1,63.9,1997,0,1
584,comedy,english,122,58.0,36.7,2000,1,0
585,thriller,spanish,124,65.4,62.5,2021,2,0
586,comedy,french,84,50.1,80.5,2006,2,1
587,drama,english,127,33.1,100.0,2006,0,0
588,horror,french,137,39.4,34.3,2000,0,0
589,animation,spanish,179,72.1,88.3,2009,0,1
590,thriller,spanish,84,85.0,74.6,2012,1,1
591,comedy,english,82,25.3,50.0,2014,2,0
592,action,korean,116,57.4,67.8,2021,2,1
593,animation,french,149,69.0,34.4,2006,1,1
594,comedy,english,109,52.9,74.3,2017,2,0
595,animation,spanish,93,59.8,53.0,2006,1,0
596,thriller,hindi,114,39.2,91.2,1999,0,1
597,animation,french,147,70.5,66.7,2020,3,1
598,sci-fi,hindi,106,58.2,38.3,2011,1,1
599,animation,english,109,30.4,29.3,1999,2,0
600,animation,hindi,179,70.3,72.3,2019,2,1
