ram_gb,storage_gb,battery_mah,brand,camera_mp,price
12,512,5957,apple,64,67843.09
4,64,5159,xiaomi,12,18268.26
16,128,3585,samsung,64,29553.65
8,64,5519,samsung,108,27720.46
6,256,4270,samsung,64,24304.14
6,64,4193,apple,12,47601.09
6,256,3061,samsung,48,23251.59
12,128,4775,samsung,64,32565.21
8,64,4470,xiaomi,108,23183.57
8,64,5047,apple,108,55632.23
16,128,5385,apple,12,55203.76
16,64,4506,xiaomi,48,31072.21
4,512,5228,samsung,48,29437.85
6,128,5712,oneplus,64,28053.48
6,512,3959,apple,12,57183.89
16,512,5344,xiaomi,200,45950.31
16,64,5814,oneplus,108,39289.69
8,128,3730,samsung,200,31050.7
16,64,4277,samsung,64,31112.57
16,128,3059,xiaomi,64,29313.52
8,512,5849,oneplus,200,41037.28
8,512,5354,xiaomi,12,29371.52
4,128,4729,xiaomi,108,22754.85
6,128,5010,apple,108,52705.82
16,512,4021,samsung,48,39357.65
4,256,5437,xiaomi,108,26072.08
6,64,4280,samsung,200,29383.81
4,64,4356,oneplus,64,22668.67
6,128,5397,xiaomi,64,24917.5
8,512,4264,apple,12,58804.45
4,256,3258,xiaomi,200,30474.15
6,64,4012,oneplus,48,22393.89
16,512,4800,samsung,108,45601.01
16,64,4563,xiaomi,108,30267.14
4,128,5532,samsung,64,25385.48
16,512,3584,xiaomi,200,45393.72
12,512,5428,oneplus,64,38130.8
8,128,5053,xiaomi,48,22275.28
8,256,5210,oneplus,108,32642.0
16,512,4324,samsung,200,44742.06
16,64,4924,apple,64,56143.01
4,256,3529,oneplus,12,22113.61
6,128,3825,oneplus,12,23120.35
12,512,3736,samsung,12,33150.52
12,64,3980,samsung,64,28486.54
6,256,4995,samsung,12,24813.91
8,128,5788,oneplus,48,28111.08
8,512,3347,xiaomi,64,30903.2
16,128,5416,apple,12,58875.55
12,256,4064,samsung,48,29855.95
16,512,4516,samsung,200,48194.75
16,64,5462,xiaomi,12,28078.24
8,64,3608,xiaomi,64,20950.55
12,64,5592,oneplus,48,29307.93
8,64,5313,apple,64,54040.02
4,64,5435,samsung,12,21938.21
4,128,5997,xiaomi,48,22150.71
4,128,4788,samsung,108,25071.47
4,128,3232,xiaomi,108,21622.84
4,128,5447,xiaomi,200,29689.47
8,256,5497,xiaomi,64,28799.48
12,128,4230,samsung,12,28365.92
16,64,3588,oneplus,12,28136.57
16,128,4909,xiaomi,200,36013.07
8,256,3978,oneplus,200,34023.17
8,256,5389,oneplus,108,30257.51
6,64,5016,samsung,200,33509.82
8,512,3813,xiaomi,48,28759.86
6,64,3234,xiaomi,200,24946.25
16,256,5805,apple,64,65316.53
4,128,3759,samsung,12,21518.65
12,256,4582,xiaomi,108,31041.42
8,64,3777,apple,48,49603.36
16,64,5962,samsung,12,31919.35
4,128,3503,samsung,108,23651.75
16,64,5051,apple,64,59338.58
4,64,5747,samsung,12,19462.22
8,512,5929,xiaomi,48,32206.31
16,128,5004,samsung,12,30312.83
16,128,3335,samsung,48,29657.15
8,512,5773,oneplus,48,33507.98
12,64,5183,apple,200,63458.02
8,64,3714,xiaomi,12,18997.14
12,512,3769,xiaomi,12,31606.13
6,256,3103,apple,64,52485.39
8,64,5017,xiaomi,48,23230.87
6,512,3448,samsung,12,25775.58
16,256,5121,samsung,48,36499.76
16,512,5920,xiaomi,200,44314.42
4,256,4594,oneplus,48,24659.23
8,128,5942,samsung,64,27382.68
16,512,5072,xiaomi,108,41841.36
6,512,4266,xiaomi,48,25932.54
6,128,4897,oneplus,12,22732.12
8,512,3301,oneplus,48,32059.46
16,128,5110,xiaomi,12,26773.28
12,128,4421,apple,48,55637.85
8,64,5171,samsung,200,30782.15
4,64,4370,oneplus,48,21281.58
4,64,5197,xiaomi,200,27573.5
12,128,4788,oneplus,200,38345.73
16,128,5713,apple,108,66325.84
12,64,3968,oneplus,108,32813.11
8,512,5992,oneplus,12,32869.29
16,64,5554,xiaomi,12,29236.43
12,128,3793,xiaomi,200,31445.29
16,128,3624,samsung,48,30362.57
12,128,5686,samsung,64,33796.44
8,128,4086,samsung,64,27047.83
8,512,5213,samsung,108,38110.31
16,128,3105,xiaomi,12,30426.01
4,256,3194,apple,64,48952.47
6,128,5744,xiaomi,108,25963.11
6,256,5057,apple,64,53597.9
6,128,4996,oneplus,200,32897.47
6,128,5175,xiaomi,200,31322.16
12,512,5072,apple,108,67776.91
6,512,5522,samsung,12,29888.83
8,128,3602,xiaomi,200,29892.23
8,256,5562,xiaomi,64,28821.48
4,512,3939,xiaomi,200,33830.8
6,64,5197,oneplus,200,31321.78
8,64,3039,apple,12,45368.06
6,64,4587,xiaomi,48,21001.18
8,512,4406,xiaomi,12,29481.79
16,128,3067,xiaomi,48,26104.5
6,128,5252,samsung,108,27852.14
12,128,4710,xiaomi,108,29590.79
6,256,4441,xiaomi,12,21866.64
8,256,3662,oneplus,200,37677.47
16,512,3009,xiaomi,48,37770.87
8,512,3020,xiaomi,108,33523.19
12,128,3275,xiaomi,48,25819.77
8,64,4046,apple,64,54074.79
4,512,3156,samsung,200,35905.59
6,256,3557,xiaomi,108,24622.95
4,256,5992,xiaomi,64,28319.89
12,128,5883,samsung,12,30601.84
8,64,5563,oneplus,200,32898.64
12,64,5186,xiaomi,12,23580.67
16,128,4401,samsung,64,30458.37
12,512,5858,apple,200,73081.66
4,512,4547,oneplus,200,37762.57
6,128,5320,xiaomi,108,26421.94
12,64,3581,xiaomi,12,22556.58
6,256,4775,apple,108,58295.73
16,256,4776,samsung,108,38200.36
8,128,4190,xiaomi,12,20923.98
16,128,5687,samsung,200,40648.04
4,512,3532,samsung,64,29403.25
16,128,3108,samsung,12,26937.95
12,128,5152,apple,12,56120.27
16,512,5390,xiaomi,108,40423.75
4,256,5004,xiaomi,108,25457.62
12,128,5181,apple,64,59201.91
4,512,3708,oneplus,48,31634.47
12,256,4846,xiaomi,200,36662.8
16,128,5475,xiaomi,64,31978.36
6,512,3238,samsung,64,30052.83
8,512,5693,xiaomi,12,29571.23
16,128,3737,oneplus,200,41894.83
8,256,5116,xiaomi,200,32458.25
12,128,4126,apple,12,56545.14
4,256,4384,xiaomi,64,23906.84
16,256,5613,xiaomi,48,33483.03
8,256,4749,samsung,108,29009.27
12,64,5685,samsung,64,30307.0
6,128,5439,apple,48,54082.64
8,256,3115,xiaomi,108,25353.11
16,512,4511,samsung,48,39280.02
8,128,3287,samsung,200,32607.12
12,128,3774,apple,108,55722.34
16,256,5594,xiaomi,48,36283.66
6,256,3764,samsung,48,25079.86
4,256,4650,oneplus,108,29409.06
6,512,3373,xiaomi,64,26017.87
8,256,5523,xiaomi,48,24511.24
8,512,3299,oneplus,48,30489.32
12,256,3741,oneplus,64,32277.61
4,128,4776,samsung,64,23178.44
12,512,3842,oneplus,64,37232.16
6,128,4888,samsung,64,25859.04
8,64,3215,samsung,12,17732.59
4,256,4940,xiaomi,64,19680.28
12,256,4320,xiaomi,64,29407.68
12,512,5976,samsung,64,38918.81
8,128,4220,xiaomi,108,26112.96
16,256,5336,apple,48,63514.78
6,128,3721,apple,108,53724.55
4,512,4019,oneplus,12,27646.27
8,64,5541,xiaomi,12,21545.64
16,64,3115,samsung,12,28434.99
4,128,3224,xiaomi,12,17195.51
4,512,4574,xiaomi,12,24793.04
12,128,3164,xiaomi,200,33610.51
16,256,5034,samsung,108,37000.06
8,256,3499,apple,200,62803.24
8,512,4832,apple,64,61130.19
12,128,4320,apple,200,63155.96
6,512,4914,oneplus,12,30320.82
4,64,5049,xiaomi,48,20173.05
4,128,4159,xiaomi,48,20417.96
6,256,5238,samsung,200,35019.97
6,64,4299,samsung,12,23568.54
4,256,3913,apple,12,47068.3
8,256,3853,apple,200,61222.47
8,512,4494,xiaomi,64,29807.45
16,512,3842,samsung,200,47968.08
6,128,3490,xiaomi,108,22307.62
16,512,5327,xiaomi,64,39109.06
4,64,3448,xiaomi,108,16366.96
8,64,4347,apple,48,52032.92
6,64,3645,apple,48,49974.63
16,512,3607,samsung,48,39168.16
4,64,3249,samsung,200,26242.47
12,128,3326,xiaomi,108,26692.39
16,256,3911,apple,200,69340.7
16,64,3415,samsung,108,29586.06
8,256,5400,apple,12,58178.83
6,64,4174,samsung,108,24564.69
8,64,4891,samsung,12,21445.74
16,64,3576,oneplus,48,28577.39
6,256,3071,apple,200,57868.85
16,512,4515,oneplus,200,48372.01
12,256,5981,samsung,200,43280.18
8,512,3180,xiaomi,12,25573.47
12,512,3795,apple,108,67495.62
4,256,3262,samsung,48,25551.46
6,64,4160,apple,108,54542.41
16,256,4607,samsung,200,41241.33
8,256,3205,oneplus,48,24640.12
4,256,5213,apple,200,60578.13
12,256,5695,xiaomi,12,32255.98
16,128,4493,oneplus,108,36392.03
6,128,4712,samsung,108,26945.32
12,512,4401,oneplus,108,39528.69
12,256,3464,apple,64,59364.07
12,256,5805,apple,200,64519.06
16,256,4798,xiaomi,108,33237.94
16,64,3266,apple,200,66810.22
16,512,4279,apple,48,68337.18
12,256,3005,apple,48,58035.2
16,64,4279,apple,48,56576.27
8,64,3342,oneplus,108,25625.33
6,128,4426,apple,64,50521.88
8,64,3371,samsung,108,23884.31
6,64,3976,xiaomi,64,20909.81
16,256,5236,xiaomi,48,31753.44
6,256,3905,apple,108,57578.21
12,128,5946,apple,48,57892.42
4,512,3071,samsung,48,28313.7
16,64,4847,samsung,64,32500.34
12,256,4116,xiaomi,108,31663.76
6,64,3257,xiaomi,64,19520.01
8,256,4027,samsung,64,26887.82
16,128,5551,oneplus,48,32010.8
12,64,4145,samsung,200,30930.69
4,64,3412,oneplus,200,29311.55
8,256,3811,samsung,48,22478.76
6,512,4113,samsung,108,33799.99
4,512,5308,samsung,200,35184.62
8,64,4325,xiaomi,200,29955.25
8,512,4629,samsung,200,38199.95
16,64,5431,apple,12,58184.95
8,512,3298,oneplus,12,31726.37
8,128,4185,samsung,48,26710.97
16,128,4833,oneplus,200,41479.53
4,256,3067,apple,48,48255.18
4,128,5171,oneplus,64,23356.51
6,64,4340,samsung,12,21042.77
8,64,5026,apple,48,52599.95
8,64,3067,xiaomi,200,25670.4
6,256,3698,oneplus,108,27920.99
6,256,3821,samsung,64,25303.14
6,512,5453,xiaomi,64,31596.8
4,128,5885,samsung,200,33523.52
16,64,3205,samsung,48,29858.08
8,256,5264,oneplus,64,30417.45
8,128,3225,xiaomi,12,19907.74
6,256,5863,oneplus,200,37302.27
6,128,5747,samsung,64,23252.74
8,128,3541,oneplus,64,24771.07
6,256,4093,xiaomi,48,22408.41
8,128,5737,xiaomi,48,25057.39
16,512,3548,oneplus,48,37172.23
4,256,5974,samsung,48,27270.39
16,512,4711,samsung,108,41660.63
16,256,3405,oneplus,108,36342.9
6,256,5130,samsung,64,29704.74
4,64,5706,samsung,12,23113.24
6,128,4486,samsung,108,26986.2
6,512,5740,xiaomi,200,36799.07
8,128,4067,samsung,64,26232.67
16,256,5552,xiaomi,108,36683.03
6,512,4127,samsung,64,28578.58
12,512,5687,xiaomi,108,36809.61
4,256,5722,apple,64,53044.52
6,128,3396,oneplus,108,28986.36
6,64,3224,xiaomi,12,16980.9
6,512,5294,oneplus,64,33698.6
8,128,3365,oneplus,64,25680.98
12,512,4611,samsung,12,33750.16
12,512,4042,oneplus,108,40892.31
8,64,4764,xiaomi,48,21642.61
4,256,5486,oneplus,12,26921.39
4,256,3373,xiaomi,48,21109.15
6,64,3937,samsung,12,18634.8
12,256,4864,xiaomi,12,27064.85
16,128,3230,apple,12,54694.4
6,512,4194,xiaomi,12,28384.96
8,128,3334,samsung,64,24149.94
4,128,4833,samsung,200,31465.41
8,64,3100,xiaomi,48,18401.8
16,512,5437,samsung,48,39502.15
8,128,4432,samsung,200,33012.85
12,128,5022,samsung,108,31734.8
6,128,5041,oneplus,48,27386.97
8,64,3696,oneplus,64,24465.52
6,256,5392,xiaomi,12,23491.9
8,64,3961,samsung,200,32054.36
12,128,3943,apple,200,62297.71
6,256,3335,xiaomi,200,27812.98
16,512,3342,xiaomi,64,37326.32
6,64,3808,samsung,12,19210.68
12,256,5201,oneplus,12,31343.37
4,128,3996,xiaomi,12,16350.13
8,256,3554,samsung,200,31432.93
12,512,4879,xiaomi,108,35307.23
4,128,4280,oneplus,64,22949.08
12,512,4285,xiaomi,48,35093.75
8,128,4039,xiaomi,108,23856.01
8,512,3579,samsung,12,28724.09
8,512,5645,oneplus,48,32530.03
16,256,3817,oneplus,64,32478.3
12,64,4779,samsung,12,23995.55
16,64,4136,samsung,12,28026.75
8,64,5383,samsung,200,32812.46
6,128,5175,xiaomi,12,19295.4
6,512,4979,xiaomi,12,29761.96
12,512,4607,samsung,200,44153.87
4,128,4410,apple,48,48693.4
6,512,4711,oneplus,108,33661.03
4,512,5098,xiaomi,64,29159.87
12,128,5165,apple,200,60985.87
4,64,5633,xiaomi,200,28953.93
4,64,4644,oneplus,108,26605.58
16,64,4155,oneplus,12,27623.73
16,64,5855,oneplus,12,32467.75
6,128,5251,apple,200,59669.81
12,64,4933,xiaomi,12,23265.72
8,64,4729,oneplus,200,31772.82
16,128,3283,xiaomi,108,31984.83
8,64,4428,apple,48,48464.85
6,128,3681,xiaomi,108,24189.85
16,256,3680,samsung,64,32712.18
12,64,5280,samsung,12,27520.31
8,256,3254,oneplus,200,35469.45
16,128,5152,samsung,12,29615.66
16,128,5135,apple,64,62332.51
12,64,3216,xiaomi,12,19911.43
8,512,3624,samsung,64,29615.81
12,512,4805,apple,48,64998.89
4,256,4243,samsung,200,30320.68
4,256,5434,samsung,48,25988.09
6,64,3628,apple,64,49538.02
6,64,5410,oneplus,64,25012.98
4,512,3819,oneplus,48,30544.9
12,512,4559,xiaomi,48,34362.2
12,512,3450,oneplus,64,36959.95
12,512,4175,samsung,12,33816.4
4,256,4797,apple,64,53214.7
12,512,3438,apple,200,70837.5
4,256,5344,apple,48,52228.57
6,512,5786,xiaomi,200,40810.35
16,64,5970,apple,48,59853.03
4,128,3082,samsung,12,17026.85
8,64,4466,xiaomi,48,19761.2
6,64,5744,samsung,108,25696.24
16,128,5632,xiaomi,64,31330.15
16,64,5717,samsung,200,40126.72
12,64,4236,xiaomi,12,22771.31
8,512,5280,oneplus,200,42167.33
16,512,4057,samsung,12,38224.62
6,64,3036,apple,12,47647.05
8,64,4934,samsung,48,24111.52
8,64,5774,samsung,48,26437.7
16,128,4761,xiaomi,12,27483.38
4,256,4063,xiaomi,48,26963.0
6,512,4872,apple,108,62929.68
12,256,5744,samsung,12,32269.92
16,512,5216,samsung,200,49887.39
6,64,4152,xiaomi,64,21096.1
4,128,5052,xiaomi,48,20809.1
12,512,3296,xiaomi,64,33456.51
4,64,5505,oneplus,64,24846.98
8,512,4151,samsung,200,42480.38
12,512,4658,samsung,200,44139.11
4,512,5493,apple,64,61667.85
6,128,5603,xiaomi,12,23016.4
12,64,3401,oneplus,108,30001.2
8,512,3717,xiaomi,108,33961.26
12,512,5558,oneplus,12,36772.14
16,256,4086,samsung,48,31779.03
6,128,4697,apple,64,51208.1
8,512,3592,oneplus,200,36674.71
8,512,3420,xiaomi,12,26142.65
16,256,4432,xiaomi,108,35214.19
16,64,5066,samsung,200,40311.35
16,512,3394,samsung,108,41011.32
12,512,3484,apple,64,61924.88
6,256,4399,oneplus,12,26264.79
6,512,3380,apple,48,60529.74
8,128,3105,oneplus,64,24605.85
16,512,5655,apple,48,70056.78
16,128,4380,oneplus,48,29990.27
16,256,3491,oneplus,64,36767.03
16,512,4323,xiaomi,64,38048.15
16,512,4886,samsung,64,40913.73
16,128,4308,samsung,64,31115.75
16,256,3857,xiaomi,64,30377.13
6,128,5785,samsung,48,24413.45
12,512,5215,oneplus,12,37781.6
12,64,4737,apple,108,58729.96
12,128,5902,apple,12,56752.88
8,512,4195,xiaomi,64,31376.92
8,512,5626,apple,200,69596.45
12,128,4316,samsung,108,30797.71
4,512,3440,xiaomi,12,24236.68
4,64,3847,xiaomi,108,17774.15
6,64,5785,xiaomi,200,29548.17
6,512,5227,xiaomi,108,32505.84
12,512,3540,oneplus,200,42947.03
4,512,3276,xiaomi,48,25535.08
8,128,3619,xiaomi,12,20781.87
16,64,5308,apple,12,57142.6
16,256,5145,apple,200,71621.22
6,256,3229,xiaomi,108,23217.49
4,128,3287,samsung,200,25272.97
16,256,4697,apple,12,61167.27
16,64,4483,xiaomi,200,35947.56
12,512,3396,xiaomi,64,33737.18
4,64,4585,xiaomi,64,19367.77
12,256,4628,xiaomi,200,37329.38
16,128,4477,apple,64,61229.06
6,512,3607,xiaomi,48,27925.97
16,64,4365,apple,200,64325.44
16,256,5259,xiaomi,64,35567.64
16,128,4292,samsung,108,34611.39
4,64,4024,oneplus,200,29032.55
12,64,3903,apple,12,54437.47
8,256,3821,oneplus,48,28113.75
12,256,5911,xiaomi,12,31010.05
4,64,3167,oneplus,108,25908.04
8,128,3990,oneplus,64,25082.24
4,128,3132,samsung,200,25994.71
12,128,4548,oneplus,12,26683.03
12,256,5911,xiaomi,64,29472.19
4,256,5841,apple,108,57474.88
12,256,5351,apple,48,60061.39
12,256,4575,samsung,108,34972.55
16,256,3515,oneplus,64,33773.29
16,512,3982,xiaomi,48,36074.95
6,256,5610,oneplus,48,28507.79
16,64,5814,xiaomi,108,33824.71
16,512,5960,oneplus,64,43005.19
12,64,4667,apple,12,53949.8
16,512,4716,samsung,48,36960.32
8,64,4674,samsung,48,24732.14
16,512,5806,xiaomi,48,41265.62
8,512,5837,samsung,48,32757.51
16,256,3724,oneplus,12,32257.34
8,128,3646,samsung,108,27069.13
12,512,3904,xiaomi,108,35695.95
12,512,3502,xiaomi,200,37810.92
16,64,4720,apple,108,59563.27
12,128,3754,apple,64,53383.01
8,128,3542,samsung,108,25571.01
16,128,5900,xiaomi,48,30546.57
16,64,3242,apple,12,52632.94
4,256,3097,samsung,12,22125.08
8,128,3607,xiaomi,200,28756.56
16,64,5308,xiaomi,108,34404.43
6,512,5077,oneplus,200,42382.66
16,512,5172,xiaomi,200,45473.12
8,128,3436,xiaomi,64,23012.83
16,256,5358,apple,108,66190.09
16,256,5915,apple,200,70758.63
16,256,3475,xiaomi,48,34017.05
8,128,4042,oneplus,48,25662.05
6,256,3334,xiaomi,200,29919.82
8,128,5262,samsung,48,27163.7
12,256,5589,apple,64,62286.11
16,128,4311,samsung,48,33211.41
4,64,3411,apple,48,46913.49
12,256,4863,xiaomi,12,30693.89
16,128,5395,xiaomi,108,33512.31
16,128,4137,samsung,108,35030.95
16,128,4495,apple,12,54618.25
4,256,3270,samsung,48,22604.7
8,64,3360,samsung,108,23702.45
8,128,4469,xiaomi,108,28546.07
6,64,3032,xiaomi,108,20095.33
12,512,5473,samsung,108,38987.48
12,512,4228,oneplus,12,37007.53
4,256,4221,xiaomi,200,33106.66
4,128,4157,oneplus,108,23737.24
4,256,3318,xiaomi,200,30659.79
4,256,3556,xiaomi,108,23870.36
8,128,3873,samsung,48,25286.01
6,128,5155,oneplus,12,23582.91
4,64,3677,oneplus,12,21500.48
4,128,3534,apple,108,52014.12
8,256,5806,oneplus,64,31807.37
8,512,4672,xiaomi,12,28770.36
4,128,5104,oneplus,64,25931.33
6,256,4408,oneplus,108,30886.77
8,128,5723,apple,12,53809.56
8,64,3844,oneplus,64,24422.98
8,512,3569,samsung,108,28868.52
8,64,3278,samsung,200,30297.13
16,128,3896,apple,12,54627.35
16,128,5710,xiaomi,200,37654.96
4,64,3080,xiaomi,48,16727.69
8,512,3088,samsung,48,29001.18
12,256,4876,oneplus,64,34182.85
12,64,4572,xiaomi,48,25505.69
12,128,3034,xiaomi,48,21816.31
16,64,4290,apple,200,65123.77
8,64,3097,apple,64,49422.05
8,64,3406,xiaomi,108,22780.23
4,64,5353,samsung,48,21437.21
12,64,4526,apple,12,50637.4
6,128,5551,apple,200,62347.29
8,512,5497,apple,200,69306.07
16,256,5978,oneplus,108,39198.26
4,256,4580,xiaomi,200,30488.35
8,128,4709,samsung,64,27424.72
4,256,4244,xiaomi,48,21898.4
12,512,5268,apple,200,70360.22
6,256,4197,apple,12,50383.65
4,256,3928,xiaomi,12,18018.59
8,128,5925,xiaomi,108,28731.13
16,64,5980,xiaomi,64,32890.51
6,128,5239,xiaomi,12,21001.56
4,512,4780,xiaomi,64,32107.38
12,128,5357,oneplus,48,31011.77
16,128,5949,samsung,64,33510.22
8,128,5628,samsung,200,32661.75
4,512,3315,samsung,48,29066.29
12,256,4872,samsung,12,30244.9
8,128,3529,samsung,12,22975.08
6,128,4931,xiaomi,12,20789.7
16,64,4297,oneplus,64,30489.37
6,256,5366,apple,108,55274.87
6,64,5090,xiaomi,108,22736.02
4,512,5942,xiaomi,48,29567.93
4,512,5149,oneplus,64,30671.52
6,256,3196,xiaomi,108,24329.11
4,64,3206,samsung,64,22469.81
12,512,4846,samsung,64,37395.66
6,64,3012,xiaomi,64,18468.57
6,64,5720,xiaomi,48,20631.18
8,256,4594,xiaomi,12,21950.22
8,512,3062,xiaomi,48,27290.81
16,256,5182,xiaomi,200,42488.85
12,64,4343,apple,200,62262.26
16,64,5892,samsung,48,32785.72
6,128,5427,apple,64,55093.6
6,64,3405,xiaomi,64,20035.9
12,512,3990,samsung,64,37839.88
6,128,4043,apple,200,55585.11
4,512,4871,oneplus,48,32950.13
8,512,4084,xiaomi,200,39556.55
8,256,5664,apple,64,58169.27
4,64,5011,oneplus,200,32286.09
8,128,4227,apple,108,55830.74
6,256,5257,samsung,200,33463.77
4,64,4099,xiaomi,64,17109.5
8,64,3126,xiaomi,12,16591.61
6,256,3077,xiaomi,48,25500.74
16,512,5671,apple,12,62777.83
6,64,3747,oneplus,64,21788.04
8,128,3753,xiaomi,64,25501.92
4,128,3128,samsung,12,17076.07
6,128,3045,oneplus,200,32130.88
6,64,3858,samsung,64,22057.36
8,128,4460,samsung,108,29006.4
4,64,4609,oneplus,48,21935.66
4,512,5190,xiaomi,200,38265.04
6,64,4903,xiaomi,48,22123.56
6,128,3019,samsung,108,23605.14
4,128,5913,samsung,12,23340.6
12,512,4444,samsung,48,36528.27
4,128,4398,xiaomi,48,19030.34
16,512,3099,xiaomi,200,42727.35
4,64,4163,apple,64,47209.48
4,64,4721,xiaomi,200,27796.86
16,256,4653,samsung,64,33831.34
16,256,4259,oneplus,48,32656.44
16,256,4061,samsung,200,42581.48
4,256,3625,apple,48,51504.56
16,64,4835,xiaomi,12,26532.7
8,256,4155,samsung,48,27871.32
6,256,5754,xiaomi,12,21463.98
8,64,5748,samsung,200,34020.78
4,512,4607,apple,12,54599.46
12,128,4048,samsung,48,27568.89
6,128,4446,samsung,108,27550.55
12,512,3980,oneplus,12,35453.33
6,512,4715,samsung,64,32223.24
4,128,3467,samsung,64,21831.04
4,512,5044,oneplus,108,33394.5
12,256,5114,oneplus,64,30653.35
8,512,3127,samsung,200,36639.89
16,512,4302,samsung,12,39800.43
6,512,5401,samsung,48,32289.53
16,256,3487,xiaomi,64,31893.18
6,128,4091,xiaomi,64,23169.3
4,512,4668,xiaomi,200,36753.97
8,256,5360,xiaomi,48,26427.01
4,128,5664,xiaomi,200,26987.24
4,256,4343,oneplus,108,25169.05
6,512,3698,xiaomi,48,28837.52
4,256,3972,samsung,12,21464.99
4,128,4198,xiaomi,200,27630.45
8,64,5829,samsung,48,25984.43
4,256,3956,xiaomi,200,30209.41
8,64,3499,samsung,108,25229.77
16,512,3524,apple,48,68154.6
16,256,3407,samsung,12,31117.46
4,256,5614,xiaomi,108,24969.35
16,128,4675,oneplus,64,35355.18
6,256,3968,oneplus,48,26945.28
12,512,5800,samsung,200,44144.41
8,512,3755,oneplus,200,40937.36
16,256,5464,apple,108,66922.3
4,64,4304,xiaomi,64,18655.12
16,128,4256,xiaomi,200,37717.01
16,64,4669,xiaomi,48,29280.22
4,64,5125,samsung,200,27611.57
4,64,4823,oneplus,200,27691.18
8,256,3677,samsung,64,28068.78
8,64,4477,samsung,12,23085.76
12,256,5318,oneplus,108,35812.42
12,128,5281,xiaomi,12,23316.82
12,128,3046,samsung,64,30949.98
8,512,3726,oneplus,48,34549.77
12,128,3731,samsung,200,35762.83
4,64,4375,samsung,64,22408.68
4,256,4290,apple,48,53379.58
12,64,3227,xiaomi,200,30061.52
8,256,4134,samsung,200,32743.98
8,64,5738,xiaomi,48,21310.15
16,512,4521,xiaomi,108,38559.37
6,128,5051,oneplus,200,35321.81
16,128,5490,samsung,12,32871.21
16,128,4376,apple,48,60944.25
12,512,5916,apple,64,68567.14
12,64,3117,samsung,48,25102.33
8,256,5855,oneplus,200,38781.3
16,128,5930,xiaomi,48,32066.45
16,64,5771,oneplus,108,35551.44
12,256,4531,oneplus,64,33288.21
6,128,3885,xiaomi,200,27824.02
16,256,4638,xiaomi,200,38529.48
16,512,4201,samsung,48,38993.69
16,256,4217,samsung,108,33639.59
4,128,5808,apple,108,55056.97
16,256,3517,apple,48,61604.02
8,256,5174,xiaomi,48,25112.02
16,256,4045,samsung,48,35320.36
8,256,4021,apple,200,62575.35
6,512,3077,apple,108,61727.74
8,512,4767,oneplus,12,32925.85
4,512,5110,apple,200,64763.24
4,512,4639,oneplus,12,27700.91
6,128,3657,apple,200,56811.6
8,128,5848,xiaomi,108,30459.42
4,64,4799,xiaomi,200,26363.64
4,64,5810,xiaomi,12,19617.94
12,64,3766,oneplus,108,29068.46
16,512,4589,xiaomi,48,37723.04
12,512,4387,xiaomi,64,33991.46
6,64,4447,apple,108,53019.03
6,512,5816,xiaomi,64,30037.64
4,128,3594,samsung,12,18846.82
12,512,4754,xiaomi,200,40370.04
16,64,4248,apple,200,64977.78
8,512,4828,apple,64,64005.68
12,512,5581,apple,108,66969.4
4,256,4904,xiaomi,48,20473.74
6,64,4467,xiaomi,12,19417.7
8,256,3997,oneplus,48,28044.74
4,64,4071,oneplus,48,20510.11
16,512,4455,oneplus,48,39390.2
8,256,5880,samsung,12,27364.56
12,128,5984,apple,48,58121.05
6,512,3192,apple,48,58134.38
12,64,4202,xiaomi,64,26430.13
16,64,3316,xiaomi,64,29543.53
8,256,5870,xiaomi,12,24933.54
8,256,5306,xiaomi,64,30599.28
4,256,3760,apple,12,47448.53
4,64,4706,samsung,64,20550.99
12,64,3704,xiaomi,200,27807.59
12,256,4741,samsung,200,39947.11
16,64,3801,samsung,200,39492.84
6,64,5695,apple,200,56482.76
4,64,4401,xiaomi,12,14387.55
6,512,5364,apple,64,59530.12
4,256,3598,xiaomi,48,22790.04
4,512,4354,apple,200,63701.98
6,256,3884,apple,48,53740.09
4,256,4100,samsung,108,26117.07
6,512,5087,xiaomi,200,38253.72
12,64,3538,samsung,48,29811.07
16,256,5854,xiaomi,108,36187.96
12,128,3464,apple,12,50958.39
4,128,4183,xiaomi,64,19927.49
4,128,5977,oneplus,200,30859.96
16,128,3394,xiaomi,108,29100.04
4,64,3596,apple,12,45804.01
6,64,4099,xiaomi,200,27676.72
8,512,5436,xiaomi,200,37739.5
12,64,3343,xiaomi,64,27505.52
16,64,4178,samsung,200,37755.92
16,512,3626,oneplus,48,41134.49
12,64,5575,xiaomi,200,34758.47
12,128,4874,oneplus,108,30165.46
16,128,5422,samsung,12,30747.47
12,256,3581,samsung,48,28918.18
16,128,3453,samsung,200,34067.89
12,128,4668,xiaomi,48,27665.24
12,128,4562,oneplus,64,29361.76
6,256,5485,xiaomi,200,32915.31
8,512,4368,xiaomi,108,32563.75
16,256,3532,samsung,12,32323.34
4,64,5783,samsung,48,23618.23
4,128,3919,xiaomi,48,17750.49
4,512,4441,xiaomi,64,28757.99
4,128,3432,oneplus,64,24182.12
4,128,3302,oneplus,108,22753.97
6,512,5008,xiaomi,64,31690.83
12,512,4158,samsung,64,36275.29
8,64,5432,samsung,12,23612.16
6,128,3544,apple,48,51775.15
12,256,4723,oneplus,12,30409.3
8,64,4129,oneplus,12,20897.81
