age_years,km_driven,engine_cc,bike_type,num_owners,price
13,11298,430,cruiser,3,62572.76
11,8011,886,commuter,3,82407.83
7,26879,347,cruiser,3,79851.99
1,34772,879,cruiser,1,149414.38
14,49932,835,scooter,1,56876.04
10,54518,962,sport,2,107184.61
3,44112,243,commuter,3,70596.09
4,43826,828,cruiser,1,120532.42
4,31556,372,commuter,2,78893.05
6,6114,912,commuter,3,112033.63
6,61614,174,commuter,1,47785.4
10,66698,193,scooter,3,19834.83
12,51250,515,commuter,3,47717.1
9,25801,718,commuter,3,77998.45
1,5006,644,commuter,3,113516.41
2,62001,476,cruiser,2,102050.57
0,23515,676,sport,1,151146.87
10,51524,965,commuter,3,82136.1
8,42262,988,commuter,2,100239.17
11,36168,155,sport,3,61058.99
3,38884,776,commuter,1,109373.97
6,7549,499,sport,3,106104.24
10,75659,617,sport,1,81302.83
3,16482,784,sport,2,142624.99
0,21539,586,commuter,1,116480.05
10,65225,114,sport,2,52963.12
3,33407,822,commuter,2,116809.16
2,62263,251,sport,1,95471.67
2,70908,203,commuter,1,67215.4
3,30727,230,cruiser,2,93644.44
12,74408,518,cruiser,1,53165.96
6,51451,598,sport,1,108179.13
7,72741,532,scooter,3,55063.09
7,4855,336,commuter,1,73851.8
3,8042,961,commuter,2,121554.48
9,10713,955,cruiser,1,115860.48
7,76497,422,commuter,3,64262.1
10,29907,105,commuter,1,44912.63
0,5008,708,scooter,2,121265.81
14,21608,766,sport,2,84000.02
11,24215,858,scooter,2,74644.61
2,62601,857,commuter,1,110125.58
5,47943,398,cruiser,2,90369.55
14,18742,541,commuter,2,49685.28
3,4594,225,sport,3,107854.7
12,75231,224,cruiser,3,36512.16
9,31983,839,sport,1,113542.58
4,75336,363,scooter,3,60706.16
13,42450,266,sport,2,52007.25
8,19209,687,sport,3,112011.14
11,63476,794,cruiser,3,79401.41
4,32413,429,commuter,1,85833.0
13,41797,436,commuter,3,39121.03
2,22818,715,cruiser,1,126709.36
6,74576,519,sport,2,99842.73
1,60352,867,cruiser,1,133851.6
6,70295,901,sport,2,120314.27
5,53146,987,sport,3,128782.52
2,41973,326,scooter,2,81174.67
8,40240,970,commuter,1,96454.06
12,25924,791,scooter,2,68571.92
6,6381,768,commuter,2,99427.02
9,12446,323,cruiser,3,74865.39
3,22810,802,sport,2,142027.47
10,67619,571,scooter,1,47645.59
10,33435,572,commuter,1,70942.31
13,66458,975,sport,3,87272.89
8,24832,685,sport,2,108051.01
9,5613,538,scooter,1,71121.09
0,2505,291,commuter,1,104128.37
13,62543,738,scooter,1,51238.99
14,68749,374,sport,1,45911.45
0,46175,421,commuter,2,95359.02
7,67089,581,cruiser,2,79744.89
1,55801,818,cruiser,1,130077.41
7,23553,311,cruiser,1,87188.92
3,12841,429,cruiser,1,111512.54
1,2926,445,cruiser,2,121298.19
7,26795,848,commuter,3,96334.91
13,73224,541,sport,1,63588.3
14,39495,760,commuter,3,53801.22
5,65851,308,commuter,1,63231.95
10,58676,889,sport,2,103144.1
6,67674,750,sport,3,111689.35
4,57958,938,scooter,3,97222.62
9,49246,679,cruiser,2,87380.12
10,57237,818,scooter,3,63221.19
1,21527,232,cruiser,3,106353.6
10,5321,759,sport,2,112278.97
8,23418,665,cruiser,3,97264.72
13,78307,920,sport,1,87173.82
0,54968,237,commuter,2,85039.27
4,24088,802,commuter,3,109602.05
3,27609,215,cruiser,3,86830.67
14,66652,861,commuter,1,62200.25
6,33666,987,sport,1,131725.55
3,27349,182,cruiser,1,91191.35
0,2248,159,cruiser,2,113199.56
1,41183,895,sport,2,149890.56
11,78364,694,commuter,3,51230.5
12,65086,856,scooter,3,52102.33
12,58085,189,commuter,3,24041.63
7,44209,969,sport,3,117081.93
5,61395,852,sport,3,122952.61
12,26165,705,cruiser,1,83138.86
14,7025,834,commuter,1,75283.99
6,47267,256,commuter,1,61428.37
2,27360,256,scooter,2,78650.03
8,13052,484,scooter,3,66655.03
1,31562,366,cruiser,2,102587.88
4,20722,369,sport,3,107534.17
0,41305,244,cruiser,3,99304.97
12,25428,742,cruiser,3,77684.56
3,46878,412,cruiser,2,97428.06
13,30191,127,sport,1,53675.9
8,28772,179,scooter,3,54141.17
5,47934,169,sport,1,82641.52
10,22036,253,sport,2,73094.11
13,78377,615,sport,3,63763.93
6,60393,407,commuter,3,56993.56
13,70139,229,commuter,1,26139.34
8,60271,283,commuter,2,50072.04
5,26075,856,commuter,2,108812.23
13,69034,237,commuter,3,19456.58
2,54570,452,sport,2,112091.99
9,35560,127,cruiser,1,55940.09
10,50298,867,sport,3,103661.92
3,57716,106,cruiser,1,85038.01
4,50761,110,sport,2,86431.52
7,31645,222,commuter,3,53360.69
3,71006,554,sport,3,106119.89
3,75800,702,scooter,1,91290.56
0,74501,351,cruiser,3,95701.22
11,20567,193,commuter,1,47063.5
10,69798,421,sport,2,70635.55
12,28513,755,sport,1,98682.9
10,16196,405,sport,1,90962.94
3,24741,348,scooter,3,79236.12
12,20575,183,cruiser,1,50046.41
9,55706,287,commuter,2,46578.38
12,77776,948,commuter,1,67859.46
14,22943,341,sport,3,61534.52
10,61719,895,sport,3,95045.69
8,14761,166,scooter,3,50952.74
14,30435,779,scooter,2,57140.44
5,70660,566,commuter,1,82677.66
5,65306,250,sport,3,83234.48
6,10740,846,scooter,3,101174.74
4,13400,251,sport,1,108450.01
1,30197,734,commuter,1,121932.14
11,69219,167,commuter,2,24878.45
7,62012,439,cruiser,1,77169.49
11,76554,747,scooter,3,52907.73
6,61954,537,commuter,3,69846.03
0,39550,586,scooter,3,96439.76
12,50736,770,sport,1,93783.97
10,44027,925,commuter,1,86068.23
13,57761,160,scooter,1,12569.71
12,16292,143,sport,3,59648.17
14,41369,468,cruiser,1,54099.29
14,17449,960,commuter,1,71260.89
7,45411,440,scooter,2,62259.13
5,50581,783,commuter,3,90287.79
14,17420,645,commuter,3,59705.85
0,79965,869,commuter,3,116575.53
6,5799,563,commuter,2,89681.19
7,28766,158,sport,2,76018.73
1,72037,156,scooter,3,58882.0
4,36554,308,cruiser,3,92709.92
11,49334,793,cruiser,3,83617.25
0,71913,695,commuter,3,102887.95
0,4460,279,sport,2,122366.77
1,47140,619,cruiser,1,126537.18
10,40889,347,cruiser,2,69659.55
5,25091,935,sport,3,133579.1
5,43932,560,cruiser,3,101650.58
3,75782,541,commuter,1,91673.43
12,76077,399,sport,1,55484.27
10,2630,280,commuter,1,61152.01
0,32818,834,scooter,2,122616.45
11,69497,511,cruiser,1,67296.45
12,20269,448,cruiser,2,69916.43
4,19356,287,cruiser,1,94706.88
2,33100,319,cruiser,1,106829.31
9,49718,757,cruiser,3,91485.79
4,57801,941,commuter,3,107379.04
13,43321,979,scooter,3,61777.71
2,12869,256,commuter,2,87152.91
1,63081,104,cruiser,2,80032.54
9,37386,759,commuter,2,81878.7
5,52296,999,scooter,3,102413.6
14,33717,305,sport,2,58629.09
9,35896,291,scooter,2,45712.27
2,69503,874,cruiser,3,114976.16
3,15629,291,scooter,3,79615.47
13,60855,803,cruiser,1,75893.93
8,58001,650,commuter,3,65496.18
13,76771,270,cruiser,2,38151.05
4,8406,859,cruiser,3,125881.75
1,16131,954,cruiser,3,146415.65
11,13353,260,sport,2,69806.06
7,29700,611,sport,1,114423.56
10,6127,286,cruiser,1,75789.36
10,37242,768,cruiser,1,92029.13
9,66605,636,commuter,3,63258.0
12,60415,615,sport,1,76985.69
12,19355,237,sport,3,65675.75
9,62294,812,sport,3,104072.53
6,51917,795,commuter,2,90004.06
0,40218,372,sport,1,117302.86
3,24694,822,scooter,2,113950.82
7,15786,942,cruiser,2,123223.97
11,24214,643,commuter,2,66275.83
1,19190,989,scooter,1,130486.41
0,78583,205,commuter,1,73225.29
10,42346,500,scooter,2,57859.03
13,4966,958,cruiser,1,101741.43
4,40421,787,scooter,1,105056.29
13,6472,481,scooter,3,43731.73
6,26771,820,commuter,3,94999.05
5,5334,664,cruiser,3,117301.21
3,66988,246,commuter,3,65680.1
5,49677,273,sport,2,91051.26
8,5955,221,cruiser,2,77117.36
1,1519,675,sport,2,146349.37
9,58854,304,sport,1,70449.85
7,55099,220,commuter,3,53645.55
5,16571,162,sport,1,93578.04
12,76113,345,cruiser,3,40276.84
11,41234,784,sport,3,94372.53
4,41225,205,cruiser,2,81144.4
13,77913,467,cruiser,2,53927.29
11,45483,129,sport,2,53953.74
0,11075,680,scooter,1,117288.71
5,29953,767,commuter,1,101271.14
11,33535,306,scooter,2,36329.26
10,35839,948,commuter,2,87956.62
10,15980,581,sport,1,95873.68
4,25593,947,cruiser,1,129120.7
8,35978,954,sport,1,127248.84
2,31717,252,sport,2,105662.32
3,20312,167,scooter,2,70630.68
0,57939,293,cruiser,3,97675.49
8,23735,868,scooter,1,86900.92
5,27829,308,sport,3,94581.96
1,72486,378,commuter,3,81812.82
4,6032,121,commuter,3,72141.78
6,13207,520,sport,2,109660.66
3,11873,596,sport,2,125912.74
10,36164,899,sport,1,111412.02
8,37370,288,scooter,1,52011.85
4,62819,456,commuter,2,78576.11
0,18807,810,sport,2,149073.84
11,72998,422,sport,2,62699.89
1,32032,861,cruiser,2,136887.4
13,16738,933,sport,3,103350.96
12,52112,882,cruiser,1,80554.87
11,10959,379,scooter,2,52904.65
0,17773,818,commuter,2,124520.68
5,49843,943,cruiser,1,121051.69
3,7823,447,scooter,2,92253.48
10,46723,802,scooter,2,78272.32
11,11577,428,scooter,2,55246.73
7,17352,819,cruiser,2,114320.03
6,8625,730,commuter,2,94834.47
10,22049,230,sport,3,72770.71
4,55525,174,cruiser,3,74207.99
9,79832,775,scooter,2,58552.12
6,12661,377,cruiser,3,91819.94
12,20632,284,sport,1,67570.0
14,14183,661,sport,3,82374.36
0,1980,966,sport,1,171123.9
1,4969,673,scooter,1,123199.85
4,4228,487,sport,1,120430.24
2,28734,244,scooter,1,79957.98
14,24440,819,commuter,1,60441.05
6,29091,583,cruiser,3,100841.23
4,79510,797,sport,1,110675.93
5,21875,939,cruiser,3,120865.79
6,73440,960,commuter,3,92006.81
4,24551,964,cruiser,2,132717.58
7,57404,532,cruiser,2,86045.2
1,1226,923,sport,3,156617.2
4,23435,648,cruiser,2,114953.81
2,62271,451,cruiser,1,100815.13
10,65403,651,scooter,3,50161.68
13,60222,617,scooter,3,34703.31
2,47202,422,cruiser,3,105169.64
10,10333,405,sport,2,83611.45
0,75799,103,cruiser,2,77623.97
9,61033,353,scooter,3,39867.69
5,51570,638,scooter,3,79866.39
10,2430,220,cruiser,1,66809.59
10,76968,437,cruiser,1,60142.08
9,44316,513,commuter,1,68842.2
2,47329,544,sport,1,122463.92
11,21838,253,commuter,1,54275.13
13,25627,764,commuter,1,68190.9
6,22120,201,commuter,3,63933.09
5,64502,944,commuter,3,100265.7
14,15284,619,cruiser,2,73560.25
14,61477,777,cruiser,2,68809.15
6,21959,403,commuter,3,72185.1
13,69642,397,scooter,1,27683.22
9,54958,603,cruiser,2,75332.69
7,32252,307,cruiser,3,71892.36
6,20285,970,scooter,1,105642.33
4,10435,357,scooter,1,81171.43
3,39100,731,commuter,2,105099.72
2,27532,394,commuter,1,95461.89
1,32325,743,commuter,1,121489.38
4,65986,310,scooter,1,62541.62
13,49778,816,commuter,3,59964.31
1,38693,832,sport,3,146814.99
5,13921,580,sport,2,118471.63
11,45253,801,sport,1,97031.22
6,51781,278,cruiser,3,78089.2
14,75341,319,cruiser,1,34913.64
4,79537,905,cruiser,2,115507.97
8,47234,134,scooter,3,41663.13
3,62196,170,sport,1,89884.9
12,78399,711,sport,2,74674.85
11,6891,794,scooter,3,76898.19
1,36495,928,scooter,1,126039.74
12,61225,553,cruiser,2,64075.5
1,70345,674,cruiser,1,116130.81
0,61267,872,cruiser,2,135313.23
10,34627,190,sport,2,67273.95
7,3407,315,cruiser,1,89982.3
0,47250,816,sport,1,140283.14
4,64027,734,sport,2,121351.16
14,11652,318,cruiser,1,54990.49
1,34423,764,commuter,1,121252.52
8,16292,167,commuter,3,53404.53
4,44385,720,sport,2,126707.14
7,16239,259,scooter,2,61419.79
5,6318,599,commuter,3,94924.55
1,49255,247,sport,1,106194.17
12,55560,491,commuter,1,44810.61
0,21504,665,sport,2,149046.46
7,60705,313,cruiser,3,70096.36
9,6790,655,sport,1,116272.31
11,75793,225,sport,2,52928.8
7,47740,697,scooter,3,80057.89
10,49498,333,commuter,2,42993.68
9,18729,347,cruiser,1,77735.9
14,71754,226,commuter,3,11506.55
14,36173,482,sport,1,67539.75
4,30103,697,scooter,3,88761.88
3,68060,687,sport,2,121522.85
2,23224,884,scooter,3,114642.58
9,66468,958,sport,2,112284.54
11,48418,827,commuter,1,73928.66
12,42548,250,cruiser,3,46827.6
7,29107,329,commuter,3,67374.63
10,71797,319,sport,1,65333.66
5,66020,368,cruiser,2,79377.36
14,12533,858,commuter,3,73971.98
6,42171,881,commuter,3,89588.18
2,75244,201,cruiser,2,81836.35
13,50567,975,scooter,3,69753.94
1,78118,640,commuter,1,96006.59
9,3913,253,sport,3,77794.23
4,70922,653,cruiser,1,95818.12
12,56233,501,sport,3,69552.61
5,56338,658,scooter,1,79577.61
14,51844,781,cruiser,1,68680.53
2,19481,412,cruiser,1,119031.91
4,45997,664,scooter,3,86531.71
9,40609,636,cruiser,2,88517.62
1,78187,916,sport,1,136211.91
11,68466,889,cruiser,2,86731.36
11,60670,652,commuter,3,58497.52
7,8357,883,commuter,2,107076.61
5,39636,835,sport,3,125908.99
0,9377,538,commuter,3,114733.64
3,10409,472,sport,1,123155.11
9,29849,741,scooter,1,74697.86
11,22173,304,commuter,3,44365.95
1,66405,116,commuter,2,69749.47
1,4060,124,commuter,3,85140.87
1,8407,239,cruiser,3,110679.55
11,43139,483,commuter,2,51631.77
7,51402,325,scooter,2,47444.64
12,49588,874,scooter,2,67983.76
9,55092,260,scooter,1,45676.88
13,44883,430,sport,1,72990.89
1,32315,651,commuter,2,111464.12
12,36261,623,scooter,1,56577.03
10,46282,325,commuter,3,38879.43
12,69175,848,commuter,1,63075.7
11,42054,993,cruiser,1,102838.35
8,79287,804,commuter,1,73350.76
1,30294,889,sport,2,146697.87
10,54646,623,sport,1,85499.99
10,52551,914,scooter,3,67588.38
2,38861,464,sport,1,120092.25
11,32802,290,scooter,2,37418.35
0,38146,186,sport,1,110832.15
13,43169,472,sport,3,63413.37
3,64804,238,scooter,1,66721.57
12,2450,751,commuter,1,80378.35
14,27486,164,sport,3,47461.03
13,70576,360,sport,3,46935.72
11,26694,502,cruiser,3,70693.84
13,6193,523,commuter,3,54085.56
10,72180,351,sport,1,66952.72
9,16006,319,sport,3,85177.63
9,53826,105,commuter,2,40533.9
4,23079,441,commuter,1,86437.41
10,33051,919,cruiser,1,102321.9
8,1171,857,cruiser,3,110945.93
5,10782,677,scooter,1,95248.0
13,2129,439,cruiser,3,70521.07
14,61798,998,cruiser,2,77197.22
10,13245,928,cruiser,2,110782.82
13,8863,538,cruiser,1,78496.97
11,24079,355,sport,3,69760.24
14,15659,634,cruiser,3,66235.89
6,12427,218,commuter,2,62983.09
5,72150,413,sport,2,95385.78
13,40414,320,cruiser,3,49626.54
2,64714,346,sport,2,102912.2
5,20345,319,commuter,1,77260.43
6,62882,570,sport,1,101494.02
7,79159,959,cruiser,3,103631.41
0,45771,206,cruiser,2,103179.24
9,6562,760,cruiser,2,100155.15
9,6181,834,commuter,2,90918.71
2,19841,165,commuter,3,75486.97
13,59513,898,commuter,3,56668.93
12,38436,141,cruiser,2,43595.76
5,49587,533,scooter,1,78635.91
9,6596,784,sport,2,114285.25
13,69026,327,scooter,2,18051.94
2,32134,939,commuter,2,123224.11
14,19684,827,commuter,2,70685.26
14,69351,625,commuter,2,36625.26
1,6553,440,commuter,1,105142.18
8,2990,747,commuter,1,94031.26
11,10211,142,cruiser,2,50454.57
9,75865,202,commuter,2,35784.36
12,58031,277,sport,1,59320.07
0,53474,497,cruiser,3,113100.74
4,28972,882,sport,2,130495.23
3,20923,239,cruiser,1,96162.19
12,36227,621,scooter,2,54801.97
4,48332,410,commuter,2,71215.16
5,18730,567,scooter,3,81977.73
2,39894,901,sport,3,142863.98
8,20629,353,sport,3,88259.01
11,76261,798,commuter,3,57796.87
6,50217,351,sport,1,94790.24
7,10603,851,scooter,1,103270.02
6,9678,936,commuter,2,111530.22
2,61599,683,cruiser,1,114261.06
13,29354,939,commuter,2,68493.48
5,19199,455,sport,3,109012.35
9,44023,605,cruiser,1,87034.64
10,44186,163,cruiser,1,51450.41
13,59294,532,commuter,3,39635.31
7,9185,537,scooter,2,73298.96
1,14407,896,commuter,3,130025.48
12,35419,273,sport,1,65776.43
14,42801,817,commuter,1,63143.64
5,57717,759,commuter,3,89742.05
5,48388,443,scooter,3,64917.1
11,66485,712,sport,1,84979.71
13,5018,948,commuter,1,83975.49
6,32902,109,cruiser,1,72435.17
12,57505,177,scooter,1,21456.16
1,53464,855,commuter,2,114077.0
8,35355,107,scooter,2,39620.79
11,33681,779,cruiser,2,91351.44
2,68241,325,cruiser,1,96495.95
2,49258,341,commuter,3,78424.74
14,20301,918,commuter,3,70495.19
2,66633,653,scooter,1,92623.17
8,14199,699,commuter,1,90517.58
9,72631,691,scooter,3,60887.95
9,18266,935,sport,3,117677.67
6,79007,314,commuter,2,51428.79
11,57812,826,commuter,1,70737.36
11,24241,308,sport,2,73422.4
0,67211,214,scooter,1,76211.13
6,67669,614,commuter,1,76573.78
3,47104,108,sport,2,92925.95
14,24243,600,scooter,1,47385.34
1,24405,310,commuter,3,87229.9
11,19830,422,sport,1,85334.47
13,22215,881,commuter,3,73709.7
13,11001,893,cruiser,1,91957.01
8,57255,194,sport,1,70938.3
14,36954,114,cruiser,3,31641.92
9,66618,199,sport,1,66209.94
6,39653,129,sport,1,79754.28
11,55187,563,sport,3,76632.78
0,68263,608,cruiser,2,113264.95
5,67880,208,commuter,3,51793.88
11,23663,341,scooter,2,46517.74
4,59266,560,cruiser,2,96648.61
6,44249,669,cruiser,2,96878.54
14,76793,480,sport,3,56205.89
11,66957,444,cruiser,1,57568.1
13,52946,460,sport,2,66893.48
13,11470,531,scooter,1,49795.64
12,50958,129,sport,2,50371.64
3,20245,113,cruiser,3,85189.17
1,31003,964,cruiser,1,145032.67
3,20458,306,cruiser,3,96197.16
7,37263,576,scooter,1,73930.18
11,14276,477,sport,1,90789.49
12,35487,282,sport,3,60503.51
13,19663,243,sport,3,59712.15
6,24236,999,commuter,2,107776.88
10,15846,492,cruiser,2,76635.42
0,62416,898,commuter,3,118711.19
9,75574,347,scooter,3,42587.22
10,51050,165,commuter,1,40798.45
1,35351,342,cruiser,2,107040.14
4,65451,887,commuter,1,104138.33
7,66126,654,commuter,2,70042.71
1,5598,620,scooter,1,111827.14
0,79626,743,sport,2,133820.58
8,43469,827,commuter,2,84423.2
5,45003,219,scooter,2,57312.07
2,9743,120,cruiser,2,96067.63
14,6664,862,cruiser,3,79784.39
14,33839,342,cruiser,3,46681.74
12,51637,581,scooter,1,50557.49
1,57108,118,sport,3,91647.16
2,56921,116,cruiser,1,84071.52
12,14978,783,scooter,3,72415.41
4,53830,933,commuter,3,103691.58
13,12573,415,commuter,2,44998.18
11,46723,370,cruiser,2,62118.46
11,43938,936,cruiser,1,97299.17
9,20664,950,cruiser,3,110043.35
2,6667,237,commuter,3,88153.53
2,10367,414,sport,3,119860.57
9,58399,223,cruiser,2,55798.25
5,35799,426,sport,3,99516.28
2,43812,490,cruiser,3,107506.35
6,17559,502,sport,2,105355.21
8,44138,657,scooter,1,70428.62
9,73889,923,sport,3,108740.07
9,75729,764,scooter,1,62094.34
1,23981,952,commuter,3,128971.41
5,11664,134,sport,1,98504.46
0,61069,865,scooter,2,116993.7
1,3925,281,sport,1,125933.2
4,44082,709,cruiser,1,113685.9
8,2983,614,commuter,3,83466.4
8,10275,336,cruiser,2,81389.95
13,10178,753,scooter,3,60053.14
3,8099,943,scooter,1,124177.38
5,66800,655,scooter,1,80358.31
4,62234,223,scooter,2,49676.59
0,54617,162,sport,1,107782.43
12,9158,282,cruiser,1,63713.83
8,2009,149,sport,2,83700.5
13,38960,304,sport,2,61944.39
2,17324,936,commuter,3,122449.93
8,37863,840,scooter,1,79583.35
4,51351,967,commuter,1,113927.22
0,45338,358,scooter,1,87354.94
9,65190,620,sport,2,85020.79
2,22995,767,scooter,2,115291.76
6,79783,954,sport,1,122681.16
1,45672,437,scooter,2,86498.29
7,42718,547,commuter,2,78445.87
14,76794,835,sport,1,82286.03
4,27196,928,scooter,2,112136.08
13,15269,135,commuter,1,36016.88
3,40276,614,commuter,1,96711.07
5,76780,341,scooter,1,61519.91
12,73523,761,scooter,1,51737.87
1,51583,309,commuter,1,85258.18
14,78169,590,sport,1,58490.09
9,32081,419,commuter,2,59237.25
7,13953,192,commuter,2,62723.08
3,64427,619,commuter,1,99280.64
2,57444,481,sport,1,116020.69
12,73876,727,scooter,2,51058.33
1,39096,765,cruiser,3,125562.96
1,64215,506,commuter,2,93940.8
1,29736,545,commuter,2,108482.36
5,67326,708,cruiser,3,96087.25
4,35026,287,scooter,1,70625.41
5,25763,627,scooter,2,91172.72
1,78980,941,sport,1,138705.69
4,42835,734,sport,1,122597.06
7,24299,888,sport,2,128220.64
1,31967,898,cruiser,2,147215.25
2,18207,313,cruiser,3,108087.23
2,79253,172,sport,1,85367.99
9,18008,909,scooter,2,90366.36
3,10839,573,scooter,1,101721.27
7,41184,789,commuter,2,93738.97
10,34764,539,commuter,2,62861.8
2,13541,609,sport,3,131282.77
0,63958,334,scooter,3,81083.65
7,1865,499,cruiser,2,100975.66
1,65048,168,cruiser,3,80471.75
13,34925,285,cruiser,1,52504.17
5,54855,646,sport,1,112591.08
2,34764,689,sport,2,133712.55
9,54429,851,commuter,1,80235.42
12,25373,435,commuter,1,50261.64
10,7178,864,cruiser,2,105127.41
7,4996,944,sport,2,134051.88
14,25094,549,commuter,2,44150.56
4,51532,481,sport,2,104365.25
11,63942,533,commuter,3,49255.98
13,26052,502,cruiser,1,69912.6
0,44050,146,scooter,3,71040.76
11,15649,728,scooter,3,75809.31
8,51083,147,commuter,3,46637.76
6,65369,527,commuter,1,71532.96
4,57354,658,commuter,3,89509.77
10,69064,976,sport,1,106372.86
11,24137,465,sport,3,83664.28
10,58230,925,scooter,2,74182.3
14,29597,990,scooter,3,63529.72
11,7910,470,cruiser,1,83428.26
7,56428,510,cruiser,2,80764.74
9,14098,344,sport,1,85668.88
13,62710,399,commuter,3,31392.09
3,60347,196,scooter,3,59188.59
3,25650,106,commuter,2,69173.88
0,11290,871,sport,2,163202.16
3,45090,634,cruiser,2,113772.54
7,59791,613,cruiser,1,90430.29
0,1064,841,cruiser,3,148169.53
7,25737,152,commuter,1,54798.22
7,58613,879,cruiser,2,103845.31
13,54422,583,commuter,3,48883.86
8,75272,988,scooter,1,77828.78
14,3379,248,commuter,2,40097.36
0,6685,561,scooter,3,110890.39
8,10829,957,commuter,1,104881.13
5,57671,721,commuter,3,89348.19
9,60376,207,commuter,2,37240.31
4,52000,907,commuter,1,110072.35
1,48913,520,sport,3,120306.89
1,6467,698,cruiser,1,141871.53
5,11022,453,sport,3,110108.5
5,7563,246,commuter,1,84225.63
12,38919,593,scooter,2,52189.8
3,34862,195,sport,2,98488.6
5,26613,460,cruiser,1,100425.36
6,71219,474,commuter,3,62956.22
9,51030,940,cruiser,2,102676.55
6,43366,287,cruiser,2,82754.63
12,1548,882,sport,2,110664.6
13,25775,227,cruiser,2,47002.71
12,47607,874,scooter,1,70172.59
9,77823,948,sport,1,110084.92
11,68170,669,cruiser,1,73130.22
10,78035,592,sport,2,81355.15
12,59281,164,cruiser,1,40464.6
8,68212,772,sport,2,99990.94
0,46357,871,cruiser,1,143909.07
6,32733,680,commuter,1,93723.86
0,11674,373,cruiser,3,115969.64
12,77334,230,scooter,1,15935.47
10,9516,344,commuter,2,55667.28
11,16210,553,sport,1,88675.78
7,34371,307,commuter,2,59442.48
12,70837,220,cruiser,2,36854.27
13,60595,975,commuter,1,74132.78
14,13631,192,scooter,3,26158.83
8,10576,682,scooter,3,85082.16
5,24639,905,sport,3,134299.28
3,73680,714,scooter,2,88876.94
13,70765,847,commuter,1,63289.39
5,39647,813,sport,2,126605.37
2,62278,235,commuter,1,75317.22
8,48488,747,commuter,3,85817.9
9,30940,606,commuter,3,65128.28
10,48367,897,commuter,1,83466.9
14,51852,114,commuter,1,21135.77
1,8210,743,cruiser,3,139333.42
3,3324,331,sport,1,121825.8
10,73578,945,commuter,3,74138.2
1,72461,280,commuter,3,69878.9
9,51269,122,cruiser,3,53323.17
6,5881,183,scooter,2,63098.38
9,57683,446,cruiser,3,68468.05
4,63839,613,commuter,3,78703.91
2,71256,729,cruiser,1,114616.81
14,49718,570,cruiser,2,55899.66
7,34330,738,commuter,3,85596.11
7,56110,337,scooter,3,48273.41
5,17640,702,scooter,2,97691.34
12,58273,904,sport,3,95297.22
2,73578,304,commuter,1,75430.74
13,27189,468,cruiser,1,63479.24
8,79053,736,commuter,1,67926.3
12,28602,610,commuter,1,64940.51
11,60516,449,cruiser,1,62453.73
1,10179,364,commuter,2,99065.81
7,39737,446,scooter,2,63423.61
2,39781,689,scooter,2,103551.79
11,51116,271,cruiser,1,55379.23
10,55083,577,cruiser,2,73806.78
12,48549,423,sport,3,63954.0
13,46575,301,cruiser,2,38366.01
0,19086,177,scooter,1,88330.25
7,58756,294,scooter,1,54066.84
9,69998,764,cruiser,2,87077.01
13,33086,269,sport,2,53685.07
2,5563,853,cruiser,3,139164.5
11,10546,458,scooter,1,54381.05
6,78798,445,sport,3,84701.55
0,63764,167,commuter,3,76775.08
13,31477,392,commuter,3,41551.28
9,836,783,commuter,1,97051.98
8,74799,659,commuter,1,77901.4
2,54552,359,sport,2,107417.74
6,27585,861,commuter,1,110210.74
11,66324,748,cruiser,1,73660.36
6,34578,636,scooter,3,81148.92
8,30002,861,commuter,2,90489.06
12,57544,499,sport,2,71221.47
12,70260,850,sport,3,84272.81
9,60442,392,commuter,3,46923.68
7,65342,544,scooter,1,62946.73
8,19670,868,cruiser,2,109060.61
11,26922,730,sport,1,101777.08
4,8993,934,commuter,1,121974.22
3,25720,900,cruiser,3,132666.99
14,64562,886,cruiser,1,76059.7
13,19075,476,cruiser,3,67224.18
4,74687,693,scooter,2,88540.76
10,22876,374,commuter,2,49303.25
13,847,295,scooter,1,42286.84
9,13883,646,commuter,2,76495.5
14,34230,513,commuter,1,44280.01
5,6703,343,scooter,1,82755.8
11,16880,893,commuter,1,87570.22
14,53491,493,sport,3,56952.85
4,59004,496,cruiser,1,98863.87
8,26125,794,scooter,2,80535.48
4,69124,367,commuter,1,71069.59
6,50784,817,commuter,2,93239.35
8,14596,274,commuter,2,63252.59
11,78770,477,commuter,2,44872.67
2,23192,732,cruiser,1,129580.45
10,7911,929,scooter,2,88868.86
3,17887,355,scooter,3,80962.63
12,14266,493,commuter,2,51618.63
4,39810,397,sport,3,102877.69
6,52679,218,cruiser,3,69509.53
12,50689,443,scooter,1,38215.18
2,70876,616,commuter,1,100445.92
14,68207,969,commuter,3,56020.33
3,5989,145,scooter,2,75809.23
11,51166,746,commuter,3,63752.27
2,50331,867,cruiser,3,134288.36
12,23503,833,commuter,3,79192.9
7,16875,883,commuter,2,102743.14
14,49062,604,sport,2,67617.92
13,23870,921,commuter,1,73914.2
10,22926,469,sport,1,90879.96
5,18893,462,sport,3,106630.66
14,51168,134,scooter,1,10576.35
13,79345,357,cruiser,2,41870.38
9,58035,183,scooter,2,31602.28
13,47360,108,commuter,1,19103.36
2,24806,780,commuter,2,113685.58
4,71400,312,commuter,1,72725.78
12,66309,919,cruiser,3,84913.69
4,3128,249,commuter,2,80354.06
8,4655,157,commuter,1,57981.95
4,71664,616,commuter,2,81679.59
