member_id,age,membership_type,monthly_fee,visits_per_month,weight_kg
935,38,basic,20,2,100.6
936,56,basic,20,2,47.6
937,31,basic,20,4,112.7
938,16,standard,40,5,101.6
939,42,standard,40,24,
940,63,standard,40,27,78.2
941,19,standard,40,20,103.9
942,49,basic,20,9,
943,40,basic,20,26,
944,52,premium,70,20,57.2
945,34,basic,20,28,83.1
946,40,basic,20,3,54.2
947,32,standard,40,23,117.4
948,54,premium,70,16,91.4
949,58,premium,70,19,
950,63,standard,40,29,107.7
951,52,standard,40,3,46.5
952,45,basic,20,13,45.7
953,33,standard,40,27,64.5
954,35,basic,20,11,92.6
955,16,standard,40,8,108.4
956,55,premium,70,24,66.4
957,30,basic,20,8,47.1
958,38,standard,40,18,49.6
959,56,premium,70,25,104.6
960,34,basic,20,28,115.8
961,40,basic,20,25,77.8
962,59,premium,70,12,61.5
963,54,basic,20,18,109.7
964,54,basic,20,18,52.0
965,44,premium,70,18,103.9
966,25,standard,40,28,95.1
967,42,basic,20,24,47.7
968,64,basic,20,21,50.3
969,47,basic,20,24,113.0
970,54,premium,70,24,80.4
971,33,standard,40,15,107.5
972,22,premium,70,5,115.2
973,47,basic,20,16,82.7
974,33,premium,70,2,92.3
975,47,standard,40,14,75.8
976,41,premium,70,7,52.9
977,48,basic,20,20,100.3
978,18,basic,20,20,99.3
979,53,premium,70,27,45.1
980,35,basic,20,29,
981,40,basic,20,23,61.7
982,29,basic,20,14,54.3
983,24,standard,40,3,60.9
984,54,standard,40,22,81.3
985,25,premium,70,29,54.5
986,41,basic,20,28,72.1
987,56,standard,40,11,65.3
988,32,basic,20,3,91.7
989,23,basic,20,29,58.7
990,57,premium,70,4,77.0
991,50,standard,40,16,104.3
992,38,standard,40,13,46.8
993,20,basic,20,28,106.4
994,18,basic,20,17,76.3
995,51,basic,20,7,72.7
996,40,premium,70,17,91.7
997,39,basic,20,13,86.4
998,60,basic,20,11,46.7
999,22,standard,40,15,106.8
1000,62,standard,40,28,85.2
1001,62,standard,40,24,75.1
1002,40,standard,40,20,66.4
1003,32,basic,20,14,102.5
1004,36,basic,20,28,72.4
1005,18,premium,70,15,77.8
1006,35,standard,40,24,103.3
1007,52,basic,20,2,
1008,25,basic,20,25,68.2
1009,53,standard,40,4,61.1
1010,55,standard,40,17,95.6
1011,48,basic,20,14,83.0
1012,29,standard,40,26,108.3
1013,62,basic,20,18,72.4
1014,27,basic,20,19,49.4
1015,30,standard,40,6,84.2
1016,50,basic,20,19,117.8
1017,27,standard,40,17,72.0
1018,29,premium,70,7,63.3
1019,34,standard,40,28,
1020,30,premium,70,15,59.1
1021,28,standard,40,18,111.1
1022,47,premium,70,22,75.8
1023,43,standard,40,12,74.2
1024,38,standard,40,21,67.3
1025,38,standard,40,9,113.2
1026,21,basic,20,13,52.4
1027,55,standard,40,7,
1028,63,basic,20,11,92.4
1029,43,standard,40,18,95.6
1030,26,standard,40,15,55.0
1031,34,basic,20,28,
1032,31,basic,20,4,102.3
1033,56,standard,40,17,70.7
1034,24,premium,70,6,79.4
1035,60,standard,40,10,90.2
1036,41,premium,70,27,48.8
1037,61,basic,20,0,80.3
1038,33,basic,20,12,57.1
1039,36,basic,20,22,110.4
1040,63,basic,20,12,117.9
1041,23,premium,70,6,72.0
1042,31,standard,40,20,102.2
1043,18,standard,40,4,68.5
1044,23,basic,20,0,81.4
1045,42,standard,40,1,78.3
1046,41,basic,20,24,117.2
1047,25,basic,20,11,79.0
1048,35,premium,70,5,67.4
1049,25,standard,40,28,117.7
1050,51,standard,40,27,118.7
1051,42,basic,20,21,86.3
1052,21,standard,40,16,
1053,44,standard,40,5,118.7
1054,63,standard,40,18,71.6
1055,48,premium,70,25,64.7
1056,25,basic,20,15,
1057,56,premium,70,28,108.7
1058,37,basic,20,13,83.4
1059,46,standard,40,6,74.5
1060,22,standard,40,15,75.3
1061,56,basic,20,26,81.1
1062,52,basic,20,2,65.1
1063,44,standard,40,4,97.5
1064,20,standard,40,8,91.2
1065,18,standard,40,13,60.7
1066,42,basic,20,10,53.8
1067,57,standard,40,17,111.2
1068,30,basic,20,11,118.9
1069,16,standard,40,10,84.1
1070,29,premium,70,17,82.5
1071,27,premium,70,28,62.0
1072,61,basic,20,13,56.0
1073,28,basic,20,4,69.9
1074,61,standard,40,29,60.3
1075,46,standard,40,4,68.0
1076,57,basic,20,3,59.9
1077,53,premium,70,20,114.1
1078,34,standard,40,25,69.5
1079,55,standard,40,23,51.0
1080,52,basic,20,1,84.9
1081,58,basic,20,9,75.1
1082,46,standard,40,3,
1083,34,basic,20,17,65.1
1084,26,basic,20,4,110.5
1085,40,standard,40,18,90.5
1086,26,standard,40,21,113.7
1087,23,premium,70,10,67.4
1088,36,basic,20,12,49.1
1089,61,premium,70,1,89.5
1090,51,premium,70,25,106.0
1091,31,basic,20,24,81.9
1092,20,basic,20,21,60.1
1093,20,standard,40,3,80.4
1094,43,standard,40,29,96.0
1095,31,basic,20,26,79.9
1096,56,premium,70,26,111.6
1097,49,basic,20,13,103.1
1098,29,premium,70,3,105.3
1099,51,standard,40,3,89.8
1100,36,basic,20,15,68.6
1101,26,basic,20,18,93.9
1102,43,standard,40,25,106.4
1103,63,standard,40,6,60.3
1104,58,standard,40,14,76.9
1105,43,standard,40,22,47.1
1106,35,standard,40,10,77.7
1107,33,basic,20,1,49.6
1108,55,standard,40,6,74.1
1109,32,premium,70,28,47.8
1110,58,basic,20,29,98.3
1111,44,standard,40,8,98.6
1112,60,basic,20,12,62.4
1113,41,basic,20,13,46.2
1114,37,premium,70,6,94.7
1115,48,basic,20,24,92.7
1116,23,basic,20,4,62.0
1117,51,standard,40,27,93.4
1118,18,standard,40,13,95.8
1119,55,basic,20,27,
1120,22,standard,40,4,82.5
1121,36,standard,40,7,69.7
1122,18,standard,40,1,67.0
1123,52,standard,40,24,110.0
1124,49,premium,70,6,48.5
1125,57,basic,20,20,76.3
1126,61,premium,70,6,70.5
1127,20,premium,70,10,63.7
1128,32,basic,20,13,48.0
1129,56,basic,20,13,110.0
1130,45,basic,20,22,69.7
1131,25,premium,70,3,107.8
1132,26,premium,70,3,119.4
1133,55,basic,20,7,84.2
1134,53,basic,20,25,
1135,20,standard,40,25,65.2
1136,36,standard,40,17,118.2
1137,52,standard,40,22,93.7
1138,20,basic,20,27,54.0
1139,24,basic,20,19,94.1
1140,49,standard,40,2,72.0
1141,27,basic,20,6,98.6
1142,33,premium,70,7,118.6
1143,19,premium,70,18,73.7
1144,39,premium,70,26,103.0
1145,54,standard,40,85,64.2
1146,38,basic,20,9,51.5
1147,62,standard,40,6,52.6
1148,16,standard,40,27,57.0
1149,37,basic,20,1,53.9
1150,54,basic,20,25,114.3
1151,36,standard,40,23,54.3
1152,22,basic,20,84,
1153,23,standard,40,1,99.0
1154,61,premium,70,23,80.2
1155,26,premium,70,23,95.6
1156,46,standard,40,23,67.7
1157,39,premium,70,26,87.4
1158,31,premium,70,6,85.4
1159,58,premium,70,0,76.7
1160,64,standard,40,1,60.3
1161,37,premium,70,16,50.3
1162,17,standard,40,12,99.6
1163,16,standard,40,29,105.3
1164,19,basic,20,9,51.2
1165,60,basic,20,1,104.1
1166,52,basic,20,13,46.4
1167,48,standard,40,13,75.3
1168,32,basic,20,15,87.6
1169,21,standard,40,7,104.1
1170,20,basic,20,17,83.5
1171,19,standard,40,1,70.4
1172,45,standard,40,20,73.5
1173,45,standard,40,25,84.7
1174,57,standard,40,26,118.4
1175,63,standard,40,12,61.1
1176,50,basic,20,8,105.0
1177,49,standard,40,21,52.3
1178,18,standard,40,7,75.6
1179,47,basic,20,21,74.4
1180,56,standard,40,16,52.4
1181,27,premium,70,25,107.6
1182,61,premium,70,2,91.4
1183,64,basic,20,16,
1184,25,standard,40,15,91.2
1185,39,standard,40,24,75.0
1186,57,standard,40,5,72.7
1187,28,basic,20,9,92.0
1188,50,standard,40,2,87.7
1189,29,standard,40,6,
1190,58,basic,20,22,83.6
1191,61,premium,70,6,106.0
1192,64,standard,40,9,100.6
1193,48,premium,70,20,113.4
1194,24,standard,40,25,113.0
1195,40,premium,70,14,108.1
1196,31,basic,20,7,68.5
1197,60,premium,70,21,80.0
1198,57,basic,20,6,77.2
1199,43,basic,20,15,93.0
1200,57,basic,20,3,94.0
1201,43,standard,40,25,76.7
1202,17,standard,40,19,62.4
1203,41,basic,20,27,99.6
1204,16,basic,20,13,111.3
1205,29,premium,70,25,94.3
1206,22,basic,20,19,81.8
1207,41,basic,20,28,90.2
1208,55,standard,40,0,76.6
1209,25,standard,40,16,100.8
1210,47,standard,40,0,48.9
1211,62,premium,70,14,45.5
1212,50,basic,20,17,78.8
1213,35,basic,20,2,60.1
1214,58,basic,20,17,51.6
1215,47,standard,40,4,115.4
1216,61,standard,40,24,68.7
1217,47,standard,40,24,47.5
1218,42,basic,20,28,105.1
1219,32,standard,40,13,75.5
1220,34,basic,20,11,76.8
1221,30,basic,20,11,50.7
1222,37,basic,20,23,66.6
1223,38,standard,40,112,104.6
1224,23,basic,20,26,115.8
1225,18,premium,70,15,115.2
1226,17,standard,40,27,116.7
1227,56,basic,20,6,53.6
1228,28,basic,20,26,89.0
1229,36,basic,20,11,51.4
1230,61,standard,40,5,95.7
1231,52,standard,40,26,58.0
1232,35,premium,70,13,62.3
1233,57,standard,40,20,86.8
1234,46,standard,40,10,53.0
1235,48,standard,40,15,108.4
1236,28,standard,40,8,57.7
1237,53,basic,20,12,49.9
1238,55,standard,40,21,80.1
1239,23,basic,20,3,50.8
1240,46,premium,70,6,72.0
1241,63,basic,20,18,49.8
1242,44,premium,70,27,69.1
1243,29,basic,20,10,74.7
1244,48,basic,20,3,112.5
1245,47,premium,70,6,76.2
1246,17,premium,70,5,114.7
1247,63,basic,20,17,62.3
1248,47,standard,40,13,76.9
1249,41,standard,40,12,
1250,50,standard,40,5,61.9
1251,57,standard,40,23,54.2
1252,48,premium,70,27,114.0
1253,17,standard,40,24,103.9
1254,64,standard,40,10,107.3
1255,44,basic,20,25,100.3
1256,50,basic,20,10,84.7
1257,52,standard,40,27,114.7
1258,47,standard,40,7,63.8
1259,39,standard,40,8,88.3
1260,57,basic,20,2,48.0
1261,51,premium,70,28,64.8
1262,45,premium,70,21,56.6
1263,63,basic,20,9,87.6
1264,49,standard,40,19,102.8
1265,19,standard,40,29,119.5
1266,56,basic,20,12,119.9
1267,54,basic,20,1,65.3
1268,32,premium,70,2,105.3
1269,60,premium,70,11,64.1
1270,51,basic,20,4,57.4
1271,41,premium,70,29,55.2
1272,62,basic,20,21,96.1
1273,55,premium,70,29,53.2
1274,17,basic,20,26,97.5
1275,45,premium,70,6,81.4
1276,33,standard,40,13,101.9
1277,60,basic,20,27,67.1
1278,63,standard,40,2,105.6
1279,31,basic,20,8,101.3
1280,38,premium,70,1,92.3
1281,27,basic,20,20,57.7
1282,53,premium,70,7,52.1
1283,30,basic,20,15,103.5
1284,61,standard,40,12,76.2
1285,49,basic,20,6,77.6
1286,19,basic,20,25,83.4
1287,19,standard,40,21,60.9
1288,35,premium,70,25,78.5
1289,55,standard,40,20,47.4
1290,32,premium,70,13,
1291,34,basic,20,4,114.8
1292,40,premium,70,12,114.6
1293,45,basic,20,21,61.5
1294,21,basic,20,14,
1295,61,basic,20,27,45.2
1296,45,standard,40,22,119.4
1297,17,premium,70,22,50.9
1298,57,premium,70,0,66.6
1299,19,standard,40,0,116.3
1300,18,basic,20,14,91.9
1301,20,standard,40,3,119.9
1302,33,basic,20,23,83.2
1303,46,basic,20,22,88.8
1304,42,basic,20,1,119.6
1305,48,basic,20,4,112.0
1306,16,basic,20,20,110.3
1307,59,standard,40,2,60.4
1308,37,basic,20,8,66.1
1309,49,premium,70,4,91.9
1310,24,premium,70,8,67.8
1311,27,premium,70,29,82.8
1312,47,standard,40,27,93.3
1313,64,premium,70,16,106.3
1314,57,premium,70,19,113.7
1315,49,standard,40,5,93.7
1316,16,basic,20,0,92.3
1317,53,premium,70,15,
1318,17,standard,40,22,110.7
1319,29,basic,20,4,98.3
1320,25,basic,20,16,85.3
1321,30,standard,40,11,84.7
1322,41,standard,40,2,101.7
1323,64,premium,70,13,84.1
1324,50,standard,40,22,117.4
1325,33,basic,20,12,73.5
1326,46,standard,40,6,61.3
1327,49,standard,40,24,116.8
1328,59,standard,40,16,97.5
1329,51,basic,20,29,45.1
1330,60,standard,40,16,54.0
1331,64,standard,40,29,108.3
1332,56,standard,40,13,92.6
1333,39,basic,20,17,
1334,26,standard,40,3,100.2
1335,36,basic,20,15,113.1
1336,56,standard,40,8,103.9
1337,16,basic,20,16,59.8
1338,53,premium,70,23,57.0
1339,53,basic,20,15,111.2
1340,23,basic,20,3,84.9
1341,40,standard,40,19,73.2
1342,23,standard,40,19,
1343,21,basic,20,15,83.3
1344,55,premium,70,15,51.9
1345,27,premium,70,2,87.7
1346,30,premium,70,17,67.2
1347,47,premium,70,14,72.1
1348,16,premium,70,16,55.5
1349,18,basic,20,14,103.2
1350,33,basic,20,15,100.4
1351,51,basic,20,6,90.8
1352,56,basic,20,4,92.2
1353,20,basic,20,15,
1354,64,basic,20,25,84.5
1355,41,standard,40,3,104.1
1356,61,basic,20,18,52.7
1357,45,basic,20,25,95.9
1358,38,premium,70,25,111.7
1359,54,basic,20,28,85.1
1360,52,standard,40,26,79.7
1361,48,standard,40,23,57.5
1362,35,basic,20,1,66.4
1363,46,standard,40,27,60.5
1364,43,standard,40,6,83.9
1365,27,premium,70,29,71.8
1366,26,standard,40,19,73.5
1367,31,premium,70,8,53.6
1368,39,standard,40,10,49.1
1369,16,premium,70,10,81.9
1370,28,premium,70,0,86.7
1371,33,basic,20,16,87.0
1372,20,premium,70,24,74.9
1373,36,standard,40,23,56.8
1374,41,premium,70,7,108.7
1375,48,standard,40,12,51.7
1376,39,basic,20,10,86.8
1377,23,premium,70,17,86.7
1378,56,standard,40,13,66.3
1379,50,standard,40,11,110.5
1380,33,basic,20,29,87.9
1381,55,basic,20,4,107.0
1382,53,standard,40,1,74.6
1383,33,standard,40,23,76.7
1384,28,basic,20,28,104.2
1385,29,basic,20,12,81.6
1386,40,basic,20,0,103.2
1387,24,premium,70,11,108.0
1388,20,basic,20,26,52.8
1389,38,premium,70,25,81.6
1390,54,premium,70,25,50.9
1391,56,basic,20,7,63.5
1392,32,standard,40,13,63.8
1393,41,basic,20,9,70.0
1394,32,basic,20,16,114.6
1395,61,premium,70,21,56.1
1396,21,basic,20,22,59.4
1397,52,standard,40,16,79.5
1398,16,standard,40,10,90.6
1399,34,standard,40,12,48.3
1400,59,basic,20,25,53.8
1401,54,basic,20,7,98.0
1402,49,standard,40,18,80.6
1403,32,standard,40,13,94.9
1404,59,standard,40,15,94.0
1405,54,basic,20,26,84.5
1406,61,basic,20,22,95.4
1407,58,standard,40,1,60.0
1408,24,standard,40,24,75.7
1409,44,premium,70,16,69.9
1410,18,standard,40,18,45.0
1411,16,basic,20,16,119.5
1412,28,standard,40,20,83.1
1413,41,basic,20,10,61.3
1414,25,basic,20,20,85.6
1415,27,standard,40,8,82.2
1416,25,basic,20,2,94.1
1417,22,standard,40,5,77.4
1418,42,basic,20,10,92.7
1419,60,standard,40,16,115.0
1420,46,basic,20,10,51.9
1421,64,basic,20,10,100.4
1422,62,standard,40,3,71.6
1423,54,premium,70,27,86.3
1424,33,basic,20,28,66.4
1425,49,basic,20,13,82.4
1426,46,standard,40,7,119.0
1427,20,basic,20,4,61.4
1428,20,basic,20,2,87.7
1429,21,basic,20,22,79.0
1430,32,standard,40,22,96.5
1431,34,basic,20,17,66.8
1432,60,standard,40,2,77.9
1433,24,basic,20,19,116.9
1434,45,basic,20,4,50.0
1435,19,basic,20,14,99.0
1436,61,standard,40,14,
1437,45,standard,40,11,94.4
1438,20,basic,20,19,113.5
1439,47,standard,40,20,46.1
1440,16,basic,20,13,48.9
1441,24,standard,40,29,75.3
1442,22,basic,20,0,67.6
1443,46,basic,20,28,111.3
1444,44,standard,40,2,
1445,64,premium,70,16,67.6
1446,43,standard,40,14,64.3
1447,26,basic,20,3,92.6
1448,41,basic,20,26,67.0
1449,16,premium,70,19,118.3
1450,26,basic,20,13,78.3
1451,44,basic,20,27,96.5
1452,57,standard,40,8,97.5
1453,34,premium,70,4,94.4
1454,52,standard,40,21,59.6
1455,55,basic,20,21,
1456,60,standard,40,2,54.2
1457,28,basic,20,22,61.0
1458,35,standard,40,4,106.2
1459,27,basic,20,1,89.5
1460,24,standard,40,29,95.6
1461,22,standard,40,23,49.1
1462,36,standard,40,21,108.2
1463,45,basic,20,21,67.0
1464,30,premium,70,21,76.2
1465,36,basic,20,16,58.3
1466,51,standard,40,20,87.6
1467,31,standard,40,28,72.3
1468,47,basic,20,0,47.3
1469,43,basic,20,3,66.9
1470,20,premium,70,3,47.1
1471,58,standard,40,16,106.6
1472,35,standard,40,2,119.5
1473,38,premium,70,13,86.1
1474,54,basic,20,94,67.6
1475,46,basic,20,12,87.1
1476,23,basic,20,10,106.2
1477,22,standard,40,17,49.7
1478,42,standard,40,19,82.6
1479,34,premium,70,3,46.1
1480,48,standard,40,23,54.2
1481,45,basic,20,20,109.6
1482,61,standard,40,5,90.0
1483,29,basic,20,23,103.4
1484,33,standard,40,28,114.6
1485,30,standard,40,15,115.5
1486,24,standard,40,21,72.2
1487,38,basic,20,6,47.2
1488,44,standard,40,10,89.3
1489,26,standard,40,24,64.8
1490,27,basic,20,19,108.5
1491,56,basic,20,26,48.8
1492,59,premium,70,3,103.3
1493,35,premium,70,14,75.3
1494,41,premium,70,13,68.1
1495,18,standard,40,15,107.0
1496,16,basic,20,17,101.4
1497,18,standard,40,11,57.7
1498,54,standard,40,13,55.3
1499,29,premium,70,18,47.0
1500,29,premium,70,4,85.8
1364,43,standard,40,6,83.9
709,57,standard,40,6,80.0
691,24,premium,70,0,84.9
1325,33,basic,20,12,73.5
222,44,premium,70,19,
399,57,basic,20,28,76.2
884,50,basic,20,4,46.1
689,46,standard,40,12,84.1
457,38,premium,70,18,62.2
969,47,basic,20,24,113.0
1114,37,premium,70,6,94.7
1018,29,premium,70,7,63.3
470,27,basic,20,3,58.0
1481,45,basic,20,20,109.6
1346,30,premium,70,17,67.2
