customer_id,age,tenure_months,monthly_recharge,data_usage_gb,num_complaints,plan_type,region,avg_call_drops,churned
1095,52,52,115.54,23.89,1,prepaid,north,0,0
1096,66,4,697.11,33.37,1,prepaid,west,2,0
1097,35,0,356.72,36.74,0,prepaid,east,2,0
1098,18,63,684.78,41.81,6,postpaid,east,8,1
1099,39,71,276.06,33.46,4,prepaid,west,3,0
1100,49,42,463.86,12.92,7,prepaid,south,9,0
1101,40,79,547.14,42.6,5,postpaid,north,13,0
1102,55,32,353.56,43.44,4,postpaid,north,8,1
1103,45,5,559.58,32.98,3,prepaid,south,7,1
1104,24,23,848.47,17.99,0,postpaid,east,6,0
1105,37,23,625.38,13.73,5,postpaid,east,4,1
1106,47,33,905.8,18.01,2,prepaid,south,9,0
1107,59,68,529.52,39.6,3,prepaid,south,9,0
1108,55,10,339.58,25.67,2,prepaid,south,7,1
1109,31,66,826.49,21.12,3,prepaid,north,9,0
1110,38,36,686.7,26.0,0,prepaid,west,13,0
1111,18,30,973.43,21.23,5,postpaid,north,9,1
1112,67,35,449.4,10.91,2,postpaid,north,2,1
1113,50,33,981.07,43.29,5,postpaid,south,13,1
1114,47,57,879.49,15.57,7,prepaid,east,3,0
1115,20,55,398.77,41.2,7,prepaid,west,6,0
1116,64,4,771.39,37.28,7,prepaid,west,0,1
1117,28,17,297.76,22.33,4,postpaid,east,10,1
1118,54,13,149.07,14.9,7,postpaid,west,8,1
1119,40,1,838.21,15.47,5,prepaid,east,2,1
1120,41,69,402.6,7.17,6,postpaid,west,2,0
1121,59,67,549.02,5.44,5,prepaid,south,1,0
1122,27,61,859.83,4.51,1,prepaid,north,0,0
1123,35,59,739.44,25.49,0,postpaid,south,7,0
1124,19,4,667.87,9.91,1,postpaid,east,13,1
1125,61,69,898.76,10.68,4,prepaid,east,12,0
1126,62,56,195.1,7.16,4,postpaid,east,14,1
1127,44,47,725.53,8.01,6,prepaid,east,7,0
1128,69,33,698.56,45.23,4,prepaid,south,0,0
1129,65,41,584.22,33.29,2,prepaid,south,6,0
1130,68,65,838.79,6.71,5,postpaid,west,6,0
1131,38,0,712.2,57.97,7,postpaid,south,13,1
1132,67,42,984.0,27.1,3,prepaid,north,4,0
1133,49,64,120.87,58.75,4,postpaid,west,11,0
1134,46,68,530.32,4.85,6,postpaid,east,10,1
1135,41,43,875.42,19.39,0,prepaid,west,3,0
1136,47,5,309.58,47.43,1,prepaid,north,8,1
1137,39,44,743.81,37.13,5,prepaid,south,12,1
1138,24,27,297.14,6.89,2,prepaid,south,8,1
1139,62,41,479.44,4.1,5,prepaid,south,6,1
1140,30,20,506.75,53.41,1,postpaid,north,10,1
1141,19,73,128.28,38.46,0,prepaid,south,11,0
1142,67,60,834.7,37.83,0,postpaid,north,11,0
1143,19,64,978.34,37.05,4,prepaid,west,13,1
1144,44,21,380.97,2.58,6,postpaid,east,2,1
1145,33,33,176.5,54.86,3,postpaid,south,13,1
1146,34,7,594.26,50.72,2,prepaid,south,4,1
1147,37,75,505.02,13.99,6,postpaid,south,14,1
1148,46,12,841.72,21.46,1,postpaid,south,0,0
1149,41,67,949.17,2.91,1,postpaid,east,13,1
1150,64,9,558.36,3.95,2,postpaid,south,9,1
1151,41,72,417.69,15.26,2,postpaid,east,1,0
1152,48,23,138.29,52.42,2,prepaid,east,10,1
1153,46,79,661.11,7.37,3,prepaid,west,1,0
1154,57,24,609.4,23.36,4,postpaid,south,1,1
1155,60,41,763.96,49.14,6,postpaid,west,4,1
1156,28,50,374.2,39.84,0,postpaid,north,11,0
1157,49,6,919.65,59.53,1,prepaid,north,8,0
1158,44,58,385.54,47.9,0,prepaid,south,13,0
1159,38,43,936.87,28.06,2,postpaid,east,6,1
1160,54,64,177.46,37.8,3,prepaid,west,9,0
1161,37,59,129.13,32.08,3,prepaid,south,6,1
1162,31,19,615.65,58.07,1,prepaid,west,3,0
1163,26,74,711.92,43.06,5,prepaid,west,7,0
1164,22,76,422.71,52.71,7,postpaid,south,6,0
1165,44,32,165.4,54.55,1,prepaid,south,5,0
1166,66,71,479.56,15.22,1,prepaid,south,7,0
1167,56,51,127.15,32.31,2,prepaid,west,12,0
1168,36,74,934.65,8.04,1,prepaid,east,11,1
1169,49,4,563.4,27.68,0,prepaid,north,14,1
1170,45,37,210.17,50.37,0,prepaid,south,1,0
1171,19,42,332.57,59.65,4,prepaid,south,7,1
1172,53,73,989.77,48.68,2,prepaid,north,4,0
1173,18,79,326.86,16.05,7,postpaid,north,0,1
1174,63,77,622.74,22.54,2,prepaid,north,2,0
1175,34,69,813.91,5.49,6,prepaid,west,0,0
1176,60,40,356.43,25.37,4,prepaid,west,3,0
1177,46,31,712.73,47.63,0,prepaid,east,11,1
1178,41,7,564.59,25.67,6,postpaid,north,1,1
1179,69,24,676.32,47.83,6,prepaid,north,13,1
1180,27,46,566.71,32.59,6,prepaid,south,14,1
1181,20,28,143.97,45.23,7,prepaid,north,5,1
1182,48,34,763.19,21.17,5,prepaid,west,8,1
1183,27,51,850.66,22.79,7,prepaid,east,1,1
1184,41,20,206.21,4.64,3,postpaid,south,4,1
1185,20,14,423.35,56.98,0,prepaid,north,14,1
1186,41,56,120.08,20.39,5,prepaid,east,6,1
1187,22,34,117.52,8.47,5,prepaid,south,0,1
1188,66,24,307.84,48.58,7,prepaid,north,6,0
1189,29,13,992.56,17.85,2,postpaid,north,10,1
1190,41,36,634.23,22.56,6,postpaid,south,7,1
1191,55,58,123.78,38.02,3,prepaid,west,4,0
1192,69,81,869.16,23.87,6,prepaid,east,10,0
1193,39,34,272.28,34.57,3,prepaid,south,5,0
1194,22,18,807.56,44.33,2,prepaid,east,0,0
1195,42,60,545.08,27.78,5,postpaid,north,4,0
1196,49,66,133.53,47.16,3,prepaid,north,14,0
1197,54,55,193.86,17.3,6,postpaid,north,9,1
1198,50,11,888.34,45.58,1,postpaid,north,6,0
1199,42,4,990.47,59.82,3,postpaid,north,1,0
1200,26,62,762.62,17.86,5,prepaid,west,8,1
1201,30,69,510.28,16.02,2,postpaid,east,2,0
1202,35,55,505.68,48.51,5,postpaid,west,4,0
1203,47,7,723.83,43.29,1,prepaid,south,3,0
1204,66,65,972.37,54.07,4,prepaid,west,3,0
1205,18,5,955.61,14.28,5,prepaid,north,3,1
1206,43,26,897.77,48.96,7,prepaid,west,6,0
1207,30,48,677.01,40.36,5,prepaid,east,5,0
1208,58,12,262.18,22.42,2,prepaid,south,0,0
1209,42,42,907.84,4.41,5,prepaid,south,3,0
1210,22,27,647.52,46.31,2,postpaid,east,10,1
1211,35,34,879.9,14.35,5,postpaid,west,4,1
1212,58,78,639.28,59.5,2,prepaid,north,2,0
1213,19,26,762.12,42.21,1,prepaid,north,6,0
1214,33,21,716.02,47.45,3,prepaid,west,5,0
1215,54,19,872.13,35.95,3,postpaid,north,6,0
1216,69,66,985.51,48.29,1,prepaid,south,12,0
1217,32,32,124.1,15.96,6,postpaid,north,9,1
1218,66,12,633.32,13.48,6,prepaid,south,3,0
1219,54,65,261.91,21.73,4,prepaid,north,5,0
1220,45,71,109.9,21.56,5,prepaid,south,6,0
1221,47,38,331.97,33.46,4,prepaid,north,10,0
1222,22,20,263.94,34.01,2,prepaid,north,12,1
1223,37,75,874.27,11.26,0,postpaid,west,14,0
1224,31,12,819.13,26.52,3,prepaid,south,6,1
1225,58,65,199.28,55.05,0,postpaid,east,1,0
1226,28,33,313.76,26.6,6,postpaid,east,13,1
1227,37,17,461.87,51.16,4,prepaid,west,9,1
1228,32,41,534.94,6.35,5,prepaid,south,4,1
1229,44,6,492.17,5.37,4,postpaid,north,14,1
1230,31,18,716.2,5.1,1,postpaid,east,12,1
1231,47,22,938.87,27.35,7,prepaid,east,5,0
1232,22,40,898.71,41.99,0,postpaid,west,3,0
1233,23,23,205.86,46.88,1,postpaid,west,3,0
1234,49,12,313.07,33.78,6,postpaid,south,3,1
1235,42,83,581.37,33.48,3,prepaid,west,10,0
1236,53,66,323.05,20.51,4,postpaid,west,12,1
1237,45,57,531.55,24.61,5,prepaid,east,14,1
1238,21,10,797.66,56.78,5,prepaid,east,0,0
1239,62,46,379.48,54.83,2,prepaid,east,7,0
1240,32,83,322.63,26.0,6,prepaid,east,6,0
1241,34,40,119.46,23.04,0,prepaid,south,11,0
1242,43,53,566.29,22.22,6,postpaid,west,3,1
1243,28,67,864.65,30.51,5,prepaid,south,6,0
1244,28,50,536.62,53.86,3,prepaid,south,1,0
1245,37,36,888.6,35.15,6,postpaid,east,5,1
1246,48,41,938.26,48.31,0,postpaid,north,9,0
1247,32,58,642.57,20.64,4,prepaid,east,12,1
1248,39,51,573.65,20.12,5,prepaid,south,14,1
1249,36,37,491.32,30.73,7,prepaid,south,10,0
1250,26,74,516.87,57.28,6,postpaid,west,4,0
1251,28,51,213.61,18.17,6,prepaid,south,11,1
1252,51,6,746.29,53.92,4,prepaid,west,14,1
1253,65,35,651.05,49.33,1,prepaid,west,7,0
1254,42,38,522.1,2.59,7,prepaid,east,7,1
1255,61,64,160.26,4.89,6,prepaid,north,2,1
1256,64,47,841.51,50.76,4,postpaid,south,2,1
1257,21,62,786.75,41.26,4,prepaid,south,13,1
1258,40,38,716.37,57.08,4,prepaid,east,14,0
1259,34,33,648.07,57.12,3,prepaid,east,5,0
1260,62,45,911.31,36.31,2,prepaid,north,7,0
1261,44,24,992.32,43.97,7,postpaid,west,7,1
1262,24,27,476.44,30.2,6,prepaid,north,13,1
1263,67,66,237.05,34.2,4,prepaid,north,9,0
1264,63,78,785.6,2.48,1,prepaid,east,5,0
1265,67,8,727.9,17.6,3,postpaid,south,9,1
1266,24,81,159.39,16.15,0,postpaid,east,14,0
1267,64,21,371.62,29.37,3,postpaid,north,9,1
1268,43,58,670.19,44.15,5,prepaid,east,0,0
1269,46,72,334.47,9.23,6,postpaid,east,13,1
1270,23,5,370.35,47.36,3,postpaid,south,14,1
1271,25,12,569.98,17.62,6,postpaid,north,5,1
1272,68,24,781.77,18.14,2,prepaid,west,5,1
1273,18,7,845.38,11.95,6,postpaid,west,13,1
1274,43,74,695.29,8.98,4,prepaid,north,14,0
1275,52,14,419.55,56.79,2,postpaid,east,0,0
1276,60,61,715.51,49.01,5,prepaid,north,7,0
1277,59,71,381.65,49.16,4,postpaid,west,13,1
1278,69,21,398.81,40.92,1,prepaid,north,13,1
1279,33,59,902.57,18.51,4,prepaid,north,13,0
1280,49,6,800.21,43.84,0,postpaid,east,14,0
1281,59,47,664.18,49.56,7,prepaid,north,3,0
1282,34,11,489.84,1.25,1,prepaid,south,0,1
1283,60,22,670.05,32.33,1,prepaid,north,1,0
1284,35,63,863.5,15.02,5,postpaid,south,11,1
1285,39,66,325.58,45.38,0,postpaid,west,5,0
1286,64,38,855.55,45.81,0,prepaid,south,6,0
1287,36,83,867.77,34.05,7,prepaid,west,8,0
1288,59,74,451.34,58.51,5,postpaid,east,6,0
1289,45,30,692.18,52.47,5,prepaid,south,8,1
1290,23,10,730.47,14.81,7,prepaid,east,10,1
1291,69,29,778.01,44.6,1,postpaid,east,6,0
1292,31,78,285.15,1.16,0,prepaid,west,1,0
1293,68,67,629.62,18.24,0,prepaid,south,4,0
1294,63,25,161.83,44.42,1,prepaid,north,1,0
1295,23,46,771.8,17.36,7,prepaid,south,11,0
1296,69,62,534.86,41.3,5,prepaid,west,10,0
1297,60,39,551.94,57.91,1,prepaid,north,1,0
1298,23,13,861.54,10.05,1,postpaid,east,14,1
1299,53,11,901.45,51.57,0,prepaid,south,12,1
1300,46,63,220.38,56.57,0,prepaid,south,3,0
1301,28,10,782.31,1.45,7,prepaid,north,6,1
1302,55,44,347.7,1.99,3,prepaid,north,3,1
1303,52,8,698.29,59.48,7,prepaid,south,7,1
1304,48,70,763.94,4.73,3,postpaid,south,7,0
1305,32,64,341.84,10.32,6,postpaid,north,1,1
1306,31,29,340.31,45.99,5,prepaid,north,8,1
1307,19,17,744.04,59.35,6,prepaid,south,10,1
1308,37,40,743.34,15.11,2,prepaid,north,14,1
1309,39,67,889.9,33.69,0,prepaid,east,0,0
1310,22,51,929.94,26.67,5,prepaid,west,11,1
1311,51,42,624.35,30.69,5,postpaid,north,10,1
1312,46,30,509.08,27.53,6,postpaid,east,5,1
1313,35,12,641.44,14.28,1,postpaid,west,1,0
1314,55,15,288.48,19.99,0,postpaid,east,8,1
1315,65,47,257.9,47.38,6,postpaid,west,4,1
1316,28,75,291.18,50.03,6,prepaid,north,0,0
1317,45,59,393.51,21.8,4,prepaid,south,2,0
1318,52,53,777.61,41.06,4,prepaid,south,7,0
1319,69,75,233.11,50.57,4,prepaid,north,3,0
1320,52,8,276.89,39.87,4,prepaid,south,5,1
1321,53,27,115.96,45.21,4,postpaid,east,10,1
1322,65,9,895.88,39.14,2,postpaid,west,1,0
1323,26,28,894.46,6.72,5,postpaid,north,5,1
1324,18,21,809.67,35.9,0,postpaid,west,1,0
1325,69,52,322.38,48.09,3,postpaid,east,3,0
1326,64,20,632.71,20.75,0,prepaid,east,9,0
1327,23,14,969.49,20.35,4,prepaid,west,1,0
1328,66,83,273.59,28.13,4,postpaid,north,9,1
1329,47,77,215.31,14.8,5,postpaid,north,8,1
1330,38,60,418.39,8.73,2,prepaid,north,0,0
1331,59,39,218.7,26.3,6,prepaid,east,8,1
1332,31,70,825.02,14.97,1,prepaid,north,4,0
1333,66,10,699.43,13.69,3,prepaid,south,8,1
1334,67,44,989.61,7.45,6,prepaid,east,9,0
1335,21,62,137.48,3.83,1,prepaid,north,13,1
1336,64,52,434.46,58.43,2,postpaid,east,8,0
1337,51,37,800.79,49.54,0,prepaid,north,7,0
1338,34,60,508.57,40.61,6,prepaid,south,1,0
1339,19,26,489.85,54.07,2,postpaid,south,10,1
1340,35,3,194.77,16.18,2,prepaid,south,12,1
1341,39,40,649.58,11.44,7,prepaid,north,2,0
1342,28,80,864.35,4.86,6,postpaid,east,0,0
1343,33,64,850.07,11.18,2,prepaid,east,3,0
1344,46,49,130.4,7.31,7,postpaid,south,0,0
1345,60,28,706.63,45.71,4,prepaid,north,8,1
1346,26,75,623.96,54.69,0,prepaid,north,11,1
1347,29,6,599.91,13.01,0,prepaid,west,6,0
1348,53,23,683.66,32.75,6,postpaid,west,9,1
1349,20,60,734.19,58.4,7,prepaid,east,8,1
1350,46,10,951.36,21.03,1,prepaid,west,9,0
1351,18,70,533.68,52.27,2,prepaid,north,10,0
1352,22,29,866.56,55.84,1,prepaid,south,14,0
1353,60,50,459.26,48.48,3,prepaid,east,9,0
1354,55,50,448.43,12.98,1,postpaid,south,3,0
1355,55,10,768.05,52.68,1,postpaid,north,12,1
1356,48,53,643.52,29.1,0,prepaid,west,5,0
1357,60,46,205.67,5.62,2,prepaid,south,4,0
1358,30,61,922.67,59.18,0,prepaid,west,8,0
1359,28,49,132.19,35.1,1,prepaid,west,10,1
1360,63,58,115.82,18.12,1,postpaid,south,9,1
1361,38,10,254.59,14.47,4,prepaid,north,0,1
1362,41,82,313.0,50.39,4,postpaid,north,13,0
1363,29,5,562.91,57.67,2,prepaid,west,6,1
1364,18,0,175.86,37.26,5,postpaid,north,0,1
1365,18,38,276.79,56.39,2,postpaid,west,11,1
1366,61,72,688.28,31.22,6,postpaid,north,13,1
1367,55,11,843.9,55.82,2,prepaid,west,5,0
1368,47,13,850.42,19.64,1,prepaid,east,11,1
1369,51,34,424.77,38.43,3,postpaid,east,6,1
1370,41,30,728.34,53.25,3,postpaid,east,10,0
1371,40,40,715.05,7.14,7,prepaid,north,2,0
1372,29,33,314.27,9.82,1,postpaid,south,2,0
1373,48,49,189.87,14.97,4,prepaid,east,5,0
1374,20,49,338.58,44.88,7,postpaid,west,0,1
1375,23,74,961.72,48.83,1,postpaid,south,0,0
1376,66,69,735.82,56.62,5,postpaid,east,12,0
1377,64,44,130.4,27.52,6,postpaid,east,4,1
1378,23,63,830.71,36.01,6,prepaid,north,0,0
1379,49,12,774.04,24.41,5,prepaid,east,9,1
1380,25,72,806.72,15.66,1,postpaid,east,14,0
1381,28,51,379.84,36.49,4,postpaid,east,7,1
1382,23,71,325.07,39.5,5,postpaid,west,9,1
1383,19,30,140.11,23.94,2,prepaid,west,4,0
1384,60,41,989.04,15.73,0,prepaid,west,8,0
1385,39,8,983.2,41.13,5,postpaid,west,11,1
1386,43,36,677.97,40.59,6,prepaid,south,1,1
1387,50,63,725.08,0.58,5,prepaid,west,12,1
1388,33,68,534.36,4.71,7,prepaid,east,3,1
1389,57,42,695.46,26.26,0,postpaid,south,12,1
1390,25,38,264.57,48.75,3,prepaid,south,5,1
1391,19,41,655.58,7.46,0,postpaid,east,9,1
1392,68,72,692.82,3.2,4,prepaid,north,7,0
1393,26,64,760.6,11.27,1,prepaid,east,9,0
1394,25,61,864.64,55.37,5,postpaid,south,7,0
1395,55,2,278.08,24.17,6,prepaid,east,10,1
1396,39,79,994.58,39.95,6,prepaid,east,13,0
1397,49,76,197.87,19.41,2,postpaid,east,8,1
1398,22,6,928.22,45.72,0,postpaid,north,4,0
1399,63,12,807.64,37.92,0,prepaid,north,1,0
1400,45,9,271.0,50.9,4,prepaid,north,4,1
1401,47,36,974.59,33.59,2,postpaid,west,4,0
1402,51,45,916.24,35.74,2,postpaid,south,8,0
1403,43,60,528.73,58.88,5,prepaid,west,13,1
1404,63,22,480.11,10.27,3,prepaid,south,3,1
1405,59,50,823.01,31.17,5,postpaid,north,13,1
1406,41,38,153.66,20.73,2,prepaid,north,7,1
1407,42,34,776.92,14.72,2,postpaid,east,7,1
1408,37,54,606.06,49.48,1,postpaid,north,3,0
1409,51,17,327.82,11.04,4,prepaid,south,0,1
1410,32,29,560.07,58.0,5,postpaid,east,8,1
1411,55,51,725.76,10.77,4,postpaid,east,7,1
1412,27,55,752.01,43.34,2,prepaid,south,11,0
1413,52,76,564.19,50.09,1,prepaid,east,10,0
1414,40,78,533.47,44.21,2,postpaid,south,9,0
1415,23,17,694.07,33.27,1,postpaid,west,8,0
1416,26,46,562.12,5.81,5,prepaid,east,2,1
1417,58,44,679.51,12.82,5,prepaid,south,1,0
1418,18,38,316.9,33.7,3,prepaid,north,2,1
1419,23,29,784.69,39.68,4,postpaid,north,6,1
1420,61,23,493.95,31.59,0,prepaid,north,2,0
1421,28,44,743.11,28.37,6,postpaid,south,4,0
1422,27,83,368.66,57.87,3,prepaid,west,5,0
1423,39,78,642.62,13.09,3,prepaid,south,14,0
1424,29,76,159.56,42.18,2,postpaid,north,11,0
1425,36,1,224.13,35.37,2,postpaid,east,9,1
1426,60,31,781.35,0.8,6,prepaid,east,7,1
1427,46,14,349.19,23.64,0,prepaid,south,7,0
1428,47,7,735.85,21.5,7,postpaid,west,1,1
1429,58,6,185.21,27.29,3,postpaid,north,2,1
1430,53,13,670.06,29.05,2,postpaid,west,10,1
1431,57,44,559.24,49.12,3,postpaid,north,14,1
1432,54,51,866.67,55.45,1,postpaid,west,12,0
1433,27,69,336.92,53.4,1,prepaid,north,5,0
1434,37,15,945.98,0.92,3,prepaid,east,3,1
1435,23,45,659.35,19.01,4,prepaid,north,6,0
1436,39,13,649.38,47.11,7,prepaid,south,11,1
1437,52,4,251.54,26.8,2,prepaid,north,8,0
1438,55,10,883.72,52.14,1,prepaid,north,13,1
1439,41,38,578.51,48.17,7,postpaid,east,5,1
1440,43,44,996.92,24.22,3,postpaid,east,9,1
1441,38,37,912.86,40.84,6,postpaid,south,6,1
1442,64,45,709.28,43.5,5,postpaid,west,7,1
1443,21,67,343.58,36.62,3,postpaid,north,12,1
1444,42,35,752.08,20.61,5,postpaid,east,12,0
1445,43,34,208.33,59.37,4,prepaid,south,0,0
1446,18,71,599.74,33.21,3,prepaid,east,13,0
1447,59,47,852.99,50.74,6,postpaid,south,2,1
1448,56,72,710.16,45.83,4,prepaid,west,5,0
1449,40,29,475.63,15.45,3,prepaid,west,1,1
1450,36,45,878.51,20.36,2,postpaid,east,2,0
1451,18,14,268.2,41.11,0,prepaid,south,11,1
1452,23,21,635.87,9.68,1,postpaid,south,12,0
1453,69,4,731.02,13.45,4,prepaid,south,11,1
1454,56,28,791.82,20.22,2,prepaid,east,8,1
1455,41,77,829.36,20.58,2,prepaid,north,4,0
1456,18,22,656.0,14.48,6,postpaid,south,0,1
1457,46,52,729.15,40.13,4,prepaid,west,4,0
1458,67,74,302.36,37.45,5,postpaid,east,5,0
1459,68,58,346.99,38.49,4,postpaid,west,5,1
1460,68,59,211.55,31.21,3,postpaid,east,5,1
1461,47,76,785.28,14.65,1,postpaid,north,5,0
1462,64,43,496.34,34.7,1,prepaid,south,7,0
1463,40,19,335.47,41.51,5,postpaid,south,1,1
1464,52,6,303.94,40.68,7,postpaid,east,1,1
1465,43,5,178.54,27.61,1,prepaid,south,9,1
1466,56,76,735.38,2.69,5,postpaid,north,4,1
1467,60,63,121.97,15.63,0,postpaid,east,9,0
1468,40,74,807.7,9.9,4,prepaid,north,11,0
1469,36,68,266.17,9.41,2,prepaid,east,5,0
1470,55,44,665.97,38.84,5,postpaid,north,3,1
1471,51,7,112.81,50.81,4,prepaid,west,4,0
1472,66,11,418.4,41.55,0,prepaid,north,9,1
1473,28,60,443.82,29.44,3,prepaid,south,8,0
1474,25,59,813.67,17.07,5,postpaid,north,10,1
1475,41,62,164.0,29.94,5,prepaid,south,11,1
1476,41,11,503.16,25.55,3,prepaid,south,10,1
1477,36,68,306.53,30.3,2,postpaid,north,10,0
1478,64,47,224.74,17.73,6,prepaid,east,14,1
1479,40,53,302.15,17.35,3,prepaid,north,12,1
1480,55,73,715.86,50.82,4,prepaid,west,8,0
1481,27,37,744.61,33.74,5,prepaid,east,0,0
1482,20,79,180.49,30.16,6,prepaid,east,5,0
1483,67,82,594.53,45.74,7,postpaid,east,10,1
1484,54,26,543.12,6.59,5,postpaid,west,7,1
1485,65,22,491.84,38.4,3,prepaid,south,3,0
1486,38,46,471.94,40.17,1,prepaid,north,5,0
1487,66,21,974.84,5.52,6,prepaid,east,1,1
1488,64,49,501.84,54.96,4,postpaid,east,14,1
1489,30,80,636.28,39.67,3,postpaid,east,5,0
1490,37,15,891.08,47.69,2,prepaid,south,0,0
1491,27,17,415.65,41.3,4,prepaid,east,3,0
1492,69,50,924.78,25.72,1,prepaid,east,2,1
1493,36,18,804.14,11.96,7,postpaid,east,2,1
1494,34,53,421.89,41.22,2,postpaid,north,7,0
1495,50,82,557.58,45.37,2,prepaid,west,7,0
1496,21,30,363.72,58.07,4,prepaid,south,9,0
1497,45,74,993.82,11.95,7,postpaid,south,14,1
1498,43,6,374.79,34.73,0,postpaid,north,10,1
1499,33,47,704.9,27.31,5,prepaid,north,3,0
1500,65,63,895.87,23.53,4,prepaid,south,14,0
1501,64,46,396.38,0.85,7,prepaid,south,11,1
1502,57,81,674.91,34.6,6,postpaid,west,1,0
1503,23,47,920.88,36.16,1,prepaid,north,11,0
1504,38,79,618.9,12.41,3,prepaid,west,10,0
1505,31,21,762.23,41.94,2,postpaid,west,1,0
1506,58,49,955.8,40.31,4,prepaid,west,7,0
1507,32,38,593.1,24.51,4,postpaid,south,10,1
1508,32,0,338.39,9.8,4,prepaid,west,7,1
1509,62,27,927.38,32.38,1,prepaid,east,12,0
1510,18,23,836.14,17.42,5,postpaid,west,3,1
1511,22,20,926.18,5.31,6,prepaid,south,1,1
1512,40,8,220.52,53.89,1,prepaid,east,13,1
1513,18,66,643.2,3.11,4,prepaid,east,6,0
1514,55,76,141.52,14.12,2,prepaid,north,2,0
1515,48,83,672.32,22.63,1,prepaid,south,4,0
1516,42,16,141.47,35.58,7,prepaid,east,8,1
1517,61,27,658.12,11.91,2,prepaid,south,11,1
1518,53,1,897.3,35.2,3,prepaid,north,1,0
1519,33,7,661.22,27.89,3,postpaid,west,0,1
1520,55,59,701.7,49.13,0,postpaid,west,10,0
1521,29,5,358.31,12.06,5,prepaid,north,3,1
1522,69,33,122.85,19.01,5,prepaid,east,13,1
1523,19,38,629.11,30.65,1,postpaid,east,12,1
1524,43,82,458.97,27.92,1,prepaid,north,6,0
1525,47,29,682.08,15.17,2,prepaid,north,1,0
1526,67,61,330.66,23.31,2,prepaid,west,8,1
1527,57,75,786.61,8.87,3,postpaid,east,13,0
1528,42,75,593.29,49.6,4,prepaid,south,4,0
1529,49,54,377.06,56.39,1,postpaid,north,10,0
1530,53,48,475.69,27.34,0,postpaid,south,6,1
1531,50,43,247.98,57.65,3,prepaid,north,5,1
1532,57,79,436.02,56.41,1,postpaid,north,10,0
1533,54,23,459.29,30.94,2,prepaid,north,4,0
1534,24,24,928.53,43.53,3,postpaid,north,10,1
1535,46,67,656.27,25.76,5,postpaid,north,6,1
1536,19,34,340.08,14.04,4,postpaid,south,4,1
1537,56,9,398.95,55.08,1,postpaid,north,5,0
1538,41,48,651.79,20.45,2,postpaid,north,2,0
1539,37,20,531.28,27.73,1,prepaid,south,7,0
1540,40,53,967.94,34.43,7,prepaid,east,10,1
1541,52,35,914.18,15.5,4,postpaid,east,0,1
1542,66,55,902.91,41.46,4,postpaid,north,8,0
1543,19,24,834.3,50.51,0,prepaid,north,1,0
1544,29,60,988.25,49.61,7,postpaid,east,13,1
1545,51,33,699.67,5.97,2,postpaid,west,1,0
1546,58,32,101.0,51.55,5,prepaid,north,12,0
1547,57,15,674.09,49.68,4,prepaid,east,11,1
1548,51,52,551.55,0.74,0,prepaid,south,5,0
1549,52,79,262.91,8.92,6,prepaid,west,9,1
1550,43,24,322.13,4.0,3,prepaid,west,4,1
1551,66,4,969.26,30.22,6,prepaid,north,2,1
1552,36,13,713.38,6.84,0,prepaid,north,5,1
1553,67,82,771.95,47.64,6,prepaid,south,2,0
1554,19,71,968.58,14.23,1,prepaid,south,4,0
1555,35,45,165.51,9.49,6,prepaid,east,6,1
1556,22,65,638.21,55.09,3,prepaid,north,9,0
1557,69,34,115.43,58.31,5,prepaid,east,12,1
1558,45,21,364.98,54.03,6,postpaid,north,1,1
1559,56,26,628.7,34.91,5,postpaid,south,12,1
1560,61,53,748.31,27.99,2,prepaid,west,7,0
1561,65,49,641.0,21.03,4,prepaid,east,0,0
1562,36,66,816.61,57.12,4,prepaid,south,14,1
1563,24,46,176.31,31.57,4,postpaid,north,11,1
1564,31,62,720.18,52.49,7,postpaid,east,5,1
1565,63,18,932.32,44.77,7,prepaid,north,14,1
1566,28,42,858.55,56.67,7,prepaid,south,7,0
1567,43,57,411.03,25.44,5,postpaid,east,13,1
1568,61,62,691.34,3.97,7,prepaid,west,6,0
1569,37,66,262.42,11.23,3,prepaid,east,5,0
1570,41,5,616.9,3.25,0,prepaid,south,7,0
1571,46,35,791.24,25.13,7,prepaid,east,11,0
1572,67,64,940.42,5.36,5,prepaid,east,1,0
1573,62,14,347.34,26.56,3,prepaid,north,9,1
1574,33,5,119.69,51.15,6,prepaid,north,3,1
1575,51,83,590.34,39.08,7,prepaid,south,12,1
1576,18,6,303.88,56.26,5,prepaid,south,10,1
1577,44,76,372.44,17.24,0,postpaid,north,2,0
1578,37,11,571.88,8.99,7,prepaid,west,14,1
1579,36,41,99.23,24.42,0,prepaid,south,11,1
1580,23,42,976.23,35.22,0,prepaid,east,7,0
1581,20,59,387.85,54.19,5,prepaid,south,5,1
1582,21,27,114.4,51.05,3,postpaid,east,12,1
1583,35,53,871.94,38.11,4,postpaid,north,3,0
1584,37,31,761.97,37.44,7,prepaid,north,3,0
1585,64,70,402.57,56.76,1,prepaid,west,1,0
1586,46,53,344.88,34.58,1,prepaid,south,1,0
1587,21,49,421.61,22.4,2,postpaid,west,8,0
1588,52,83,945.14,18.0,5,prepaid,west,8,0
1589,21,81,780.7,6.97,0,prepaid,west,3,0
1590,66,26,412.61,19.76,2,postpaid,south,0,0
1591,69,67,796.52,49.21,5,postpaid,north,3,0
1592,34,57,857.32,37.07,5,postpaid,south,13,1
