monthly_income,credit_score,job_type,existing_loans,savings_ratio,creditworthy
101765,542,salaried,0,0.56,1
89250,340,salaried,0,0.33,1
42202,892,salaried,2,0.37,1
99881,686,salaried,4,0.03,0
77122,762,salaried,4,0.16,0
84590,666,student,4,0.43,0
79990,547,salaried,3,0.12,0
145415,418,retired,4,0.24,1
94636,624,salaried,2,0.27,1
130341,419,salaried,4,0.27,1
31665,479,salaried,1,0.34,0
121756,887,business,4,0.36,1
10206,589,business,4,0.18,0
27111,760,salaried,0,0.41,1
75630,783,student,4,0.14,0
65919,329,retired,0,0.29,0
34230,534,student,1,0.28,0
107475,742,student,0,0.33,1
147946,590,student,2,0.09,1
25050,582,student,0,0.46,0
97063,685,salaried,0,0.53,1
42107,804,business,0,0.06,1
120660,607,student,0,0.54,1
67523,319,business,0,0.39,1
33449,429,business,4,0.19,0
103908,413,student,4,0.15,0
49410,808,salaried,2,0.19,0
21487,384,salaried,2,0.08,0
106879,788,student,3,0.42,1
121577,676,retired,0,0.29,1
15243,758,student,3,0.31,0
18401,711,business,4,0.05,0
98615,322,salaried,1,0.49,1
142606,408,business,0,0.38,1
13073,426,salaried,4,0.4,0
39476,769,retired,2,0.14,0
35357,764,retired,3,0.02,0
73281,745,business,1,0.42,1
19290,602,salaried,3,0.32,0
110370,891,salaried,1,0.51,1
129711,866,salaried,4,0.58,1
103785,420,student,3,0.3,0
80413,335,salaried,0,0.47,1
118635,725,student,2,0.58,1
75487,779,salaried,0,0.22,1
101203,866,salaried,0,0.11,1
54452,519,salaried,2,0.21,0
131514,538,salaried,3,0.24,1
120194,653,business,4,0.14,1
40703,373,salaried,1,0.11,0
68941,465,student,1,0.13,0
76714,557,salaried,2,0.51,1
131423,352,retired,4,0.05,0
86865,660,salaried,2,0.11,1
70223,460,business,3,0.33,0
77160,575,salaried,2,0.24,0
13928,336,salaried,4,0.3,0
14505,710,salaried,3,0.19,0
126966,474,salaried,2,0.36,1
147061,516,salaried,2,0.22,1
120220,452,student,4,0.39,0
11985,346,business,1,0.47,0
71767,841,salaried,1,0.44,1
77342,354,student,1,0.6,0
46489,838,business,2,0.4,1
58380,692,student,3,0.37,0
11648,878,retired,2,0.2,0
71588,767,salaried,0,0.57,1
108760,502,retired,2,0.32,1
113389,300,salaried,2,0.17,0
148254,695,salaried,3,0.08,1
143325,796,salaried,4,0.29,1
143018,581,student,1,0.07,1
99294,826,business,0,0.34,1
141447,668,business,3,0.1,1
145572,663,business,1,0.14,1
34963,737,salaried,2,0.49,1
110015,806,salaried,4,0.28,1
102288,481,student,0,0.01,0
87518,778,salaried,0,0.51,1
84168,378,business,0,0.25,1
94060,485,student,3,0.44,0
86151,891,business,0,0.13,1
46599,587,business,0,0.11,1
105665,637,retired,1,0.25,1
40328,558,retired,4,0.47,0
126257,812,salaried,2,0.21,1
20935,844,retired,1,0.41,1
45972,861,salaried,2,0.4,1
149826,416,salaried,1,0.08,1
71783,404,business,2,0.45,0
63123,342,salaried,2,0.4,0
131775,883,student,3,0.33,1
81347,859,salaried,3,0.42,1
77029,417,student,3,0.02,0
147175,367,retired,0,0.23,1
142401,815,salaried,3,0.05,1
119261,694,business,4,0.39,1
59805,771,business,0,0.5,1
95254,416,salaried,4,0.57,0
81882,682,student,1,0.11,0
42967,806,salaried,4,0.35,0
133060,752,salaried,2,0.25,1
104372,321,student,3,0.29,0
46098,782,salaried,0,0.23,1
86807,645,student,4,0.04,0
93355,375,salaried,1,0.47,0
26317,830,salaried,0,0.19,1
27476,849,business,0,0.18,1
10605,861,student,4,0.08,0
47567,490,salaried,1,0.56,0
127358,420,student,4,0.42,0
12335,531,business,3,0.11,0
41460,636,student,1,0.6,0
10389,733,student,2,0.06,0
63100,479,salaried,3,0.05,0
98342,308,business,0,0.5,1
49562,833,salaried,2,0.11,1
138003,810,salaried,3,0.19,1
94067,504,salaried,2,0.56,1
43627,364,business,1,0.59,0
44086,576,business,4,0.09,0
30656,527,student,0,0.39,0
128257,662,student,3,0.01,0
19357,394,business,0,0.32,0
104778,843,business,4,0.28,1
99885,896,salaried,0,0.31,1
15189,754,business,4,0.02,0
55187,813,salaried,2,0.35,1
41533,569,business,2,0.45,0
88574,648,business,2,0.25,1
57644,304,salaried,2,0.33,0
97120,457,salaried,3,0.19,0
79587,374,salaried,3,0.42,0
54015,565,salaried,0,0.01,0
133811,552,student,0,0.57,1
140138,401,business,3,0.22,1
105339,897,business,0,0.16,1
104934,816,student,1,0.47,1
13637,857,salaried,0,0.06,1
106172,564,salaried,1,0.49,1
38184,789,business,4,0.54,1
83742,533,salaried,1,0.25,0
96352,608,salaried,2,0.29,1
119782,495,student,0,0.11,1
34651,345,business,3,0.39,0
54196,853,student,1,0.35,1
49513,704,student,3,0.49,0
39362,552,business,3,0.34,0
134961,839,student,1,0.45,1
146992,413,salaried,4,0.06,0
14270,560,business,4,0.33,0
40582,452,business,4,0.04,0
137538,477,retired,4,0.09,0
136824,494,salaried,2,0.13,1
39918,359,business,2,0.11,0
47728,843,student,1,0.07,0
79186,467,salaried,4,0.24,0
132784,425,student,1,0.44,1
22290,542,business,1,0.04,0
116450,410,salaried,0,0.41,1
124844,868,student,4,0.47,1
112177,758,salaried,4,0.43,1
118708,700,student,0,0.15,1
18861,659,salaried,3,0.29,0
139284,786,salaried,3,0.2,1
141599,882,salaried,3,0.07,1
128562,723,business,3,0.03,1
60986,331,student,4,0.51,0
52545,382,salaried,3,0.26,0
36854,479,student,1,0.55,0
132976,476,retired,2,0.18,1
114260,528,salaried,4,0.4,1
77422,790,salaried,0,0.57,1
40040,784,student,3,0.53,0
148456,392,retired,3,0.01,0
38713,584,student,4,0.07,0
48027,453,salaried,2,0.23,0
87762,560,salaried,4,0.06,0
14124,899,student,3,0.16,0
111788,619,salaried,1,0.58,1
133101,467,salaried,1,0.14,1
132908,457,salaried,0,0.51,1
37107,505,business,3,0.57,0
13695,828,business,2,0.12,0
75434,867,salaried,1,0.38,1
52747,791,retired,1,0.39,1
87360,454,student,3,0.19,0
29891,524,salaried,3,0.41,0
65117,576,salaried,3,0.15,0
45796,735,salaried,4,0.39,0
110275,864,business,3,0.37,1
79252,438,student,4,0.02,0
58908,409,retired,4,0.39,0
122337,700,salaried,1,0.09,1
24225,799,business,0,0.48,1
25787,392,salaried,4,0.11,0
146060,456,salaried,4,0.42,1
118447,863,business,2,0.26,1
107157,389,student,0,0.02,0
22662,459,salaried,4,0.13,0
75629,423,retired,3,0.37,0
61688,875,salaried,0,0.19,1
80706,836,salaried,0,0.26,1
149057,637,salaried,3,0.1,1
40777,723,salaried,1,0.39,1
31476,404,student,4,0.32,0
134038,815,business,1,0.22,1
44801,759,business,2,0.29,1
122615,664,salaried,0,0.38,1
20199,671,student,1,0.02,0
98086,610,salaried,0,0.09,1
26885,303,business,3,0.49,0
146892,579,salaried,0,0.24,1
101054,402,salaried,3,0.5,0
46011,648,business,1,0.2,1
85580,341,retired,0,0.46,0
34966,717,salaried,0,0.51,1
46837,836,salaried,4,0.12,0
22949,330,student,3,0.3,0
68486,832,business,3,0.46,1
137872,710,business,4,0.52,1
45249,758,salaried,0,0.42,1
43800,698,salaried,4,0.05,0
29503,668,student,0,0.56,0
52156,558,retired,4,0.33,0
102763,531,retired,4,0.39,0
19772,842,business,2,0.34,1
57123,493,salaried,4,0.26,0
149310,601,salaried,2,0.18,1
57673,800,business,3,0.4,1
9173,670,business,1,0.1,0
51967,739,business,2,0.1,0
68259,330,student,3,0.45,0
14208,591,student,3,0.02,0
80182,860,retired,3,0.38,1
90780,821,business,4,0.21,1
83325,735,business,1,0.38,1
52018,803,business,3,0.54,1
59081,745,student,4,0.34,0
12216,641,salaried,4,0.53,0
37534,813,student,1,0.48,0
72835,495,retired,3,0.27,0
104518,670,salaried,0,0.24,1
135163,806,salaried,0,0.31,1
93184,717,salaried,2,0.49,1
110004,387,salaried,1,0.55,1
108985,716,student,4,0.53,1
29378,503,salaried,2,0.41,0
70436,814,salaried,4,0.48,1
140311,330,salaried,4,0.18,0
37407,655,salaried,1,0.14,0
17055,879,business,1,0.59,1
22493,866,salaried,4,0.08,0
145463,610,student,2,0.34,1
41389,598,business,2,0.27,0
11954,623,business,2,0.29,0
26673,692,retired,1,0.04,0
50835,503,business,3,0.37,0
98203,624,student,3,0.56,1
64389,856,business,0,0.45,1
35555,571,salaried,3,0.57,0
135159,756,student,3,0.47,1
149268,742,salaried,2,0.29,1
27382,463,student,3,0.17,0
18081,665,retired,2,0.55,0
89840,303,salaried,2,0.12,0
53888,351,student,0,0.45,0
136166,734,retired,0,0.53,1
121838,452,student,0,0.12,0
72990,429,salaried,3,0.22,0
79191,372,student,4,0.43,0
129068,613,salaried,0,0.47,1
46893,376,salaried,3,0.23,0
79278,617,business,4,0.15,0
19096,597,retired,1,0.58,0
88638,418,salaried,1,0.16,0
57061,337,business,4,0.18,0
43133,474,salaried,3,0.42,0
67976,624,salaried,2,0.24,1
27253,673,retired,2,0.11,0
70681,652,student,4,0.21,0
131163,372,salaried,3,0.05,0
95814,424,business,0,0.05,1
108516,323,student,1,0.05,0
120662,839,salaried,2,0.23,1
46036,362,student,2,0.18,0
24262,689,retired,0,0.54,0
50692,865,business,1,0.25,1
42742,600,business,1,0.51,1
91818,412,salaried,4,0.42,0
39550,590,salaried,3,0.03,0
148539,781,business,2,0.25,1
119736,529,retired,0,0.51,1
36243,568,student,4,0.16,0
118080,619,business,1,0.12,1
80892,731,business,1,0.54,1
126937,630,business,3,0.59,1
125708,756,business,0,0.14,1
114795,383,salaried,0,0.18,1
136704,454,student,0,0.48,1
82176,859,retired,2,0.12,1
111992,775,business,1,0.11,1
45869,427,student,4,0.32,0
29982,446,salaried,0,0.48,0
52503,356,student,4,0.03,0
23217,656,salaried,0,0.54,1
23786,444,salaried,0,0.58,0
14095,747,salaried,4,0.47,0
80642,733,student,0,0.01,0
144137,655,retired,3,0.44,1
106186,397,business,3,0.31,1
37343,876,salaried,4,0.07,0
26848,712,student,4,0.47,0
90135,597,business,3,0.4,1
68653,495,student,1,0.31,0
123715,549,student,0,0.24,1
71105,401,salaried,4,0.32,0
137186,788,salaried,3,0.34,1
144973,384,retired,4,0.04,0
15552,632,retired,0,0.6,0
141150,480,business,0,0.56,1
57621,490,business,0,0.21,1
114493,809,salaried,3,0.1,1
36829,358,business,0,0.59,0
99460,526,salaried,3,0.47,1
130193,335,business,3,0.32,1
124103,803,retired,0,0.29,1
147124,700,retired,1,0.01,1
122317,402,salaried,3,0.15,1
52897,829,business,0,0.02,1
122864,583,salaried,2,0.31,1
138861,613,salaried,3,0.3,1
47325,566,salaried,0,0.56,1
108095,635,salaried,1,0.4,1
141493,703,salaried,0,0.37,1
66453,551,business,1,0.51,1
19674,593,student,4,0.03,0
84026,457,salaried,4,0.47,0
84814,496,student,0,0.57,0
54167,468,business,1,0.28,0
132528,630,salaried,0,0.14,1
112787,346,salaried,1,0.1,0
48231,556,student,1,0.15,0
24300,541,business,2,0.29,0
106559,570,salaried,0,0.18,1
37117,356,business,1,0.06,0
72917,466,retired,2,0.09,0
134000,631,business,2,0.0,1
107661,739,business,0,0.2,1
91302,655,student,2,0.21,0
119009,514,salaried,3,0.42,1
41183,838,business,3,0.48,1
70324,613,salaried,2,0.46,0
21609,370,salaried,4,0.49,0
133664,590,student,1,0.34,1
134766,405,salaried,3,0.38,1
68341,352,student,0,0.09,0
15421,886,student,2,0.1,0
64391,639,salaried,3,0.57,1
81255,795,salaried,2,0.12,1
57623,370,business,4,0.01,0
62243,683,student,3,0.11,0
98459,309,salaried,3,0.36,0
106962,788,salaried,3,0.55,1
22415,342,salaried,2,0.5,0
75024,734,business,3,0.31,1
62154,521,business,0,0.45,1
95633,516,salaried,2,0.13,0
23008,855,business,0,0.35,1
115861,811,salaried,2,0.45,1
133873,456,salaried,3,0.11,1
13483,794,business,1,0.06,1
146877,850,salaried,1,0.56,1
42885,555,business,2,0.12,0
92442,465,retired,2,0.42,0
135652,765,business,1,0.1,1
12256,336,salaried,4,0.19,0
10268,895,salaried,3,0.05,0
65761,752,salaried,3,0.46,1
108751,651,salaried,4,0.37,1
106825,772,business,0,0.28,1
82751,584,student,2,0.22,0
103686,422,salaried,1,0.34,1
36144,411,business,1,0.45,0
45810,348,salaried,4,0.26,0
16615,754,salaried,3,0.31,0
94217,529,business,2,0.01,0
75150,589,salaried,1,0.29,1
84959,643,salaried,4,0.55,0
143595,568,salaried,2,0.4,1
78914,813,retired,1,0.59,1
61395,875,salaried,2,0.34,1
98932,811,retired,3,0.03,0
74269,620,salaried,1,0.1,1
56252,711,student,4,0.09,0
146710,550,business,4,0.59,1
88210,811,student,3,0.07,0
132681,311,salaried,3,0.12,0
62974,323,student,4,0.29,0
17854,372,student,0,0.36,0
112657,306,salaried,4,0.28,0
77013,628,salaried,3,0.08,0
83137,594,business,0,0.31,1
89620,417,salaried,4,0.16,0
25294,663,student,3,0.11,0
24728,824,salaried,3,0.42,1
41118,645,student,0,0.37,0
66785,561,business,3,0.43,1
124427,472,business,0,0.43,1
77599,359,student,2,0.51,0
60993,690,student,3,0.29,0
93749,889,salaried,2,0.42,1
117339,488,business,4,0.37,1
35650,720,student,2,0.29,0
130876,333,salaried,3,0.3,0
39424,859,salaried,0,0.34,1
130061,463,salaried,1,0.1,1
102124,664,business,4,0.01,1
16029,654,retired,4,0.34,0
140933,496,salaried,1,0.23,1
84456,840,salaried,3,0.2,1
93707,762,student,4,0.58,0
13055,841,salaried,1,0.36,1
108061,699,student,1,0.21,1
81332,608,salaried,0,0.22,1
103956,379,student,4,0.14,0
53431,581,retired,4,0.08,0
134460,538,salaried,4,0.23,1
132943,674,salaried,1,0.52,1
141598,718,salaried,3,0.14,1
30725,587,retired,0,0.57,0
81483,522,student,1,0.17,0
57095,611,business,3,0.34,0
64946,802,student,2,0.14,0
12651,748,salaried,0,0.02,0
9825,899,student,1,0.42,0
102197,513,salaried,0,0.21,1
11834,721,salaried,3,0.35,0
12473,309,student,0,0.4,0
9257,524,business,4,0.28,0
20296,598,salaried,2,0.0,0
138583,856,retired,3,0.13,1
77350,353,retired,3,0.51,0
88765,897,salaried,3,0.15,1
98274,541,student,1,0.35,0
137079,374,business,1,0.52,1
74932,815,retired,2,0.33,1
143165,613,salaried,1,0.48,1
134136,822,retired,3,0.27,1
108864,445,student,1,0.43,0
12344,306,retired,2,0.17,0
59180,619,student,1,0.22,0
84749,808,salaried,3,0.15,1
26435,378,business,0,0.45,0
134183,876,student,2,0.53,1
128059,412,business,4,0.42,1
102636,718,business,4,0.09,1
133223,875,student,2,0.03,1
145299,504,student,1,0.24,1
135459,431,retired,0,0.08,1
44401,877,student,3,0.38,0
73372,437,student,0,0.32,0
8976,401,business,1,0.25,0
52083,363,salaried,2,0.46,0
61029,475,student,1,0.43,0
20149,821,salaried,3,0.02,0
79580,388,salaried,0,0.25,0
59810,635,retired,4,0.08,0
149722,380,salaried,1,0.01,1
103635,796,student,3,0.31,1
19738,660,salaried,0,0.6,1
48390,553,salaried,3,0.19,0
78357,396,business,3,0.38,0
148831,841,student,0,0.51,1
23286,329,salaried,4,0.02,0
51817,788,salaried,2,0.22,1
126195,815,student,3,0.54,1
111419,730,salaried,4,0.14,1
119614,467,salaried,1,0.53,1
128300,730,student,0,0.02,1
57438,643,business,4,0.22,0
55513,800,business,1,0.04,1
111807,317,salaried,2,0.47,1
86637,597,business,1,0.08,1
39906,462,salaried,2,0.46,0
102093,675,business,4,0.2,1
138369,582,salaried,2,0.1,1
93068,332,retired,1,0.23,0
144592,416,student,0,0.24,1
136620,823,retired,2,0.1,1
97988,883,salaried,0,0.31,1
129777,415,business,3,0.42,1
85164,659,business,1,0.24,1
25493,521,business,1,0.09,0
100383,565,retired,1,0.24,1
83447,651,business,2,0.36,1
53878,716,salaried,1,0.07,1
67750,376,retired,3,0.38,0
57936,422,salaried,1,0.01,0
12406,505,business,4,0.21,0
136543,482,salaried,2,0.01,1
73842,784,student,1,0.42,1
77772,637,student,2,0.15,0
20555,574,salaried,3,0.46,0
104796,530,business,2,0.18,1
19251,624,salaried,1,0.12,0
61937,438,business,1,0.08,0
62574,863,retired,0,0.05,1
29353,372,business,0,0.12,0
97307,658,salaried,2,0.48,1
34869,521,student,4,0.35,0
97121,634,business,3,0.0,1
11061,812,salaried,2,0.19,0
69644,341,student,4,0.48,0
122714,375,retired,1,0.2,0
113749,363,student,0,0.29,0
67022,368,salaried,2,0.35,0
10088,717,student,2,0.51,0
102875,695,salaried,1,0.45,1
137766,312,salaried,3,0.48,0
36830,832,business,3,0.57,1
85634,676,salaried,1,0.33,1
49800,542,salaried,2,0.06,0
11447,501,salaried,0,0.1,0
148201,334,student,4,0.6,0
37232,615,business,4,0.03,0
37654,678,salaried,3,0.22,0
28621,666,salaried,0,0.15,0
115912,855,student,0,0.48,1
9254,392,salaried,0,0.2,0
148255,793,business,3,0.2,1
26604,469,business,4,0.42,0
106613,597,student,4,0.45,0
16218,510,business,0,0.39,0
119701,374,business,3,0.37,0
140639,425,student,1,0.22,0
86993,353,business,4,0.39,0
13010,569,salaried,2,0.49,0
65979,704,salaried,3,0.19,1
98568,450,retired,0,0.57,1
149442,631,salaried,0,0.45,1
44130,516,business,3,0.39,0
125192,355,business,2,0.46,1
71445,517,salaried,4,0.1,0
33728,802,business,3,0.1,1
135824,793,student,1,0.14,1
93243,726,salaried,3,0.07,1
68571,544,retired,0,0.36,1
76505,482,salaried,4,0.26,0
128121,752,salaried,0,0.27,1
107367,505,business,2,0.32,1
128368,418,salaried,3,0.06,0
103608,511,salaried,0,0.43,1
141765,779,salaried,4,0.29,1
128404,800,student,2,0.52,1
117784,330,salaried,2,0.51,0
134539,748,salaried,4,0.41,1
102812,365,student,2,0.06,0
20247,396,student,0,0.0,0
116646,566,student,3,0.09,0
57592,693,student,2,0.48,0
35548,666,salaried,2,0.23,0
143140,644,retired,1,0.49,1
23849,351,student,0,0.31,0
115885,713,business,0,0.01,1
61907,644,student,0,0.26,0
76119,810,business,1,0.16,1
65389,741,student,1,0.46,0
83679,748,salaried,2,0.14,1
85658,531,student,1,0.59,0
36955,348,student,2,0.3,0
94263,595,student,3,0.47,0
14248,415,business,0,0.38,0
64467,580,retired,0,0.57,1
101670,315,salaried,2,0.23,0
144059,792,salaried,3,0.23,1
125369,468,salaried,4,0.55,1
10354,732,student,1,0.57,0
66719,537,business,3,0.52,1
17765,821,student,1,0.57,0
47420,327,business,1,0.23,0
128318,485,salaried,3,0.48,1
57850,398,salaried,1,0.17,0
109820,351,student,1,0.44,0
60314,834,salaried,4,0.14,0
28536,799,salaried,4,0.35,0
39416,617,business,4,0.2,0
93173,408,salaried,0,0.02,0
36698,418,student,4,0.51,0
110504,790,student,2,0.29,1
24664,773,retired,3,0.56,0
24553,577,business,0,0.02,0
67639,774,business,1,0.17,1
9070,831,salaried,3,0.08,0
74540,515,salaried,1,0.24,0
105008,524,student,0,0.34,0
122931,653,student,2,0.46,1
15720,629,salaried,0,0.52,0
74551,490,salaried,2,0.46,0
144784,521,student,2,0.34,1
55487,598,student,1,0.17,0
36025,533,student,1,0.28,0
124379,519,salaried,4,0.26,1
108861,642,retired,1,0.16,1
51906,714,business,2,0.18,0
22237,802,business,3,0.38,0
128279,811,business,4,0.12,1
57616,637,salaried,1,0.21,1
24153,882,salaried,4,0.24,0
128279,720,business,2,0.1,1
119237,506,student,2,0.17,0
58258,570,salaried,3,0.23,0
30568,787,retired,1,0.23,1
98672,398,salaried,1,0.39,1
33782,486,salaried,1,0.58,0
55198,545,business,1,0.42,0
114483,793,student,0,0.12,1
144306,819,student,3,0.23,1
82673,475,salaried,0,0.07,1
101473,575,salaried,1,0.57,1
142036,422,salaried,2,0.44,1
94505,806,salaried,1,0.46,1
72600,316,student,4,0.59,0
106661,824,business,3,0.38,1
93964,465,salaried,4,0.01,0
81834,855,student,2,0.52,1
34858,385,business,2,0.51,0
29312,805,salaried,4,0.12,0
100095,867,salaried,0,0.23,1
108936,865,salaried,2,0.46,1
65879,411,salaried,3,0.48,0
63989,456,business,4,0.45,0
138903,339,salaried,0,0.29,1
39533,730,salaried,3,0.59,1
45707,736,business,3,0.08,0
99208,633,business,2,0.19,1
99900,836,retired,2,0.58,1
119747,359,student,1,0.19,0
95756,492,business,1,0.51,1
20504,320,salaried,2,0.08,0
42922,522,student,4,0.23,0
77725,798,retired,1,0.2,1
133725,688,salaried,3,0.42,1
28127,569,business,0,0.34,0
79604,460,business,2,0.54,1
110951,578,salaried,0,0.42,1
33882,382,business,3,0.53,0
42831,480,business,0,0.11,0
43560,884,salaried,4,0.39,1
107078,491,business,2,0.48,1
42165,621,salaried,1,0.54,1
117043,398,salaried,4,0.39,0
130395,543,business,0,0.08,1
8374,721,business,2,0.37,0
27457,387,retired,2,0.4,0
21636,360,salaried,4,0.56,0
57165,440,retired,0,0.37,0
67700,785,student,1,0.56,1
51728,858,student,2,0.51,0
86315,406,salaried,2,0.03,0
30751,771,business,2,0.17,1
120152,715,business,2,0.26,1
28667,540,salaried,4,0.07,0
51037,831,salaried,4,0.28,0
21008,795,retired,3,0.13,0
102731,826,salaried,2,0.2,1
46743,464,salaried,0,0.44,1
28628,828,salaried,0,0.29,1
59689,863,salaried,1,0.26,1
81824,710,business,2,0.57,1
127110,342,salaried,1,0.36,1
116664,539,retired,1,0.21,1
131542,739,retired,3,0.22,1
126640,389,student,1,0.18,0
106474,838,business,3,0.25,1
42135,304,retired,2,0.37,0
86935,810,retired,4,0.55,1
111466,371,salaried,2,0.04,0
107414,697,student,4,0.11,0
27979,681,retired,4,0.09,0
146483,446,retired,2,0.36,1
149069,695,salaried,0,0.07,1
12266,796,student,2,0.25,0
124368,681,business,0,0.11,1
24242,653,salaried,3,0.19,0
51320,429,business,0,0.13,0
59019,579,salaried,4,0.49,0
9140,779,business,4,0.54,0
52715,816,business,1,0.24,1
55161,675,business,0,0.11,1
95746,882,salaried,0,0.34,1
22098,657,business,0,0.6,1
127262,478,salaried,3,0.04,0
125444,792,student,2,0.15,1
62745,858,salaried,2,0.46,1
55321,428,student,3,0.32,0
57860,882,business,0,0.15,1
111027,486,salaried,2,0.14,1
52154,679,salaried,4,0.54,0
111778,638,business,4,0.15,1
148695,493,salaried,2,0.05,1
45393,877,salaried,0,0.5,1
68696,840,salaried,4,0.57,1
18985,797,business,1,0.36,1
79298,595,business,2,0.09,1
60548,345,salaried,0,0.11,0
28428,660,salaried,3,0.49,0
131779,620,salaried,4,0.37,1
109784,310,student,1,0.13,0
110770,494,retired,3,0.33,0
115843,394,salaried,0,0.24,1
94935,634,student,4,0.54,0
124089,473,business,0,0.45,1
147160,838,salaried,4,0.47,1
103377,535,salaried,3,0.25,1
56030,500,student,2,0.24,0
49702,350,business,3,0.1,0
113191,453,business,0,0.38,1
137883,739,salaried,2,0.32,1
91902,504,salaried,4,0.52,0
95989,330,retired,4,0.01,0
27836,519,student,1,0.14,0
100858,754,business,2,0.0,1
99715,508,business,3,0.41,1
81191,553,student,4,0.54,0
25950,645,salaried,0,0.37,0
62853,702,salaried,3,0.31,0
72632,330,salaried,1,0.2,0
29480,637,business,2,0.12,0
32123,653,salaried,2,0.33,0
106095,551,business,3,0.56,1
80890,323,business,4,0.28,0
29713,364,retired,1,0.51,0
130933,711,salaried,1,0.28,1
28281,358,salaried,0,0.49,0
127337,753,business,1,0.39,1
107628,617,retired,3,0.25,0
30157,562,salaried,3,0.57,0
47990,490,salaried,0,0.05,0
23013,853,salaried,3,0.45,1
51028,791,student,1,0.06,0
131645,640,student,4,0.31,0
101735,800,salaried,3,0.23,1
92728,633,salaried,1,0.55,1
149187,878,retired,3,0.03,1
16912,332,student,4,0.46,0
32523,844,salaried,3,0.51,1
101803,316,business,0,0.36,1
42800,548,business,3,0.12,0
38022,706,salaried,4,0.43,0
121174,337,salaried,4,0.14,0
122003,319,salaried,1,0.43,1
115579,786,student,3,0.17,1
98426,476,salaried,0,0.01,1
67698,477,student,4,0.53,0
16003,748,salaried,0,0.39,1
9035,870,salaried,3,0.42,0
89901,417,salaried,4,0.35,0
111512,307,salaried,3,0.47,0
13018,820,salaried,4,0.51,0
105345,663,salaried,4,0.09,1
148674,316,salaried,3,0.38,1
96064,752,student,0,0.1,1
144482,399,business,1,0.48,1
144634,575,salaried,4,0.39,1
14513,694,student,1,0.19,0
105676,552,salaried,1,0.01,1
135836,741,salaried,3,0.5,1
79735,577,salaried,0,0.09,1
49291,774,salaried,4,0.6,1
14274,743,salaried,4,0.21,0
146738,333,salaried,4,0.53,1
132012,519,retired,4,0.22,0
54046,442,salaried,4,0.28,0
75339,728,business,4,0.39,1
75673,636,business,1,0.54,1
123667,713,salaried,3,0.25,1
47001,726,salaried,0,0.36,1
106459,767,student,0,0.4,1
123855,517,salaried,2,0.16,1
135104,422,salaried,1,0.04,1
76122,336,student,1,0.17,0
68740,425,salaried,3,0.32,0
145362,408,business,1,0.47,1
21578,813,salaried,1,0.24,1
147500,422,salaried,0,0.32,1
86918,800,salaried,1,0.35,1
115844,751,salaried,0,0.31,1
64890,487,salaried,0,0.51,1
145309,754,student,4,0.02,1
116425,643,business,2,0.14,1
131179,756,salaried,0,0.19,1
66623,748,business,1,0.57,1
128636,346,salaried,2,0.03,0
147781,787,salaried,1,0.04,1
9511,618,salaried,4,0.02,0
25397,696,business,1,0.16,1
60108,685,business,0,0.12,1
41192,651,salaried,0,0.01,0
30422,817,salaried,3,0.19,0
81561,416,salaried,3,0.14,0
84475,671,salaried,1,0.45,1
58356,833,student,3,0.35,0
18256,773,salaried,3,0.11,0
88605,468,retired,0,0.07,0
9613,773,student,4,0.03,0
111723,333,salaried,1,0.56,1
17004,491,salaried,1,0.33,0
23779,478,student,4,0.03,0
55920,807,retired,3,0.09,0
104844,743,business,4,0.22,1
81343,369,salaried,2,0.17,0
145316,434,salaried,4,0.33,1
66018,307,student,3,0.57,0
9222,822,retired,2,0.24,0
61355,326,salaried,3,0.38,0
11010,430,student,2,0.3,0
119279,337,salaried,1,0.27,1
132376,450,student,4,0.08,0
11699,718,business,2,0.12,0
33151,853,salaried,1,0.15,1
143576,667,salaried,0,0.08,1
38333,557,business,1,0.34,0
141078,728,salaried,1,0.44,1
45021,728,student,4,0.56,0
79626,557,student,2,0.52,0
122551,524,business,0,0.29,1
37760,638,retired,4,0.37,0
118343,493,student,4,0.25,0
56774,607,retired,3,0.55,0
12901,582,salaried,2,0.56,0
119282,676,salaried,3,0.39,1
35145,732,salaried,3,0.48,0
148190,808,business,3,0.58,1
20927,501,business,4,0.15,0
49640,430,student,4,0.44,0
61522,565,retired,3,0.12,0
90044,619,business,4,0.36,1
31234,598,business,4,0.43,0
139899,790,student,3,0.28,1
110020,333,salaried,3,0.26,0
137615,634,business,3,0.21,1
110639,872,business,0,0.53,1
26457,619,salaried,2,0.42,0
141769,886,salaried,3,0.35,1
29312,899,salaried,4,0.46,1
19245,379,salaried,1,0.33,0
93744,810,salaried,4,0.59,1
92147,354,salaried,0,0.32,0
56155,548,salaried,2,0.09,0
89058,378,salaried,3,0.15,0
146713,308,business,0,0.08,1
60564,482,student,2,0.28,0
23286,426,salaried,2,0.19,0
81910,669,salaried,3,0.56,1
87873,728,salaried,4,0.18,0
66543,451,student,3,0.06,0
146398,375,student,2,0.37,0
55276,665,salaried,3,0.13,0
97023,598,student,1,0.28,0
32848,882,salaried,4,0.15,0
20551,784,business,1,0.33,1
90006,504,salaried,3,0.03,0
34422,581,salaried,4,0.58,0
137900,582,salaried,0,0.6,1
97488,795,business,2,0.4,1
131780,363,salaried,1,0.09,1
113397,663,salaried,1,0.4,1
140845,784,student,1,0.14,1
68717,844,student,1,0.59,1
88803,821,business,2,0.14,1
63724,506,business,4,0.46,0
144870,897,salaried,1,0.14,1
