budget_million,runtime_min,genre,num_screens,marketing_spend_million,box_office_revenue_million
265.8,146,action,4184,74.0,703.8
38.4,147,drama,1210,64.6,199.13
20.9,85,drama,2835,12.3,121.45
196.8,111,comedy,3814,81.2,557.02
72.0,106,drama,531,60.4,229.69
70.6,102,scifi,3985,66.1,300.58
46.6,170,action,4209,12.0,206.37
299.2,173,action,1738,87.2,713.81
122.2,171,action,4085,55.8,416.16
266.0,156,comedy,692,50.5,557.34
104.5,95,horror,2352,77.4,297.33
244.2,149,drama,3494,39.6,556.48
14.0,98,horror,1965,77.0,137.47
63.3,135,drama,2061,3.1,154.46
137.2,128,comedy,3162,77.5,446.65
68.1,98,horror,1279,58.2,217.24
98.7,128,action,917,50.1,281.14
166.3,129,action,3760,28.4,417.39
82.7,130,drama,2943,47.0,245.48
121.2,163,comedy,4212,56.3,393.03
53.6,154,comedy,2362,56.0,244.52
220.4,127,drama,1097,64.5,508.38
37.9,164,drama,860,22.9,123.25
212.9,152,drama,2299,90.9,546.0
199.7,97,drama,2728,37.9,431.78
70.6,170,drama,1748,97.7,245.16
102.4,111,action,2193,89.4,348.1
111.7,85,scifi,4064,71.2,386.69
243.3,93,drama,3538,90.5,603.48
115.4,153,comedy,955,27.2,244.77
53.5,144,scifi,4124,99.5,323.45
200.1,77,comedy,1305,80.1,514.9
31.3,109,action,2131,39.4,161.86
156.5,159,comedy,3027,89.4,469.68
129.6,85,comedy,2417,37.4,300.35
18.2,89,action,2105,73.2,202.58
224.9,87,action,4049,19.2,503.29
278.3,78,comedy,2058,66.6,654.1
146.7,127,drama,1565,92.1,376.98
244.7,82,horror,1140,2.9,485.04
90.3,148,drama,1600,59.8,265.71
204.4,87,comedy,3171,72.9,598.84
242.5,173,comedy,3271,94.4,657.6
49.1,149,scifi,2218,27.1,220.58
85.3,154,action,2004,35.3,278.86
53.3,169,scifi,2781,14.0,201.3
152.4,154,horror,4251,60.8,421.58
229.1,108,horror,2801,23.2,464.33
177.7,95,scifi,2470,58.0,483.91
279.5,126,comedy,1198,32.2,562.71
182.4,103,comedy,2054,24.4,413.42
95.7,103,comedy,3244,95.4,355.06
149.0,156,comedy,2710,20.1,364.69
156.6,79,scifi,1468,95.0,462.98
295.6,152,action,2003,86.0,709.13
288.4,118,comedy,2222,80.7,690.05
262.5,110,horror,1162,69.4,592.59
192.9,132,comedy,2186,85.2,488.19
249.9,87,comedy,903,97.2,571.63
215.7,163,scifi,1919,68.9,573.17
114.4,103,comedy,625,46.2,275.34
71.3,104,action,3614,85.9,306.63
36.0,100,drama,4102,63.2,250.64
165.0,108,horror,627,57.7,392.3
55.2,114,horror,4181,67.1,305.26
52.7,166,drama,1413,48.2,217.69
85.0,132,comedy,2001,76.1,292.99
130.6,162,comedy,2749,97.1,383.85
150.3,171,scifi,3444,61.5,480.42
69.1,131,action,2994,87.5,296.44
75.9,109,comedy,2988,43.3,271.24
46.1,141,comedy,1292,37.4,193.16
168.7,81,comedy,535,96.9,457.38
162.5,157,comedy,1350,33.1,345.98
181.6,148,drama,2236,11.9,363.98
295.0,175,action,1524,56.6,632.98
70.8,95,scifi,1441,94.5,327.04
246.0,102,action,4363,94.1,663.96
189.9,145,scifi,4101,74.9,553.5
269.3,153,drama,3852,32.6,606.45
123.2,176,drama,1733,44.2,315.32
251.8,176,comedy,812,9.5,474.59
153.4,117,drama,1537,1.8,301.3
151.6,179,comedy,3944,71.1,462.66
262.3,179,horror,3346,18.2,523.04
216.1,118,drama,2433,28.4,452.43
82.1,97,comedy,2392,9.0,205.54
136.6,117,comedy,869,17.8,285.12
124.8,105,drama,1520,23.8,271.87
196.0,115,comedy,3418,55.2,470.08
105.2,93,action,4199,9.7,338.68
143.7,146,comedy,3638,5.7,371.71
36.8,106,horror,3742,49.8,205.82
109.8,125,horror,2102,13.3,231.6
270.9,125,drama,2324,96.5,644.21
293.8,87,action,2114,8.9,605.95
238.8,154,comedy,1198,65.0,587.9
253.7,159,horror,1278,10.2,510.48
117.5,139,drama,2400,56.6,347.12
248.7,81,horror,4154,53.3,600.29
188.1,161,action,1463,46.4,477.06
186.2,165,scifi,3259,85.2,569.97
179.9,78,drama,2230,70.2,439.65
53.9,105,drama,3732,76.6,297.41
120.5,91,comedy,3909,1.9,328.39
182.8,169,horror,3589,7.9,406.65
263.1,122,drama,2386,89.7,609.56
74.8,146,drama,1522,53.0,216.44
61.1,165,drama,4252,76.8,294.69
151.1,162,drama,4384,93.6,452.09
128.3,172,comedy,3217,55.0,369.66
207.9,144,comedy,548,51.7,449.63
68.5,141,drama,1868,61.8,202.63
230.7,161,scifi,2464,83.6,576.65
250.2,98,drama,3402,59.1,593.64
246.8,158,action,3801,87.1,622.29
288.5,169,drama,2725,90.2,669.35
96.6,112,scifi,1987,27.1,257.75
38.6,87,drama,3775,38.2,197.9
34.7,88,comedy,1062,40.7,126.71
225.5,119,action,3050,46.3,557.19
233.1,144,drama,702,64.0,501.42
257.8,97,comedy,2935,6.8,591.11
90.3,135,comedy,1299,76.8,305.95
52.0,118,action,1463,22.8,160.85
201.2,158,scifi,3738,7.6,482.02
255.1,143,drama,4141,8.6,526.69
291.7,173,comedy,1044,38.3,588.74
243.3,164,action,3230,95.4,636.21
105.4,136,action,1930,64.4,355.02
107.1,121,drama,3139,10.0,241.0
208.9,114,scifi,1707,10.6,472.03
145.3,134,action,2883,85.8,419.54
227.0,166,action,1457,37.8,499.68
254.4,150,drama,1718,24.2,505.56
295.1,108,scifi,3353,78.8,732.64
18.9,104,drama,3736,18.7,118.78
44.9,110,drama,1394,82.3,189.44
265.8,109,action,4252,56.8,663.21
97.5,122,action,2679,15.8,285.05
92.4,164,comedy,1044,29.1,233.53
235.3,153,horror,4372,88.9,588.25
239.8,82,drama,1249,93.2,605.2
37.4,165,comedy,1671,41.0,151.45
30.3,92,drama,649,70.9,159.66
238.1,98,drama,1491,38.2,480.44
258.2,105,comedy,1481,23.0,511.8
264.8,129,drama,3548,15.0,563.33
170.3,132,scifi,3949,98.3,551.0
261.8,77,comedy,1676,16.9,584.42
180.3,122,action,3949,25.5,430.7
292.4,92,horror,1320,40.3,582.61
136.6,91,scifi,3855,42.2,439.66
178.0,161,horror,2457,79.7,459.67
106.3,176,drama,3854,44.6,301.13
59.2,90,scifi,2973,6.3,237.6
173.6,166,comedy,3427,26.8,438.18
184.4,146,scifi,4105,16.6,497.53
159.0,101,drama,3555,72.8,458.81
267.1,179,drama,3196,22.3,571.19
45.7,110,comedy,4247,65.6,289.56
224.0,89,action,984,69.4,565.48
138.8,128,scifi,1758,83.1,439.89
17.7,99,comedy,1974,44.4,154.5
134.8,118,drama,1657,7.5,278.58
39.0,96,comedy,3603,51.5,189.73
131.1,133,horror,753,11.0,198.39
230.1,172,scifi,2758,37.4,577.4
239.2,118,action,911,92.7,571.26
86.1,121,action,2039,44.1,328.39
255.4,166,scifi,3945,40.4,647.51
294.5,85,drama,2373,58.7,680.52
53.8,92,horror,2633,3.9,146.98
61.8,161,action,1733,72.1,300.98
289.5,151,comedy,4001,6.1,615.22
276.6,102,drama,685,96.6,604.59
297.4,142,comedy,3578,66.6,716.89
165.6,124,comedy,1478,9.5,384.92
194.8,107,action,2297,77.1,553.35
266.4,105,action,1405,28.3,517.4
210.6,106,drama,2319,98.9,549.91
197.2,130,comedy,3933,58.6,488.78
116.1,159,comedy,1579,67.4,299.52
91.7,158,action,2410,7.9,282.59
208.6,126,action,1584,51.5,478.11
102.8,173,drama,3541,44.4,303.36
149.0,132,comedy,2810,25.6,349.18
171.5,108,action,2870,21.9,441.86
250.2,106,drama,2267,19.7,575.81
282.2,140,comedy,1631,66.0,639.59
66.1,116,scifi,4428,30.1,281.39
53.9,156,comedy,1240,90.3,239.7
58.6,127,action,3124,4.9,218.92
169.8,167,horror,2363,22.4,380.59
43.4,123,action,4092,96.9,290.29
124.4,94,comedy,1776,50.1,347.65
129.5,155,comedy,3274,1.3,315.88
62.8,164,comedy,2066,68.3,237.86
51.2,106,scifi,2969,19.4,190.38
175.1,96,action,4302,82.8,554.54
270.3,133,scifi,4022,1.7,612.15
189.7,156,horror,3174,21.9,443.64
128.9,173,drama,1366,48.0,349.26
34.1,110,action,1470,93.8,232.04
128.3,101,drama,827,38.3,308.5
118.5,108,scifi,1575,94.1,410.18
248.8,109,scifi,1494,77.7,606.01
264.7,100,action,1596,13.7,552.02
91.9,111,horror,3615,33.3,272.36
272.4,179,action,3206,3.1,605.57
158.6,80,action,3957,69.4,508.49
40.8,176,action,2760,50.7,229.79
299.5,178,horror,3776,85.7,718.41
291.8,156,comedy,1073,4.1,560.0
167.3,136,scifi,2699,62.9,454.34
138.2,84,drama,4115,48.4,363.78
228.5,179,action,1937,3.8,475.76
86.4,148,action,3327,2.7,227.01
19.9,99,comedy,3344,83.9,240.07
93.9,173,drama,1719,21.5,244.03
156.0,161,comedy,4247,13.2,395.08
264.0,170,scifi,1002,18.4,536.38
202.8,92,scifi,2069,86.4,544.01
37.7,169,drama,4402,13.7,225.74
157.8,83,drama,3207,77.8,459.9
56.0,150,scifi,1156,56.9,226.15
202.0,165,drama,1157,72.1,443.9
225.8,86,action,1192,18.1,518.41
37.7,128,comedy,2575,96.9,233.78
24.4,126,drama,2988,8.8,102.7
287.7,126,scifi,1112,35.7,609.91
182.8,75,comedy,3275,50.3,458.97
102.6,93,action,2060,95.7,374.38
78.2,125,drama,1592,57.3,230.85
149.7,176,comedy,1985,33.1,365.02
255.5,172,comedy,3213,47.1,572.95
74.4,157,scifi,2740,17.8,257.67
61.2,130,horror,819,9.4,132.1
165.9,166,drama,3831,30.0,427.88
9.7,171,action,3101,8.1,105.5
78.5,145,action,2393,48.4,285.41
160.9,166,drama,4359,52.3,429.34
229.1,99,scifi,925,39.3,546.56
276.7,113,scifi,3706,44.4,692.56
82.1,97,drama,1481,41.2,244.52
145.0,166,action,1985,74.2,433.74
169.9,171,action,2656,25.2,443.46
39.5,140,horror,3462,54.9,212.83
220.8,102,drama,4352,22.8,528.17
249.7,144,action,3229,66.7,620.4
276.7,138,comedy,868,81.4,609.16
141.2,99,scifi,833,86.0,400.66
59.0,152,drama,844,97.8,244.71
101.4,101,horror,2310,31.0,272.89
41.1,85,scifi,2484,68.3,261.74
98.6,107,action,4369,98.2,405.42
297.6,167,drama,3311,39.9,631.83
46.3,85,drama,3170,75.9,228.5
162.4,115,drama,3193,98.1,485.16
59.6,171,action,2065,7.9,214.35
254.0,130,drama,1142,37.5,514.13
16.4,93,comedy,2983,49.3,180.56
173.1,143,comedy,2290,88.6,494.0
260.8,125,drama,721,65.9,555.07
135.2,149,action,3135,41.8,374.53
12.8,152,drama,1866,95.7,182.47
282.3,96,comedy,624,9.8,529.66
234.0,120,horror,1673,68.0,511.42
174.3,102,drama,2657,48.6,428.99
22.2,175,scifi,2434,77.0,247.33
276.4,100,comedy,4308,57.8,702.12
212.1,170,comedy,1068,50.6,463.26
74.7,136,drama,3821,3.5,228.12
155.2,145,drama,687,50.9,364.66
192.2,167,scifi,1502,24.1,460.37
215.0,156,comedy,2989,29.1,474.85
299.7,88,horror,2330,68.4,680.23
270.2,104,comedy,1712,98.2,655.52
176.0,93,drama,1965,4.0,361.36
29.2,128,comedy,1133,48.0,111.62
109.3,91,comedy,3131,74.2,353.27
162.1,101,scifi,4465,26.8,455.82
209.2,114,scifi,2568,16.1,457.45
94.5,135,action,2670,70.2,343.39
207.3,81,scifi,3486,84.1,619.73
240.5,91,comedy,1344,26.3,455.89
279.4,132,drama,3675,37.0,638.54
77.6,172,scifi,2934,10.0,252.19
73.6,168,action,3888,23.8,284.75
171.5,169,comedy,2808,4.1,394.12
206.7,80,drama,2014,4.0,402.52
144.7,122,comedy,3527,37.0,389.2
274.0,170,scifi,2951,10.5,610.69
32.2,121,comedy,2464,81.5,217.6
263.3,153,horror,2775,88.2,619.25
34.2,112,drama,2881,69.2,229.45
94.6,88,scifi,2155,29.8,334.52
53.5,114,comedy,2485,31.2,182.28
127.6,164,action,2820,20.4,348.88
81.0,109,comedy,1146,51.9,200.01
236.5,91,drama,1232,65.8,541.96
159.6,131,drama,2646,70.2,462.91
102.2,152,comedy,4479,4.2,293.03
230.0,90,comedy,831,36.7,506.41
1.2,128,drama,4008,26.8,104.71
23.5,92,horror,2630,40.8,147.61
291.3,111,comedy,549,47.3,595.98
245.0,105,comedy,1131,35.5,530.92
257.9,134,scifi,1490,43.5,572.01
285.1,138,comedy,2233,93.8,665.12
8.2,105,drama,2755,76.5,173.46
190.6,124,comedy,3254,86.2,553.92
235.7,130,comedy,663,2.8,460.55
28.6,135,comedy,2231,80.9,179.87
104.6,114,comedy,3744,87.1,409.7
89.5,142,horror,589,32.6,249.74
244.0,114,comedy,1736,2.1,492.81
279.6,142,drama,2002,68.0,631.48
25.6,86,horror,2667,87.8,213.11
26.1,81,comedy,1327,79.9,201.31
22.3,120,scifi,1860,74.2,208.18
4.7,88,action,3146,95.4,221.58
120.0,153,horror,2626,58.9,301.78
213.7,75,comedy,3212,35.7,478.89
247.9,162,action,3445,51.5,600.42
120.3,140,horror,1224,98.5,353.74
109.7,175,drama,3931,73.5,355.71
263.0,83,action,3635,33.6,591.07
8.3,113,horror,1644,83.7,159.35
171.4,162,action,3239,67.0,469.35
248.5,137,action,3686,57.8,622.08
174.9,85,drama,2105,83.9,461.69
137.3,127,comedy,3669,6.0,349.74
199.5,146,comedy,2538,55.0,447.13
277.4,175,action,2084,96.2,711.08
113.5,120,drama,4211,35.8,307.28
238.2,128,drama,726,9.5,457.73
143.1,76,drama,3730,26.7,351.95
266.8,166,comedy,3974,73.1,651.13
285.5,135,horror,915,55.4,639.45
222.7,90,action,4053,96.6,655.33
81.6,155,scifi,3502,52.5,318.87
294.3,132,horror,2091,69.2,668.96
220.0,99,drama,1283,1.1,403.08
81.1,156,action,821,67.0,272.29
199.7,132,comedy,1674,96.1,511.29
101.3,84,action,2370,12.0,286.66
204.6,79,comedy,1593,26.9,422.49
1.0,166,action,3459,64.8,207.28
270.7,163,action,1487,5.0,585.56
277.8,113,horror,3560,14.2,577.39
294.1,129,drama,3050,91.4,699.7
200.2,80,action,1722,44.1,502.18
84.3,142,scifi,1711,5.4,239.13
145.2,129,action,1261,39.0,372.22
127.9,75,comedy,2844,14.3,303.64
280.2,90,scifi,785,91.6,661.09
48.6,160,action,4061,48.2,212.56
213.2,136,drama,3197,29.2,502.2
283.3,93,action,4104,45.8,695.25
228.5,179,comedy,3616,91.1,605.86
198.9,94,scifi,4097,38.9,535.22
13.4,137,action,3510,22.1,158.72
230.9,139,horror,4137,25.0,516.6
109.8,148,scifi,2777,21.1,291.7
9.3,176,comedy,512,96.1,153.39
282.8,168,action,4453,65.5,708.17
166.0,117,comedy,2189,39.6,416.22
52.5,77,drama,4212,88.7,297.73
47.5,164,scifi,541,32.1,190.44
187.9,138,comedy,676,3.3,373.98
140.4,93,action,1366,50.4,383.1
90.6,135,action,2024,52.2,298.25
100.0,175,horror,3916,14.8,279.74
33.3,153,drama,3897,21.1,162.73
113.5,143,drama,3911,95.2,407.45
228.1,178,comedy,723,99.6,540.92
37.9,149,action,1802,7.3,176.75
6.8,123,drama,4196,34.7,132.73
190.6,171,horror,2345,21.3,394.41
201.8,153,drama,1208,80.5,469.31
164.4,161,action,3692,53.9,481.48
121.8,143,horror,948,95.0,369.88
136.7,144,action,3002,37.7,390.98
168.9,160,scifi,1343,56.5,459.16
68.5,121,horror,522,63.8,176.4
242.2,154,action,1805,52.5,577.01
46.0,126,comedy,3715,45.5,224.7
87.5,178,comedy,4232,54.2,336.09
147.6,123,drama,2808,55.9,384.22
197.4,114,comedy,3839,89.5,530.91
155.9,151,comedy,3964,71.5,450.33
232.3,134,scifi,3994,36.7,587.07
244.1,159,horror,4017,42.3,591.11
214.4,95,drama,2484,54.2,494.7
168.0,157,drama,1120,41.7,394.59
225.2,139,horror,1812,79.2,510.45
255.0,173,action,2185,90.4,633.51
128.4,84,scifi,2048,81.8,432.85
35.0,96,comedy,1183,77.9,213.0
187.7,157,horror,1073,36.9,419.02
20.1,82,drama,3543,93.3,229.53
190.4,167,horror,831,48.0,421.65
223.9,78,drama,4172,48.2,557.11
127.8,109,comedy,567,4.9,285.8
85.3,170,comedy,3847,75.6,312.23
160.1,139,scifi,4046,48.9,483.88
128.9,104,drama,3102,55.4,383.62
75.5,179,drama,2655,95.3,341.4
248.8,170,scifi,1265,44.0,572.96
214.5,76,drama,2525,10.4,444.17
240.0,100,action,1401,66.1,570.51
11.2,107,drama,853,97.1,152.71
32.3,84,horror,1096,45.7,100.8
162.3,149,drama,4389,10.6,411.86
244.5,89,comedy,917,51.3,545.91
260.5,87,horror,3079,6.0,547.35
152.7,177,action,3254,73.9,426.73
162.7,98,horror,2697,45.6,434.37
7.4,141,comedy,2409,30.5,99.42
219.0,122,comedy,3302,17.9,489.59
91.7,101,drama,3876,69.8,318.44
294.4,161,drama,3505,24.2,602.65
12.5,105,drama,1526,85.6,112.96
13.5,132,drama,4116,82.4,242.09
288.8,141,drama,4221,95.7,719.84
285.0,161,comedy,3879,54.4,664.93
238.6,143,action,2895,57.6,602.76
230.6,103,drama,3623,34.1,501.53
232.6,84,scifi,861,66.1,545.76
126.2,139,action,3344,4.1,340.79
217.5,171,scifi,2962,23.0,534.17
291.1,179,comedy,2031,62.4,658.4
196.0,89,comedy,3826,25.8,466.36
28.1,122,action,1886,20.6,193.03
4.5,106,drama,2552,68.3,143.77
81.0,139,horror,3396,29.8,236.33
138.6,128,scifi,3309,43.4,424.24
285.8,152,horror,3447,70.2,678.24
266.1,161,drama,1606,37.8,530.59
187.7,146,action,3873,70.9,503.92
247.6,87,comedy,2293,23.4,509.74
298.4,119,comedy,4112,57.8,704.65
39.6,80,comedy,3523,26.9,212.62
45.8,176,action,1624,10.5,182.23
59.2,140,scifi,4451,7.1,259.73
91.1,163,scifi,2641,90.5,368.25
80.5,116,drama,1492,40.1,192.83
131.9,97,drama,1744,7.4,250.78
150.1,78,horror,3310,98.9,445.85
4.4,99,action,3849,64.8,190.89
227.6,104,scifi,502,53.9,510.37
118.1,76,comedy,3591,37.1,375.65
119.5,78,comedy,668,14.6,240.4
174.4,121,horror,2926,65.4,414.89
128.7,168,scifi,716,40.4,333.9
288.2,97,drama,3838,56.2,681.83
290.7,123,drama,1959,74.7,678.91
8.6,98,action,1180,13.7,96.86
174.7,127,action,2776,43.6,469.04
119.9,84,horror,951,77.7,310.72
236.9,117,scifi,2159,57.1,596.92
211.6,134,comedy,527,70.3,472.2
71.5,158,drama,1420,33.1,171.46
229.6,158,action,949,91.1,604.54
162.8,88,comedy,3077,71.7,472.62
50.2,155,scifi,3612,90.2,306.27
68.9,171,horror,1806,62.1,222.78
197.2,89,comedy,2560,5.5,392.82
183.0,107,action,2340,26.3,421.95
284.6,179,horror,3467,40.5,634.98
110.9,152,action,2886,8.2,293.55
182.3,81,scifi,939,53.4,439.02
280.5,129,comedy,911,92.4,653.6
296.9,93,comedy,2288,4.4,590.38
125.4,147,drama,765,84.9,323.54
243.5,168,comedy,1220,0.5,487.24
259.7,84,comedy,4170,49.8,629.85
187.4,105,comedy,3748,86.7,509.19
67.2,153,action,3740,82.7,353.32
127.5,90,drama,4311,55.2,400.67
181.7,143,scifi,3049,25.8,397.11
110.0,177,action,3499,1.9,340.51
51.7,179,comedy,1373,52.4,164.73
168.5,89,scifi,683,5.9,381.32
69.5,89,comedy,1639,44.0,177.02
214.5,78,action,3350,10.2,479.38
212.8,83,action,534,51.4,457.81
157.6,135,comedy,3619,12.8,342.88
176.5,163,action,1777,35.8,442.37
33.4,146,drama,3696,96.8,225.94
38.0,159,horror,4359,43.0,223.14
172.7,80,horror,2193,77.3,443.37
12.6,115,drama,2094,14.8,104.02
251.7,141,comedy,4046,98.5,667.64
127.0,176,comedy,1342,37.4,282.03
221.1,154,comedy,1446,48.7,501.38
41.9,96,action,3187,53.8,225.6
263.8,114,drama,2076,21.6,558.86
36.8,131,comedy,4092,61.2,213.17
258.3,86,drama,3589,45.2,632.19
267.6,140,comedy,4498,46.5,647.64
275.1,167,comedy,630,75.1,595.46
291.6,108,comedy,2349,10.3,616.22
115.3,138,scifi,1150,22.5,306.06
22.6,114,comedy,2736,27.8,158.65
243.3,118,drama,1861,25.5,541.0
55.9,92,drama,1656,80.9,228.51
208.2,167,horror,2832,8.8,444.98
203.7,115,drama,2428,38.9,438.44
258.5,143,action,4275,53.0,666.62
157.1,178,drama,3686,28.0,382.76
222.8,167,action,2826,34.1,509.73
153.7,147,action,3217,44.5,392.93
105.6,92,action,4253,11.9,348.18
265.6,113,action,2671,82.8,663.19
45.1,102,comedy,3274,68.0,283.12
78.9,171,action,3935,11.5,285.6
113.0,146,action,1948,39.0,305.07
121.8,91,drama,2292,25.5,323.17
181.9,142,action,2459,83.5,554.53
50.8,164,drama,665,26.1,142.75
141.6,131,action,2402,28.0,380.78
287.0,167,action,2984,86.8,717.17
140.1,95,action,875,96.5,408.44
10.0,121,comedy,3182,87.1,215.49
228.5,99,scifi,1800,22.6,502.44
292.0,141,action,2559,95.6,745.13
160.5,168,comedy,2183,92.7,444.45
87.6,108,drama,4400,86.6,349.42
287.7,137,comedy,1010,87.4,693.68
253.5,110,comedy,1998,66.7,600.65
181.4,170,comedy,3750,30.3,449.39
76.2,101,drama,3570,76.5,323.55
23.0,111,drama,1038,36.0,124.26
149.8,155,action,2644,65.0,436.27
192.4,174,drama,1075,97.2,489.73
263.9,153,comedy,1001,39.7,595.95
166.7,136,drama,4433,68.4,489.01
134.9,161,comedy,3780,49.7,386.72
243.4,151,horror,1286,7.8,486.48
225.3,127,horror,2713,40.4,497.02
201.7,142,drama,1453,89.8,473.45
177.4,177,horror,4039,86.0,525.27
2.5,119,comedy,2331,66.9,123.33
136.6,170,comedy,2560,24.8,334.25
37.5,117,scifi,3785,71.1,225.83
18.4,113,scifi,2391,95.0,244.85
146.7,159,comedy,1049,37.1,327.93
257.6,177,scifi,4497,58.4,701.46
164.1,164,action,2249,30.9,412.92
296.8,131,scifi,2022,83.5,728.58
291.1,143,horror,631,93.5,629.12
160.8,86,drama,2801,13.4,366.74
100.4,102,horror,1176,66.5,288.53
206.3,153,drama,1877,62.6,478.31
5.8,80,drama,2347,85.6,178.65
210.7,115,comedy,3630,57.3,540.38
76.8,117,drama,2996,25.0,236.71
260.5,147,drama,2915,29.2,536.11
162.8,98,action,2780,77.8,445.25
90.8,87,drama,2664,55.7,259.92
46.4,76,drama,3947,75.6,310.16
69.3,95,comedy,987,62.6,237.23
294.1,146,comedy,3198,42.0,658.23
286.0,158,comedy,2374,60.6,662.82
27.0,82,comedy,2648,28.7,138.23
178.7,115,comedy,959,12.6,361.63
61.9,127,action,739,66.4,276.4
188.9,125,drama,1886,78.0,515.68
195.8,103,comedy,2070,39.3,480.48
93.4,173,action,1721,90.2,356.23
166.6,115,scifi,4191,7.9,441.05
181.8,110,action,3442,98.5,558.66
21.1,93,action,759,42.8,168.01
77.7,113,drama,2208,97.6,305.64
153.7,97,scifi,4193,13.0,416.27
25.8,134,horror,1654,75.0,196.45
71.3,161,action,899,20.4,202.52
7.6,91,horror,3646,70.0,137.09
94.2,141,comedy,901,55.2,260.13
82.6,162,scifi,1781,27.8,257.19
272.4,177,comedy,1866,73.8,674.42
62.7,177,comedy,2199,13.4,194.83
252.8,105,horror,3724,70.3,631.74
14.3,150,comedy,760,86.7,152.55
155.1,178,comedy,2549,82.9,432.42
201.6,88,comedy,2814,29.0,496.94
180.3,79,drama,3911,51.0,483.93
285.8,95,action,2809,66.9,725.61
106.6,107,horror,853,25.3,259.15
88.3,115,horror,1118,3.3,182.71
45.9,153,comedy,978,5.4,127.5
136.2,116,comedy,2700,69.9,376.78
78.9,153,comedy,4281,81.3,348.58
252.1,78,horror,899,48.8,549.7
278.0,133,action,951,58.9,637.05
164.9,87,scifi,2233,74.4,467.83
271.6,102,action,3664,98.5,719.41
202.8,128,scifi,1445,6.5,443.17
235.8,85,horror,1740,5.0,491.38
212.8,78,comedy,3077,23.1,466.84
152.4,143,action,4200,49.7,463.85
99.4,123,drama,879,61.7,318.12
201.5,145,action,4377,64.4,558.58
123.0,84,comedy,4452,10.8,327.2
299.7,149,horror,4340,91.0,692.14
7.5,82,drama,2968,17.9,77.56
199.8,117,comedy,2161,61.7,476.08
87.9,112,comedy,584,78.6,266.71
276.2,122,horror,1846,75.2,613.2
273.7,139,action,910,57.3,623.97
133.5,78,horror,3868,60.2,395.64
40.2,174,scifi,3043,43.3,237.45
257.4,119,comedy,1287,85.0,595.48
130.9,130,horror,3998,36.8,348.34
215.7,178,comedy,2742,21.9,490.78
136.3,177,comedy,1313,54.8,346.99
265.7,140,comedy,4277,50.4,630.69
168.9,144,scifi,1532,97.1,492.0
105.3,93,action,562,17.5,261.91
130.2,143,comedy,2763,20.4,304.18
54.3,179,drama,4168,33.3,223.04
40.4,176,comedy,4022,10.9,164.47
210.7,164,action,1574,36.0,505.78
23.9,127,action,4297,16.8,164.08
291.6,140,comedy,1125,69.8,635.6
21.4,91,action,1516,62.1,168.84
5.4,88,scifi,1656,27.2,110.65
46.2,162,action,3743,10.7,199.21
101.4,86,drama,1879,60.7,299.88
10.2,133,action,1789,19.6,96.18
76.2,171,horror,612,60.5,214.18
156.6,147,comedy,3346,16.9,359.02
131.7,159,scifi,1621,92.0,404.97
193.7,149,comedy,3702,13.8,472.63
14.1,114,comedy,2888,98.3,223.67
223.2,89,horror,3901,25.5,537.03
239.2,92,action,773,43.8,555.41
222.9,100,action,2186,50.6,547.13
197.1,146,comedy,786,22.5,407.11
96.8,166,action,1356,37.5,304.37
291.7,127,action,1536,34.7,634.55
142.7,145,scifi,2409,43.2,418.87
64.3,107,comedy,2481,94.1,311.92
14.9,156,comedy,2673,21.9,122.67
150.4,146,horror,2534,42.2,367.9
160.7,108,comedy,2750,33.0,395.0
276.8,156,action,2151,52.5,635.82
284.0,78,action,4350,2.4,657.15
50.6,153,comedy,3435,28.1,185.1
126.1,179,comedy,1801,33.0,315.52
211.1,96,scifi,2831,15.8,515.09
237.9,102,horror,708,87.1,558.25
20.5,167,action,1031,69.9,176.77
229.8,99,scifi,1846,35.1,540.96
37.6,115,scifi,2072,87.8,256.44
206.4,147,horror,1143,31.5,469.67
31.8,103,comedy,909,73.3,177.05
254.4,149,action,1585,57.1,586.2
1.8,145,comedy,3347,74.2,184.33
283.3,154,action,2933,33.2,652.91
38.4,88,scifi,534,30.8,155.74
102.6,91,comedy,2540,98.3,380.73
107.7,111,action,948,22.7,245.21
286.0,153,action,1289,79.5,649.55
32.4,172,scifi,1223,71.8,174.9
245.9,107,horror,3061,80.3,620.01
176.0,148,action,2117,6.9,407.88
97.2,123,drama,2655,4.0,239.76
155.6,128,drama,3518,83.3,456.07
222.6,118,action,731,80.1,566.55
73.5,107,comedy,2108,50.8,248.01
86.4,114,action,595,47.0,262.46
121.5,154,comedy,509,48.6,298.34
290.3,103,comedy,3998,70.2,707.77
237.3,166,action,2732,8.4,512.46
195.6,179,scifi,1230,26.0,461.49
22.8,87,scifi,2457,42.9,176.24
20.0,141,comedy,2567,53.0,152.08
129.8,144,horror,1054,57.2,311.42
127.3,85,action,1501,60.0,334.19
263.8,122,drama,1900,35.0,559.49
275.5,111,drama,3967,47.3,658.85
63.8,81,scifi,4096,30.7,306.97
41.2,123,comedy,3009,57.0,251.9
196.1,159,drama,3724,29.0,425.02
4.4,134,action,3811,22.1,164.66
259.1,161,drama,703,4.0,508.64
4.3,136,comedy,2384,36.0,93.19
15.4,162,action,1362,46.8,112.05
173.4,130,comedy,3610,17.9,445.11
96.0,126,scifi,1052,41.2,287.19
164.4,149,comedy,3176,45.7,399.16
124.3,78,drama,3081,7.8,272.89
